ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC029_T2_B_AMR_R1	SC030_T2_B_AMR_R2	SC031_T2_B_AMR_R3	SC032_T2_B_AMR_R4	SC033_T2_B_AMR_R5	SC029_T2_B_AMD_R1	SC030_T2_B_AMD_R2	SC031_T2_B_AMD_R3	SC032_T2_B_AMD_R4	SC033_T2_B_AMD_R5
ENSMUSG00000104347	Gm37689	-1.220980114	-0.502215731	-0.770433424	-0.451105459	-0.177659581	-1.863850515	-0.558955797	-0.853299019	-1.828867031	-0.46368657	0.7028742	0.780463193	1.426619349	0.751804803	0.806945867	0.89982263	0.948312327	1.233995942	0.327648244	0.812566683
ENSMUSG00000000056	Narf	-0.741732773	-0.040895516	-0.545902856	-0.36815106	-0.764795868	-0.658790677	-0.985533957	-0.97623703	-1.631098782	-1.839568564	0.250749818	0.727627686	0.122285518	1.073733423	0.474524576	1.069904377	1.20010742	1.087708348	1.146051446	1.400014471
ENSMUSG00000000058	Cav2	0.949680977	-0.858317789	0.401175348	-0.375372307	-0.481465918	-1.434522114	-1.364768223	-0.077426216	-1.435162494	-1.348881623	1.036721011	0.188767351	-0.739345783	0.644873174	0.71899157	0.706864681	0.605700027	-0.415605987	1.538918303	1.739176012
ENSMUSG00000000134	Tfe3	-0.641784232	-0.599348145	-1.000496585	-0.98582177	-0.237789488	-0.854008998	-1.262738848	-1.333213006	-0.999341341	-0.673228627	1.409833941	1.147602224	-0.53311728	0.990206055	0.500451165	1.362255457	1.080055918	0.33187169	1.311002491	0.98760938
ENSMUSG00000000171	Sdhd	-0.528858958	-0.780826189	-0.595461462	-0.809348017	-1.492103868	-0.65905277	-0.417174172	-0.219108809	0.547539934	-2.084842012	0.849667379	1.451186881	-0.692811491	0.857595253	0.420534499	0.898513246	1.354604189	-0.363452115	1.220635794	1.042762692
ENSMUSG00000000194	Gpr107	-0.232964983	-0.67642549	-0.426215617	-0.229263754	-0.312634651	-0.909160038	-0.640344994	-1.034789931	-0.551629887	-2.415349003	1.607752436	0.711084755	0.007219808	0.336779499	0.029821117	2.074650437	0.949634649	0.243894712	1.019314113	0.448626821
ENSMUSG00000000278	Scpep1	-0.963918693	-0.798597526	-0.866065816	-0.796356343	-0.892535057	-0.614632733	-1.064395214	-1.188665616	-1.108621863	-1.233901896	1.025691088	0.742652931	0.58596616	0.857359682	0.662106286	1.248440277	1.01270051	1.169242938	1.240831459	0.982699427
ENSMUSG00000000290	Itgb2	-0.828638219	-0.51136622	-0.95182194	-0.790920929	-1.27515651	-0.497241129	-0.814955037	-1.273196273	-1.127700628	-1.296869743	1.166663366	1.070505018	0.278426761	1.086942408	0.948935054	1.078741796	0.715947102	1.080403632	1.054077198	0.887224293
ENSMUSG00000000386	Mx1	-0.885263015	-0.993122416	-0.496276558	-0.945306891	-0.537516606	-0.972867519	-1.164167226	-0.551733738	-2.030503024	-0.492217798	1.180481025	0.851159051	0.394897364	0.879233874	0.747742385	1.256301518	1.095164863	0.656534024	1.000385417	1.00707527
ENSMUSG00000000420	Galnt1	-1.05832293	-1.046592582	-0.89866273	-1.252239411	-0.878550199	-1.23303828	-0.730972542	-0.596985625	-0.621747043	-0.373465081	0.967817251	0.501518375	-0.189522325	0.93765129	0.265937871	1.518009646	1.160295253	0.564884389	1.767954212	1.196030459
ENSMUSG00000000489	Pdgfb	-1.156413804	-0.605576893	-0.584697403	-0.681464962	-0.731338057	-1.356303078	-0.901000413	-1.451373846	-1.088236815	-0.75850385	1.050017905	0.595035094	0.46471568	0.800263267	0.76099647	1.375074581	1.07918157	0.808188909	1.167507131	1.213928512
ENSMUSG00000000552	Zfp385a	-0.73791221	-0.364900015	-0.349883799	-0.329778713	-0.734790648	-0.194424747	-0.815140402	-2.163768495	-0.890382651	-0.968066576	0.857706432	1.148739064	-0.97859644	0.825319017	0.700464628	1.304069444	1.23871833	0.149035578	0.738307776	1.565284428
ENSMUSG00000000555	Itga5	-0.649500041	-0.484676679	-0.703504975	-0.477870111	-0.575490703	-0.930482842	-1.076899837	-1.504537519	-1.546440174	-1.146026656	0.951580996	0.685319038	0.248252519	1.021305873	0.717836137	1.271595352	1.237792309	0.633423105	1.303377881	1.024946326
ENSMUSG00000000562	Adora3	-0.069571742	-0.43196357	-0.320935827	0.446267294	-1.598785409	-0.427204094	-1.587613018	-0.470169009	-1.433881488	-0.828401833	0.088888169	1.882177895	-0.086364505	1.106827171	-0.604208627	0.89988398	0.968191825	-0.126790295	1.364230434	1.22942265
ENSMUSG00000000594	Gm2a	-0.932236731	-0.715541237	-0.826294249	-0.934762319	-1.176680568	-0.85815989	-1.002369158	-1.232397035	-0.591020477	-1.024425706	1.182349099	0.940574331	0.059734118	0.830884824	0.61259837	1.447256265	1.077446629	0.799055639	1.286365246	1.05762285
ENSMUSG00000000628	Hk2	-0.798133661	-0.766042568	-0.904139284	-0.802226919	-0.742008798	-0.849988159	-0.820962381	-1.227398378	-1.049666374	-1.534407868	0.958579479	0.831088675	0.507231543	0.96508251	0.745047323	1.246915129	1.075772729	1.057026977	1.041430975	1.06679905
ENSMUSG00000000631	Myo18a	-0.667339586	-0.407841159	-1.72956848	-0.619181069	-1.248961782	0.685992096	-0.267741985	0.209183919	-0.19385175	-1.157601807	-0.488892264	-0.873916324	0.348755904	0.544659722	-0.24032046	1.39359423	0.855605987	2.143225957	1.655337888	0.058860963
ENSMUSG00000000682	Cd52	-0.973741238	-0.925114635	-0.761325125	-0.846492126	-1.376322956	-0.866668023	-1.198762895	-0.960433464	-0.372163011	-0.758502598	1.184556552	0.810063769	0.005515877	0.771319707	0.380420334	1.500010227	1.329567392	0.62628232	1.30329888	1.128491011
ENSMUSG00000000693	Loxl3	-1.089942071	-1.134518021	-0.74924152	-0.790827642	-0.949119647	-0.28841691	-2.190796217	0.256995544	-0.833226566	-0.234261396	0.982324072	0.586636978	1.526192514	0.380410707	0.053154533	1.222102402	1.275329398	1.183512044	0.154200534	0.639491266
ENSMUSG00000000708	Kat2b	-0.505998254	-1.2535747	-0.892765185	-0.692258363	-0.129570417	-0.23430001	-0.472700248	0.438863778	-2.223062356	-0.246206771	0.693008738	-0.338470976	-1.046230328	0.395862119	0.326165655	1.650517091	0.976251055	0.596137783	1.628967505	1.329363884
ENSMUSG00000000811	Txnrd3	-0.17472564	-1.564485394	-1.07296699	0.389236909	-0.453924745	-0.926468032	-2.489931412	-0.628379119	0.198730277	-0.277053947	0.712222755	0.704788277	0.490462635	0.562889609	0.661875436	1.356414985	1.34310111	0.113470042	1.312058291	-0.257315048
ENSMUSG00000000881	Dlg3	-0.696069509	-1.218894042	-0.860625257	-1.223681748	-0.546327452	-1.157519026	-1.035866633	-1.148242928	-1.421132989	0.181127033	0.890250543	0.696414429	0.554702828	0.888271812	0.70508474	1.11681371	1.040082147	1.053316623	1.186928019	0.995367699
ENSMUSG00000000957	Mmp14	-1.083108053	-0.794772493	-0.794252382	-0.787659481	-0.738234025	-0.766649461	-1.013125635	-1.136219119	-1.586266334	-0.792157127	1.021231676	0.911381997	0.487284371	0.972561853	0.845363605	1.149031689	1.079737487	0.84726042	1.116472822	1.062118191
ENSMUSG00000001020	S100a4	-0.588085814	-0.753899491	-0.453741461	-0.691837416	-0.815081469	-0.657506372	-0.842755601	-0.900410031	-1.029410466	-0.987157266	0.923607915	0.633417028	-1.320749083	1.058933956	0.54651555	1.377461718	1.392304812	0.11896868	1.573429217	1.415995597
ENSMUSG00000001025	S100a6	0.021886908	-0.62416818	-0.083703388	-0.831992323	-0.819944647	-0.257271382	-0.774313962	-0.582732544	-0.890282268	-0.779823575	0.861907346	-0.021635231	-1.990350785	0.615612734	-0.080160152	1.572648195	1.377656163	0.02804516	1.803732872	1.454889059
ENSMUSG00000001062	Vps9d1	-1.072521762	-1.638202501	-1.56571699	-0.033981353	-1.315267343	0.514258288	-0.418797566	-1.170195136	-0.978711504	-0.43202035	0.286618414	1.189475516	0.677779257	0.483943339	1.045108816	1.184118495	0.910007288	1.19165851	1.042379943	0.100066639
ENSMUSG00000001123	Lgals9	-1.226899104	-0.813956648	-1.022545956	-0.832216306	-0.770507107	-0.575515228	-1.024529967	-0.954207738	-0.614450848	-1.056479612	1.234315706	1.372231288	-0.338907713	1.134206802	0.677739005	1.062570342	1.267147539	0.165005492	1.189153079	1.127846971
ENSMUSG00000001128	Cfp	-0.966757273	-0.833654597	-0.697159518	-0.866795705	-0.846993439	-0.682587668	-0.958733299	-1.028776311	-0.730890336	-1.488700467	0.918662413	1.037831669	-0.066302207	0.950847074	0.496154287	1.153910105	1.352032356	0.541933704	1.405719362	1.310259852
ENSMUSG00000001131	Timp1	-0.685064991	-1.095303352	-0.776270907	-0.788654562	-0.870020621	-0.850741997	-0.921833525	-0.617149798	-1.476474012	-1.107241019	1.009055062	0.859275713	-0.061239054	1.233300158	0.666463152	1.198080199	1.216083575	0.681212012	1.330309427	1.056214538
ENSMUSG00000001143	Lman2l	-0.396379348	-0.957497419	-0.91641386	-0.689665728	-1.254147771	-0.35090774	-0.34031358	-0.924168109	-1.087632025	-1.725375045	0.419728374	0.328958772	0.420400253	0.880235401	0.54295107	0.714647806	0.651515157	1.611017758	1.507082279	1.565963754
ENSMUSG00000001227	Sema6b	-1.08533448	-1.169051792	-0.646458249	-0.989107218	-1.009493547	-0.428992662	-0.419548312	-1.291751756	-0.893820267	-1.356476361	1.107134789	1.223915634	0.509610976	1.131957573	1.021492426	0.739577065	0.84531542	0.42144669	1.10015339	1.189430679
ENSMUSG00000001248	Gramd1a	-1.059483122	-1.360580683	-0.851046326	-0.75813394	-0.44832967	-0.783904857	-0.744386888	-0.838271098	-1.472021317	-1.156809498	0.996192805	0.641808322	1.103336958	0.865971556	1.048778596	1.015533597	0.928672977	1.107246293	0.870835727	0.894590567
ENSMUSG00000001249	Hpn	0.173684211	-0.797021697	-0.512303931	-1.296326672	-0.544556182	-1.185670192	-0.537671341	-1.342815723	-1.866351121	-0.28561103	0.845945228	1.27190046	-0.392570433	0.987565229	0.994684029	0.479437294	1.176153702	0.522647316	1.035566995	1.27331386
ENSMUSG00000001270	Ckb	-1.015957332	-0.630825683	-1.211310693	-0.64439737	-0.916529259	-0.503807672	-1.090933953	-0.460253971	-1.121732817	-1.415366555	1.157159298	0.166628068	0.207399066	0.809273332	0.697315028	1.527621723	0.956064367	1.037344794	1.381639943	1.070669686
ENSMUSG00000001288	Rarg	-1.102892912	-0.215272721	-0.478630437	0.324214015	-1.761372558	-0.710528378	-0.967060865	-1.400584259	-0.907829756	-0.5545526	0.604467361	-0.100289398	0.205361703	0.994186292	-0.199071709	1.71806638	0.764650707	1.210120928	1.27672417	1.300294039
ENSMUSG00000001348	Acp5	-1.000176931	-0.626936939	-1.096065313	-0.903803728	-1.120022457	-0.8641334	-0.962392253	-1.031780248	-0.742302955	-1.271210956	1.073382578	1.080081445	0.586405589	0.982388878	0.916815945	0.997240786	1.014383555	0.977586914	1.016933367	0.973606122
ENSMUSG00000001403	Ube2c	-0.084313685	-1.399155489	-1.049538627	-0.515901323	-1.316994097	0.51443964	-0.914846301	0.103241067	-0.608007302	-0.394887711	0.200237225	0.374496475	-0.914818619	0.11412081	0.415443564	0.709213162	1.293797167	-0.550879143	1.505070955	2.519282231
ENSMUSG00000001506	Col1a1	-0.734095114	-1.13731401	-2.410153022	-0.160048294	-0.14248328	0.286338005	-0.311648864	-1.549003005	-0.376632314	0.167885965	0.461946287	-0.463327883	0.809515212	-0.234047518	1.040022423	0.75531492	0.340687127	1.172827294	0.468564084	2.015651988
ENSMUSG00000001521	Tulp3	-0.830253813	-1.745710579	-0.226967908	-0.085033409	0.451019585	-1.706807277	-1.604829871	-0.660561548	-1.298946431	-0.287706568	1.267480501	0.741862233	0.250915996	0.971864159	0.504582165	1.159002166	0.810125784	1.067758099	0.596597838	0.625608878
ENSMUSG00000001542	Ell2	-0.38310944	-1.595083505	-1.440390704	-1.704350409	-0.903827981	-0.996316461	-0.136913538	-0.263488831	-0.165687917	0.086313836	0.914281645	1.322595905	-0.691863915	0.983386595	0.833807737	0.623454543	1.132935177	-0.056813628	1.131754172	1.309316719
ENSMUSG00000001666	Ddt	-1.164359583	-1.54240789	-0.726310727	-1.344792787	-0.715521283	-0.434104183	-0.800844061	-0.237871495	-0.38647762	-1.229548616	1.213896463	1.836013828	0.133992942	0.803424491	1.056951198	1.298965828	0.817228761	0.163014581	0.441376758	0.817373397
ENSMUSG00000001700	Gramd3	-1.111473507	0.608884854	-0.277619059	-1.317976892	-0.114419322	-1.946001601	-1.548578451	-0.529808136	-0.835122377	-0.156600618	1.571804326	-0.291826262	1.259850526	0.849052683	0.320660889	0.850978747	0.006283408	0.515083478	1.316697182	0.830130131
ENSMUSG00000001750	Tcirg1	-1.273271414	-0.393163626	-1.146381939	-0.927853985	-0.661584374	-0.489720153	-1.035818309	-1.131031817	-0.873366367	-1.474605876	1.047386435	0.841458366	0.989983977	0.81153997	0.897932215	1.023398468	0.808427991	1.305452032	0.923744784	0.757473622
ENSMUSG00000001751	Naglu	-0.795511306	-0.882925177	-0.665715237	-0.539456548	-0.887421989	-0.767413869	-0.538762645	-1.019744908	-1.352443219	-1.747344142	1.185384483	1.483140747	0.481109582	1.080777251	1.03983279	0.860773984	0.93592375	0.617046146	0.892454276	0.620296032
ENSMUSG00000001783	Rtcb	-0.577418195	-0.742652674	-1.349214441	-0.601616122	-0.962086998	-0.574629465	-0.533996929	-0.460782975	0.31685649	-0.965460252	1.046407382	0.880013811	-1.357483912	0.142796052	-0.290805219	1.725733181	1.926368937	0.096785335	1.019143597	1.262042396
ENSMUSG00000001918	Slc1a5	-0.429679129	-0.432244801	-0.338041741	-0.361417057	-0.355686719	-1.347761985	-0.798864907	-1.393120431	-0.977310559	-1.536554555	1.261199612	0.52729052	-0.577656846	0.631696686	0.221546129	1.274175166	1.506951058	0.343909205	1.473941894	1.307628459
ENSMUSG00000001942	Siae	0.030091724	0.151792645	-0.725634731	-0.116792348	-0.595002081	-1.094189014	-0.910397096	-0.327351678	-2.417166876	-1.558640259	0.959651734	0.295797539	0.976628682	0.147978049	0.043127246	0.821891068	1.05940828	0.703501233	1.535534178	1.019771704
ENSMUSG00000001995	Sipa1l2	-1.230781335	-0.933249653	-1.035130689	-1.107234663	-0.836692037	-1.42591874	-0.141459504	-0.917588245	-0.954410367	-0.343210533	1.017131479	-0.013054267	0.534704158	0.51652029	1.046194429	1.481817374	0.964461187	0.941276046	1.095231522	1.341393548
ENSMUSG00000002014	Ssr4	-0.67669549	-0.362360351	-1.234383016	-0.687382647	-1.391715088	-0.436186892	-0.454580539	-0.568232786	-0.790705705	-1.822533438	1.313176095	1.119170119	-0.10636329	0.420997365	0.513324684	1.095347896	1.617665851	0.291629397	1.35189123	0.807936605
ENSMUSG00000002015	Bcap31	-1.003133668	-0.927091636	-1.133689429	-1.032728562	-1.13654588	-0.906370549	-1.046726593	-0.89207504	-0.398782205	-1.084767054	1.066133828	1.2177359	0.558369358	0.910437406	1.129543102	0.841448894	0.884766208	1.049778948	0.974672655	0.929024317
ENSMUSG00000002068	Ccne1	0.362403034	-0.028806658	-0.731781705	-0.718666664	-1.044974703	0.015602061	-0.086372197	-1.483636056	-1.467700199	0.639452538	0.158560887	-0.401711773	-0.871307075	0.487041581	-0.317532185	2.131883848	1.127447264	-0.64668286	1.823116266	1.053664593
ENSMUSG00000002103	Acp2	-0.8672049	-0.552894304	-0.937681249	-0.924660148	-1.041547954	-1.077598382	-1.069876091	-0.673601417	-0.999535439	-1.263765385	1.135242334	1.600127092	0.539295535	1.128888392	0.922297707	1.085985626	0.952901596	0.570198793	0.783517112	0.689911081
ENSMUSG00000002204	Napsa	0.089981608	-0.810039553	-0.31208227	-0.802708426	-0.916968508	-0.47785431	-0.617132	-0.400010917	-0.218301386	-1.318926989	0.660595613	-0.443882838	-0.95290751	0.034437809	-0.644775787	1.973654662	1.615372527	0.163278986	1.671575244	1.706694044
ENSMUSG00000002250	Ppard	-0.876582928	-1.019767225	-1.195234029	-0.632350274	-0.74163032	-0.786304645	-0.367469712	-1.367556964	-1.113580075	-1.310217349	1.113697943	1.142638293	0.515849241	1.045564236	1.105634609	1.058317191	0.997047081	0.855108269	0.879867109	0.696969551
ENSMUSG00000002279	Lmf1	-1.419202948	-0.503671401	-0.007598071	-0.16517918	-1.856558296	0.523597995	0.780732278	-0.98668135	-1.90005091	-1.186509047	1.075757419	0.689486648	0.090492654	0.726130648	0.041081834	0.925016898	0.628062851	1.276656965	1.148303285	0.120131729
ENSMUSG00000002325	Irf9	-0.616731173	-0.581761866	-0.754006673	-0.812125926	-0.712295233	-0.84835628	-0.908527038	-1.537613222	-1.417359378	-1.11081523	1.012239573	1.462491024	0.320751302	1.002618461	0.77402877	1.098070795	0.89529849	0.813619493	1.028771168	0.891702944
ENSMUSG00000002365	Snx9	-1.106760166	-0.340758059	-1.834941396	-0.437444798	-1.305134936	-0.332990817	-1.439564669	-0.858397497	-0.17778244	-0.801526896	0.919671733	1.449986253	0.362016938	1.305361562	0.933888756	0.589251427	0.532891133	0.858641474	1.267217569	0.416374827
ENSMUSG00000002489	Tiam1	-0.617982912	-0.605804766	-0.036454239	-0.533753041	-0.403303069	-1.488913516	-0.85109598	-1.918543584	-1.44108491	-0.501779605	0.969971147	0.500726022	-0.081257294	0.974236644	0.633806214	1.346162105	1.173102965	0.485955621	1.260229803	1.135782393
ENSMUSG00000002728	Naa20	-0.745602949	-0.762085621	-0.88276647	-1.019750006	-1.115193737	0.298973553	-1.491078984	-1.070807159	0.081076406	-1.267593519	1.363319012	0.406945749	-0.473877121	0.798825489	0.632219788	1.468518571	1.218195396	0.426206735	1.480132067	0.654342801
ENSMUSG00000002731	Prkra	-1.026856285	-1.579758712	-0.634030793	-0.208241138	-0.879956644	-1.657528469	-0.125063152	-0.574381394	-0.221792641	-1.468621417	0.646954146	0.891287753	0.402161242	1.409222604	0.085494664	1.60336832	0.958859013	0.567840171	1.140865179	0.670177554
ENSMUSG00000002733	Plekha3	-0.1176347	-0.121746871	-1.24263956	-0.967060274	-1.548817886	-0.716015558	-1.641859715	-0.339140345	-0.018756361	-1.195874837	0.854091585	0.599585247	-0.414495996	1.504396862	0.714654223	0.826013744	0.431772058	0.529215276	1.59588842	1.268424688
ENSMUSG00000002871	Tpra1	-0.952434985	-1.130072271	-1.015780573	-0.926076395	-0.960879875	-1.150874101	-0.926763226	-1.422504215	-0.566508172	-0.21847017	1.144338582	0.981995043	1.108201796	0.535781723	0.921274007	1.055460431	0.628484305	1.508801835	0.54510187	0.84092439
ENSMUSG00000002881	Nab1	0.077761046	-1.782166093	-0.441272664	-1.326211398	-0.442707453	-0.86456578	-1.397312077	-0.258426853	-1.076068991	0.088991295	1.089400396	1.50318534	-0.248768273	1.461699424	0.746633147	0.165534865	1.004586763	-0.352595355	0.661088684	1.391213977
ENSMUSG00000002885	Adgre5	-0.818395777	0.729928431	-0.789983834	-0.371905451	-0.654358126	-0.215104207	-1.547059409	-1.286767627	-0.935795664	-0.937242474	0.560453296	-1.035736927	1.229278119	0.678744256	0.21817005	1.02598029	-0.019727049	1.963833419	1.16923865	1.036450036
ENSMUSG00000002983	Relb	-0.523533124	-1.066062976	-1.193775945	-1.007596662	-0.446017118	-1.060305679	-0.156264967	-0.336768727	-1.459541607	-1.609696405	1.051537024	1.194087548	0.038989789	0.944201502	1.185412681	0.935634588	0.934725444	0.574309649	1.168520825	0.83214416
ENSMUSG00000002985	Apoe	-0.906102719	-0.792734342	-0.831405937	-0.903323257	-0.689987035	-1.245607386	-1.052383602	-1.13856369	-0.92777218	-1.122987223	1.047693599	0.748119384	0.718617989	0.89649057	0.767735019	1.202064941	1.012355113	1.057209372	1.108238506	1.052342875
ENSMUSG00000002992	Apoc2	-1.054674172	-0.615494057	-0.434190425	-1.271191617	-0.812329718	-0.822528996	-0.579965721	-1.951313081	-0.860255996	-0.72805386	1.045493549	0.840728477	0.324780396	0.921758344	0.721710491	1.261529749	0.948761948	0.871502895	1.198451732	0.995280061
ENSMUSG00000003032	Klf4	-0.333255642	-0.426784932	-0.723621208	-1.208311106	-0.345490219	-0.623093832	-0.72962481	-1.389216714	-0.813383855	-0.037829539	1.145468727	0.147929688	-1.149783884	0.471873194	1.327587069	1.57378096	1.038344129	-0.759831834	1.031932264	1.803311543
ENSMUSG00000003062	Stard3nl	-0.557923798	-0.284248914	-0.741873293	-0.588792482	-1.556467822	-0.245730956	-0.776714582	-0.649667354	-0.041600027	-2.49395662	0.459687849	0.503451609	0.111394467	0.715080109	0.391321638	1.483690514	0.863328289	1.129627008	1.236611309	1.042783055
ENSMUSG00000003123	Lipe	-0.748907857	-0.900082094	-1.241794701	-0.890912822	-0.039212034	-0.006827558	-0.555489443	-1.545888052	-1.603164489	0.055110458	1.205309917	0.909989085	-0.680731621	0.889900186	0.068259595	1.209584966	0.911040441	0.935886251	1.805817418	0.222112355
ENSMUSG00000003134	Tbc1d8	-1.059274079	-0.87762089	-1.02052479	-0.636152052	-1.000001739	-0.437620885	-1.208547326	-1.491807966	-1.365939016	0.222179901	0.993646513	0.546134867	0.438200847	0.726896211	0.393865326	1.152852381	1.046841217	1.28999558	1.1867632	1.1001127
ENSMUSG00000003206	Ebi3	-1.1926312	-0.913924186	-0.6008251	-0.558708959	-0.490844816	-1.945169757	-0.658064145	-1.091375077	-0.91116842	-0.768871473	0.966580023	0.788864415	0.299538528	0.838179215	0.730966473	1.244793559	1.00982811	0.975566167	1.10744748	1.169819163
ENSMUSG00000003308	Keap1	0.077780726	-0.01645068	-1.116242433	-0.98720303	-1.081997616	-0.04266189	-1.120289111	-0.449358149	-1.240710101	-1.824233	1.120588758	1.699221212	-0.395854527	0.931948198	0.844998224	0.630749154	1.339691941	0.213475189	0.984498075	0.43204906
ENSMUSG00000003316	Glg1	-1.11331102	-0.603602247	-0.704830163	-1.004425509	-0.951228105	0.006290106	0.144857487	-0.768344631	-1.706106334	0.223007001	-0.338094143	-1.014061689	0.170771913	1.162921969	-0.023838035	1.498252653	1.579702265	0.898597883	1.502818915	1.040621684
ENSMUSG00000003352	Cacnb3	-0.174297666	0.05059765	-0.605003802	-0.470456322	-0.802564992	-2.080559874	-0.170907228	-2.080559874	0.37013308	-0.214319884	0.433645792	1.430248339	-0.080800732	1.314864764	0.221060546	1.415661996	1.346873584	-0.590991549	-0.127684967	0.81506114
ENSMUSG00000003382	Etv3	0.16032628	0.598667123	-0.265856519	-0.571950152	0.86883914	-0.888399546	-0.578671025	-0.914489388	-1.705950481	-1.920920226	0.874658559	-1.126338167	0.423799557	0.051440784	-0.218912797	1.961308062	0.567442891	1.106150549	0.79561396	0.783241397
ENSMUSG00000003402	Prkcsh	-0.798561387	-1.319153643	-2.10707694	-0.146630231	-1.479240479	0.064857185	-0.219052606	-0.336289983	-0.204557298	-1.411228886	0.927999014	1.409137111	-0.078995471	0.912013519	0.895077805	0.571468281	0.887397378	0.632757762	1.177003308	0.623075561
ENSMUSG00000003541	Ier3	-0.519128706	-0.559869215	-0.870393354	-0.873039208	-0.371109705	-1.709518808	-1.020555697	-0.975989262	-1.26169357	-1.030933453	0.829789636	0.346363856	1.392979846	0.892993644	0.828042016	1.169547429	0.669291664	1.101096172	1.020627527	0.941499189
ENSMUSG00000003546	Klc4	-0.954005191	-1.137100062	-1.0876373	-0.972970898	-0.967026794	-0.624380762	-0.585852338	-0.811561861	-0.675842149	-1.401715423	1.144176013	0.755237457	0.028066672	0.780194022	0.764939067	1.355063111	1.235202988	0.762807004	1.336002893	1.056403552
ENSMUSG00000003559	As3mt	-1.017932246	0.188565111	-0.228549093	-1.30543149	-0.714013551	-0.880685746	-0.682869021	-1.400232656	-0.056019738	-1.762285608	0.479835142	0.135137989	0.436841949	0.21063462	0.120626511	1.510800308	1.184210678	1.261026751	1.708125009	0.81221508
ENSMUSG00000003573	Homer3	-0.919015211	-0.588162568	-1.239235113	-0.930090645	-1.34518009	-0.979166902	-0.732269036	-0.782516999	-1.087830594	-0.793247221	1.137026964	1.035955805	0.441549612	1.228660093	0.791444793	1.27357115	0.862119697	0.759424919	1.319184732	0.547776611
ENSMUSG00000003746	Man1a	-0.95946779	-1.007877678	-0.666148068	-0.87828786	-0.545594414	-1.233568042	-0.885188358	-0.818514975	-1.195551263	-1.318445443	0.98893745	0.576728993	0.776240271	1.054061375	0.732305412	1.06362383	1.076000879	0.899793068	1.236513059	1.104439555
ENSMUSG00000003882	Il7r	-0.823486296	-0.717264489	-0.551989142	-0.958000068	-1.289993215	-1.342748292	-0.925392035	-1.098645919	-0.930327265	-0.882197713	1.026076457	0.684122713	0.653712753	0.918590207	0.729200991	1.199169255	1.037517351	1.103186077	1.131135716	1.037332915
ENSMUSG00000004070	Hmox2	-0.918336859	-0.170887166	-2.274456778	-1.04782928	-1.414919297	-0.669699961	-1.060383378	-0.23143884	0.713862503	-0.691703659	1.256163147	1.236113705	0.23870481	0.93134583	0.468546984	0.656865768	0.906996412	0.302822956	1.08516971	0.683063391
ENSMUSG00000004099	Dnmt1	-1.076207906	-0.587474155	-1.260408939	-0.872386969	-0.62772555	-0.451130687	-0.149819418	-1.323915156	-0.579276093	0.586133062	0.408878986	1.175542358	-1.569451286	0.533721458	0.264724867	0.879156122	1.830938406	0.142115394	1.352309927	1.324275581
ENSMUSG00000004113	Cacna1b	-0.55755944	-0.786381883	-0.785146972	-1.225151816	-1.21732895	0.427755706	-1.142202522	-0.093408534	-1.796005684	0.827749507	0.011921944	-0.317298842	0.159308598	1.612363867	-0.106483814	1.551540695	0.138203099	0.771184855	1.025581343	1.501358844
ENSMUSG00000004151	Etv1	-0.424447381	-0.959138133	-0.539020616	-0.559350019	-0.111344203	-1.748898726	-0.571669577	-1.285160614	-1.748898726	-0.822676853	0.816594186	0.14365094	0.93340701	1.103447805	0.622877244	1.060458774	1.055245765	0.962266336	1.169071003	0.903585786
ENSMUSG00000004207	Psap	-0.987688788	-0.780040495	-0.983828338	-0.973902231	-1.140835282	-0.762514251	-0.886825481	-1.088194286	-0.851044903	-1.16978776	1.074295833	0.987530702	0.55921613	0.910068538	0.793145237	1.166442883	1.041442365	1.125979436	1.043877648	0.922663042
ENSMUSG00000004267	Eno2	-0.62498957	-1.171888146	-1.171888146	-0.735382862	-0.916344167	-1.171888146	-1.171888146	-0.592776834	-1.171888146	-0.74000103	1.082383247	0.65880643	0.824344813	0.809967107	0.727411369	1.421196883	1.092413693	1.161454801	0.870050581	0.820906269
ENSMUSG00000004317	Clcn5	-0.856427579	-1.20988525	-0.676673516	-1.070238273	-1.510745978	0.006929332	-0.620038071	-0.83194269	-1.561371169	0.278794992	0.840201781	0.557871303	0.542402124	1.56568731	0.056262957	1.560523599	1.036955633	-0.119251911	0.92722868	1.083716725
ENSMUSG00000004460	Dnajb11	-0.658788677	-0.868928272	-2.226305727	-0.779225961	-1.403884634	1.281132991	0.082883662	-0.287591264	-0.306092605	-1.260789089	-0.005547617	0.014556832	0.709744207	0.88261641	0.005833151	0.45037522	0.72464924	0.863141248	1.734554634	1.04766625
ENSMUSG00000004552	Ctse	-0.806499617	-0.444666886	-0.313031475	-0.52071397	-0.879059596	-1.319313279	-0.819972193	-0.798642717	-0.781722391	-0.891015008	-0.028728015	-0.098729701	0.029989282	-0.284337665	0.069152228	1.653078176	1.567845095	1.48302294	1.585526952	1.59781784
