ensembl_gene_id	gene_name	SC01_T3_N_AMD_R1	SC02_T3_N_AMD_R2	SC03_T3_N_AMD_R3	SC04_T3_N_AMD_R4	SC01_T3_N_AMR_R1	SC02_T3_N_AMR_R2	SC03_T3_N_AMR_R3	SC04_T3_N_AMR_R4	SC06_T6_N_AMD_R1	SC07_T6_N_AMD_R2	SC08_T6_N_AMD_R3	SC09_T6_N_AMD_R4	SC10_T6_N_AMD_R5	SC06_T6_N_AMR_R1	SC07_T6_N_AMR_R2	SC08_T6_N_AMR_R3	SC09_T6_N_AMR_R4	SC10_T6_N_AMR_R5	SC11_T18_N_AMD_R1	SC12_T18_N_AMD_R2	SC13_T18_N_AMD_R3	SC14_T18_N_AMD_R4	SC15_T18_N_AMD_R5	SC11_T18_N_AMR_R1	SC12_T18_N_AMR_R2	SC13_T18_N_AMR_R3	SC14_T18_N_AMR_R4	SC15_T18_N_AMR_R5	SC16_T24_N_AMD_R1	SC17_T24_N_AMD_R2	SC18_T24_N_AMD_R3	SC19_T24_N_AMD_R4	SC16_T24_N_AMR_R1	SC17_T24_N_AMR_R2	SC18_T24_N_AMR_R3	SC19_T24_N_AMR_R4
ENSMUSG00000056737	Capg	0.032131998	-0.958869412	-0.534345964	-0.646984214	-0.059383964	-0.684794178	-0.197217823	0.071949038	-0.338943737	-0.684087756	-0.831951272	-1.056443001	-0.290247041	-0.583637799	-1.066315965	-1.898592285	-1.021925199	-0.03084795	1.631890122	1.042716443	2.202288056	2.285599287	1.170956396	0.130849518	-0.147779905	0.484077368	-0.312355313	0.727485406	0.783126244	2.318088885	-0.426444247	0.900496856	-0.246363884	-0.516716689	-0.429927164	-0.817480856
ENSMUSG00000056941	Commd7	-0.104059592	-0.190021344	-1.476971719	-1.003425587	0.335271107	-0.771305052	-1.807494923	-0.782411098	-1.795410634	0.451112597	-1.085070348	-0.571568788	-1.89812446	0.504662956	0.620693743	-0.117760175	0.287307453	-0.040872181	0.295233884	1.925265231	1.680298106	2.102255078	0.530633175	0.979191397	-0.085158912	0.142775886	0.234340354	0.674088767	-1.22405965	1.03129231	-0.886408439	0.630288331	0.124374911	0.570235903	-0.250724481	0.971526196
ENSMUSG00000056952	Tatdn2	-0.591010252	-0.481461917	-0.596826167	-0.534163932	0.301806994	-1.087392457	0.122080432	0.07043115	-0.566944118	-0.511043164	-2.089766623	-0.222005132	0.687306035	0.076194589	-1.141674314	-0.556425853	0.248405356	0.990655007	-1.57861386	0.252885344	-0.517175213	0.261664634	-1.106547239	-0.211934778	-1.240665446	0.867846169	0.489496137	-0.302335863	1.176010662	2.848451177	-0.221914523	2.170748832	1.127131716	1.09253975	-0.134460677	0.908707547
ENSMUSG00000057322	Rpl38	-1.341108266	-0.641838475	-0.762090047	-1.433810553	-0.620918878	-0.864350919	-0.646747768	-0.74369474	-0.753404558	-0.579335525	-1.23014784	-0.784220145	-0.589888191	-0.654724705	-0.472506233	-0.979643074	-0.357212528	-0.47875037	0.850890457	1.173432811	0.907387443	1.400704982	1.095291246	0.675137516	0.742473088	-0.011076042	-0.934927271	0.71592595	1.402944352	0.820364985	-1.179985466	0.696152478	2.186881966	1.972689638	0.811593961	0.608510721
ENSMUSG00000057388	Mrpl18	0.222443199	0.380399012	0.305703407	-1.050593553	0.386066277	-0.254916949	-1.274723827	-1.053244217	-0.929722835	-0.124499881	-1.478796033	-0.236502691	-0.580050652	0.409824654	-1.2808937	-0.857202611	-1.08500382	-0.47490171	0.851421415	1.072039087	1.544742911	0.292646884	2.586601588	0.805988913	-0.180196974	-1.528482773	-0.583405435	0.591568946	1.250160618	0.863998325	-0.009265726	2.163597282	-0.354279539	0.607962585	-1.011851306	0.013369131
ENSMUSG00000057411	Fam173a	-0.770817688	-1.131261518	0.403636136	-0.906159316	-0.20273165	-0.928107563	0.828782999	-1.060204634	-0.986238142	0.712694927	-1.647810446	-0.523065362	-0.804049704	-0.115153676	-0.554503086	-0.139023366	-0.441438463	-1.495918985	2.051210096	2.116194643	1.556086434	1.011588676	1.3367631	1.051046003	0.411597088	0.232685161	-1.344881854	0.60504936	-0.029611677	0.140565871	0.995350914	-0.724322405	-0.761967327	1.168008324	0.537463519	-0.591456389
ENSMUSG00000057531	Dtnbp1	-0.858184803	-0.95864396	-1.158641154	-0.624605535	-0.507762159	-1.942006707	-0.97555597	-0.165873998	-0.315018515	-0.292504196	-0.419241888	-0.260284401	-0.22176094	-0.167961952	-0.159829513	-0.420805948	-0.49578397	-0.353648422	0.556584831	0.433357703	-0.557558162	1.64726321	-1.263077682	0.222928269	-0.673734308	-0.439724545	0.241578688	0.919781544	0.071310671	2.440892431	0.249490905	2.565022592	1.384658133	1.761774061	-0.304986634	1.042552322
ENSMUSG00000057561	Eif1a	-0.752813101	-0.803816109	-1.546371244	-0.871055958	-0.746811485	-1.029437642	-0.764493596	-0.737679945	-0.357487695	-0.585472579	-0.335390761	-1.78281796	-0.898805923	-0.046151247	0.42902611	-0.153228151	-0.704507966	0.054339422	0.584296062	1.822965758	2.144731724	0.117750038	-0.97159855	0.224547388	-0.275410573	0.373461791	0.859264437	-0.102115963	-0.064458985	2.803063728	0.504350717	0.992792974	-0.381927875	1.284148805	0.80653675	0.910577606
ENSMUSG00000057666	Gapdh	-0.279857692	-0.471776608	-1.076083824	-0.607580653	-0.609694527	-0.248220247	-0.467907753	-0.57868432	-0.109819217	-1.074848354	-1.209769289	-0.787358361	-0.864128059	0.539913529	-0.287560091	-1.218633098	-0.108417419	-0.396268857	0.612768743	0.025910985	0.351904541	-0.406626112	0.501447991	0.256449021	0.095735232	0.283500022	-0.910434227	0.405343585	-0.180518927	2.318695408	-0.420495157	3.557694337	1.34916212	1.99810058	0.147247287	-0.12919059
ENSMUSG00000057789	Bak1	1.559110471	-0.226903206	0.415739134	-0.466906347	-0.116506493	-1.888173993	-0.043116351	-1.622285675	-0.689142133	-0.570562691	0.193476516	-0.972195902	0.427841898	-1.439808546	-1.165701426	-1.458255217	-0.372190852	-0.458278285	0.830144099	0.032685051	0.67815869	1.937705392	0.555554591	0.72402544	-1.215476735	1.149567687	0.994097424	-0.078308939	1.322993659	2.130360549	-0.449144647	0.823532695	0.195347353	0.589859521	-0.470158002	-0.857084732
ENSMUSG00000057841	Rpl32	-0.565261523	-0.353526851	-0.706222597	-1.200936846	-0.744420282	-0.556345726	-1.140666697	-0.190752655	-1.198903433	-1.006990268	-0.993628465	-1.054069489	-1.259179653	0.003518976	0.23853865	-0.727022381	-0.326817102	-0.630157049	1.13374175	0.920880338	1.382825934	0.548805303	2.146213144	0.526064135	0.43932534	-0.078690946	-1.004199778	1.017007501	1.687171233	0.366500142	-1.432681543	0.404600308	1.716613161	1.730629729	0.166180836	0.741856803
ENSMUSG00000057863	Rpl36	-0.943005287	-0.042357939	-0.692515772	-1.811761789	-0.497346076	-0.145871605	-0.532198988	-0.160512483	-0.660726985	-0.610089581	-0.672644596	-1.913491508	-1.984642229	-0.249827288	-0.113729363	-0.281493419	-0.23208631	-0.222868354	0.299222504	1.23533405	1.486678087	0.86274617	1.709592621	0.786573151	0.705993214	0.596008012	-0.432084288	0.691759012	1.129714222	-0.244402441	-1.836196958	0.239061925	1.410626399	1.824402329	0.86130442	0.440837143
ENSMUSG00000058076	Sdhc	-0.556249693	-0.392062814	-0.297552658	-0.221847115	-0.391038351	-0.570865611	-1.841545915	-0.884928485	-0.526560952	0.158236806	-0.295938548	-0.923463551	-1.720982569	0.856571317	-0.499278206	-1.68759702	-0.758761453	-0.546160954	2.739498284	0.894761072	1.154923969	0.849812988	0.353335873	1.254601307	-0.482624259	-0.334896766	0.048299285	0.663662902	0.520060215	0.968696449	-1.324276411	1.599067481	-0.038760526	1.065658907	1.153855008	0.014349988
ENSMUSG00000058239	Usf2	-1.004127144	-1.601087206	-1.161147833	-0.331260145	-0.530823604	-2.042724306	-0.183404033	-0.973883217	0.256201025	0.303591391	0.009392534	-0.171533931	-0.386375765	-0.089742734	-0.500036508	-0.638605692	-0.680434256	-1.128880994	1.72320847	2.122533672	1.376230608	1.546138512	0.171599388	0.320913763	9.87E-05	-0.769029065	-0.602056452	0.230766014	0.908282085	1.329171551	1.399401561	1.311856021	1.015215117	-1.259612723	-0.041370679	0.071535891
ENSMUSG00000058258	Idi1	0.488361683	0.433932806	0.046415489	0.651119124	-1.04870886	-0.72334812	-1.349155042	-0.549760511	-0.894215735	-0.025262	-0.183413984	0.319869342	0.594354552	-1.807632127	-1.375181872	-1.112901628	-1.358437559	-0.965524838	0.884837536	1.676365288	2.650500678	0.846744064	0.570009844	-0.533815077	0.82163266	0.82123162	-0.026639531	-0.894640274	0.877607333	1.840249674	-0.263238788	0.595115162	0.146597683	0.286635651	-0.473461409	-0.966242836
ENSMUSG00000058267	Mrps14	-0.847205456	0.189472065	-1.119790101	-1.253405504	-0.783375891	0.787379669	-1.726041109	-0.357878492	0.761152186	-1.604055746	-1.38274354	-0.514367561	-0.410571227	-1.102459202	-1.394083877	-0.951297262	-0.429448632	-0.662776826	0.601133447	0.884186811	1.484551434	0.673162359	0.899472592	1.301309708	0.511882827	0.572671351	0.66162408	-0.074239085	-0.742705149	0.462617365	-0.485014545	1.93624091	0.817053065	1.660956793	0.966757991	0.669834553
ENSMUSG00000058317	Ube2e2	-0.64423641	-0.340287684	-0.114681321	-0.378446243	-1.454084492	-1.001391593	-0.378851907	-1.454084492	-1.454084492	-0.966615873	0.396736806	-0.661554107	1.008650271	-1.454084492	-0.682040642	-1.454084492	-1.014920113	-1.454084492	0.300923666	0.311472409	0.914825711	1.09104609	-0.140942962	1.1193456	1.375329605	-0.176368141	1.095204339	0.022109412	0.723324697	1.788321555	-0.025268596	0.446426451	1.599252919	0.878446081	0.769843152	1.408853776
ENSMUSG00000058351	Smim4	0.407167449	-0.663000975	-1.695575129	-2.673904111	-0.740985895	-1.097718319	-0.813487877	-0.285970573	-0.737528445	-0.360808636	-1.128649635	0.148511968	0.010396843	-0.524280737	-0.332197508	-0.276635662	-0.297430707	-0.26578115	0.455528402	0.405251311	0.952932642	1.79900237	0.327368161	0.296219166	1.028160435	0.982188121	0.653444389	-0.123286959	2.314462692	1.788662386	-1.398715912	0.171868066	1.177816556	0.263910801	-0.083620435	0.316686907
ENSMUSG00000058392	Rrp1b	1.475554859	0.75670139	0.805031487	0.671305875	-0.030096862	0.362595849	-0.290856767	-0.935810495	-0.118766509	0.5765415	-0.80158956	1.06616515	-1.420741528	-0.983765433	-0.076242896	-2.45972765	-2.066971611	-1.341018167	-0.68729656	-0.095477279	0.401477361	0.609950525	0.00423536	-0.965383719	-0.012304043	-0.27945152	0.359933216	0.285909886	0.185278324	2.507156043	1.341616252	0.656576185	0.039871661	1.056958528	-0.905005072	0.307646222
ENSMUSG00000058435	Btnl4	-0.763897362	-0.343965268	-0.763897362	0.147446672	-0.763897362	-0.380349294	-0.763897362	-0.763897362	-0.763897362	-0.763897362	-0.763897362	-0.763897362	-0.763897362	0.132513542	-0.763897362	-0.366615744	-0.763897362	-0.388314845	-0.763897362	-0.763897362	-0.337093065	0.201628954	-0.352555535	0.568355735	0.329199441	1.471681924	0.635934474	-0.763897362	0.310713602	2.986587359	0.013196937	1.49173627	0.827114591	3.043739013	0.496849808	0.970655858
ENSMUSG00000058454	Dhcr7	-0.146927683	0.364901526	-0.712344019	0.13651884	-0.95724947	-1.827730398	-0.324824581	-1.444528448	-0.979457303	-0.235519392	-0.810041046	-0.555235646	-0.51960599	-0.812573542	-0.940541794	-1.155441156	-0.843653325	-0.891955165	-0.206844351	0.857461361	0.832027939	-0.292778326	-0.259864813	1.273278597	0.758913876	0.928302676	1.010946811	1.096359183	0.45632297	2.049612761	-1.48068485	1.638197742	1.24718101	1.719510935	0.536100558	0.492164513
ENSMUSG00000058546	Rpl23a	-1.108351478	-1.056666715	-0.412886396	-0.291545296	-0.108267978	-0.664583285	-1.475892421	-0.681145102	-1.237850034	-1.135134153	-1.327069188	0.012642101	-0.964587978	-0.007432196	-0.655458849	-0.664484362	-0.860633276	-0.69583705	0.833685248	1.252798778	1.179009856	0.383309771	1.057051799	1.031844154	0.183339792	0.494548955	-0.20973065	0.772012346	1.722171345	0.417745852	-1.585793031	1.02454955	1.987208687	1.911069468	0.216546929	0.663814808
ENSMUSG00000058558	Rpl5	-0.523608456	-0.692475536	-0.54561817	-1.571592422	-0.332025176	0.142672968	-0.865656206	-0.089076869	-0.931754378	-0.875575777	-0.663007068	-0.809970102	-1.451442893	-0.624748633	0.180885535	-0.768499435	-0.012665729	-0.544090304	1.137237203	0.910180708	1.102556454	0.630676127	0.949704368	1.513548455	0.18655966	-0.33461964	-0.957689801	0.37818552	1.511631758	1.231356283	-2.070747107	0.212921669	1.983496455	2.001118188	0.122300695	0.469831655
ENSMUSG00000058600	Rpl30	-1.000977147	-1.029707385	-0.773086001	-1.213655586	-0.47054302	-1.076181193	-1.649823671	-0.355451806	-1.316264368	-0.341959606	-1.077702476	-0.141650252	-0.768026749	0.204806392	-0.405499215	-0.480471269	-0.815153605	-0.832794278	1.034035036	0.785415566	0.836856526	0.362869432	1.464640658	0.998475824	1.062752855	-0.400139298	-0.922538558	1.017126623	1.577596646	0.614560717	-0.947349274	1.215884959	1.6380446	1.795963251	0.356569664	1.053376007
ENSMUSG00000058715	Fcer1g	-0.89042957	-1.133600334	-0.883941588	-0.894803853	-0.386035769	-0.49155086	-0.833780951	-0.543825694	-1.618239776	-0.720062877	-0.841999885	-0.493976694	-1.344287454	0.157094729	-1.343668677	-0.954693075	-0.750687451	-1.086811011	0.946836456	0.936235159	1.088825403	1.178853094	0.889654126	1.19799515	0.180147067	-0.315183778	0.189140341	0.668484184	0.778081235	1.624995581	-0.714717429	1.709271941	1.412617769	1.253360648	1.213879757	0.816824084
ENSMUSG00000058818	Pirb	-1.363868778	-1.986965129	0.479006553	-0.91129594	-0.765394708	-1.033642865	0.597657703	-0.344595895	-0.784216598	0.005874549	-0.183363871	-0.392857585	0.284938249	0.222904623	-0.528305899	-0.267485568	-0.507180828	0.03402779	0.733208974	-0.014463047	1.643840457	1.672899826	0.160902469	-0.235594266	-0.735662624	1.187727739	0.986719729	-0.819656243	0.112666926	2.631335902	0.693406306	2.137543263	-0.782068051	-0.727367869	0.068033697	-1.26870899
ENSMUSG00000059070	Rpl18	-0.671258705	0.491116674	-0.520316426	-0.831007055	-0.542316221	0.174511486	-0.33968827	-1.179207916	-1.303994432	-1.260143501	-0.5642177	-0.937402422	-1.330096807	-0.237010292	-0.312873222	-0.436705164	-0.638667891	-0.132369868	1.745570933	1.60813091	1.763253626	0.675090477	1.738786814	0.578902917	-0.594037089	0.25819876	-0.843666111	1.158397831	1.231456808	0.692003714	-2.039370404	-0.220628922	1.19357674	1.159958496	-0.203020524	0.669042756
ENSMUSG00000059183	Mtfmt	-0.995212149	-1.598168976	0.046112997	0.337525939	0.132760686	-0.333137119	-1.0482421	-1.411694613	0.152750817	-1.435159326	0.094350204	-0.297257195	-0.218044017	-0.68113744	-0.115302181	-2.419205089	-0.779454862	-0.672207306	1.674145775	0.157628023	0.748751147	0.660660794	1.999524099	0.668794547	0.679660858	1.272265998	-0.540688381	0.352943073	1.648143967	-0.055146309	-1.284341517	0.309022893	0.259691759	0.339342349	1.57850538	0.771817274
ENSMUSG00000059291	Rpl11	-0.937565557	0.005557466	-0.9801747	-0.746215861	-0.020163448	-0.44193016	-1.37072194	-0.501657297	-1.087663481	-0.996628971	-0.702209739	-0.435454381	-1.458690547	0.410549867	-0.442806433	-1.329014928	-0.588499153	-0.656866762	1.0320354	1.377619792	0.683182491	0.953755485	1.440886641	0.157146403	0.498712519	-0.200481014	-1.356487218	0.826793628	1.945593942	1.120081476	-1.275448076	1.377492731	0.940394943	1.66559872	0.153870862	0.939407298
ENSMUSG00000059325	Hopx	-1.415867076	-0.673178033	-0.449786016	-0.128587356	-1.167446873	-1.035460597	-2.050042975	-0.784529221	-0.780393324	-0.494083674	0.129154775	-0.278563268	-0.027725285	0.332308117	-1.583004527	-0.004002407	-1.61745137	-0.057178111	-0.586351162	0.870766851	0.930216117	0.883877972	-0.387059054	-0.210777001	0.438228781	0.322696791	0.293071956	0.107025824	1.444027858	2.875944067	1.157535197	1.222354699	0.175388055	1.006922629	1.021926964	0.520040678
ENSMUSG00000059479	B3gnt8	-0.796307781	-1.42253598	-0.311758393	0.126340454	0.492698344	0.626794435	-0.73836784	-1.495641807	-1.814132422	-1.005544407	-0.049012843	-1.478801672	-0.386214243	-0.502954205	-1.680756125	0.318103964	-1.264382798	0.111326706	1.048617813	-0.799241974	0.610122425	-0.983866853	0.803224115	1.708958274	0.816962457	0.306312743	0.098293848	0.947836255	1.415667099	0.2642564	-0.358521046	1.246756922	1.870764482	0.987856134	0.698723239	0.58842428
ENSMUSG00000059498	Fcgr3	-0.958961109	-1.686438873	-1.544188276	-0.598949548	-1.110395366	-1.106158285	-1.354621208	-0.108950517	-1.238607043	-0.543941472	-0.996578605	-0.04871534	-0.775333355	-0.375899877	-0.865225591	-0.634191819	-0.69060605	-0.358264645	0.333027537	0.730907767	2.226886772	0.937907183	1.059476293	0.517157898	0.496695927	0.429148208	0.106458892	0.722546679	1.537832651	1.462233475	0.213186144	0.683467121	0.134761886	1.276840361	1.805446714	0.322045471
ENSMUSG00000059534	Uqcr10	-1.148079782	0.194135573	-1.305802522	-1.149090392	-0.352538216	0.458418767	-0.637313661	-0.631589925	-0.521280487	-1.159491144	-1.450332336	-0.708735806	0.45343932	0.129979243	0.692931873	-0.665568096	0.058818366	-0.385561562	0.809803201	1.333675153	1.73624513	1.831717446	1.539239853	-1.271165815	1.240449348	-0.235687982	-0.299132205	1.18707542	0.967392353	-0.672609276	-1.85711563	0.411266105	0.425421401	1.49798198	0.247762747	-0.76465844
ENSMUSG00000059588	Calcrl	-0.166396226	-0.942203954	-1.975789728	-0.734193915	-1.090266154	-1.160744412	-1.932151367	-1.291785014	0.276765765	1.363684681	1.228127069	-0.298478092	-0.587173485	-0.431956698	0.115856407	0.234874406	-0.725846348	0.008625678	-0.179151955	-0.287945231	0.498589806	-0.158733209	-0.96639554	0.418155457	0.35074504	0.105312536	0.581347389	0.310839563	0.102277594	0.132028775	1.425407261	-0.696861169	0.589672083	2.455739478	2.012132803	1.415890705
ENSMUSG00000059689	Zfp637	0.206637978	-1.505455503	-0.982558535	-0.350186937	-0.59517107	0.022858098	-1.008782202	-1.947374607	-2.076572472	-0.674319696	-0.087975211	-1.171702237	-1.290618987	1.152870476	0.468605925	-1.343840503	-0.7232949	0.289195117	0.82846145	0.33836163	0.720674059	1.181602019	1.412348067	2.417975137	0.086158638	0.542261377	0.611310856	0.108463781	0.020880316	0.309252133	0.074416292	0.256271597	0.207824758	1.676616513	0.581635101	0.243171543
ENSMUSG00000059714	Flot1	-0.921699016	-0.411153143	-0.682947345	-0.415039246	-1.169440036	-0.932750703	-0.565568177	-1.319023216	-0.019086564	0.260015733	-0.987922333	0.052518773	0.034951752	-0.204584193	-0.437766519	-1.704800657	-0.941793268	-0.435832234	0.266096008	0.772202811	0.465727614	1.247860885	0.164822905	0.478786262	0.220817368	-0.911658384	0.117363455	-0.346065184	0.962784147	3.422416488	-0.483202788	2.400552446	0.814258088	0.012898129	0.764006238	0.432253907
ENSMUSG00000059743	Fdps	0.042438033	-0.091180069	-0.458013211	-0.148620456	-1.28619784	-1.162304388	-1.154164623	-1.0971427	-1.018551653	-0.382866253	0.023562711	-0.142230407	-0.234255225	-1.63473394	-0.881466667	-0.921525953	-1.461520854	-1.10684847	1.003112551	1.719898271	2.264945445	0.821443873	0.503942764	0.136844953	0.634482704	0.884318759	0.600111085	0.37486971	0.658181407	2.138640462	0.083732892	0.84531396	0.392285537	1.356253011	-0.643249433	-0.659505983
ENSMUSG00000059866	Tnip2	-0.404415183	-0.616116852	-0.019921783	-0.18001875	-0.948902443	-0.906075342	-0.840382522	-1.409850281	-0.600660228	0.443799667	0.625597244	0.457499312	0.362839994	-1.061574069	-0.120318304	-0.095486751	-1.05839793	-0.766083144	-0.32530805	1.026661481	1.520101067	1.415177854	0.408371055	-0.578920464	0.916275349	0.766584177	-0.072901272	-1.186152133	0.698473762	2.211925104	1.187004189	1.448407339	-0.025362207	-2.803970817	-0.011919948	0.544020877
ENSMUSG00000060036	Rpl3	-0.268960919	0.066087891	-0.740225103	-0.827931232	-0.069894769	-0.185167495	-1.308562236	0.001209998	-1.411297245	-0.585070232	-1.11122011	-0.259551267	-1.336896778	-0.632491961	-0.746070488	-0.817382899	-0.720877148	-0.717198586	0.871348165	1.381906692	1.215244711	0.361665491	0.965129517	0.349624522	5.31E-05	-0.699254517	-1.053251701	0.575482007	2.077421582	1.932628619	-1.224650196	1.043617525	1.453341582	1.630015776	-0.265669935	1.056847686
ENSMUSG00000060073	Psma3	-0.336606256	-0.594285228	-0.316238119	-0.169250978	-0.44493903	0.019544254	-0.710580941	-0.224316162	-0.892458313	-2.081574184	-0.991293181	0.321675175	-0.360766662	-0.756760386	-0.834914428	-1.659268872	-0.575472365	-0.333141755	1.122857422	0.877993717	1.373716564	2.063387822	1.026330579	0.692904882	-0.312184827	-0.098542406	-0.669617279	0.256389206	0.851235787	2.181786173	-1.283071053	1.509675168	0.674534211	1.453334113	-0.727472698	-0.05260995
ENSMUSG00000060126	Tpt1	-1.096248642	-0.666723783	-0.352652348	-1.128029965	-0.35155658	-0.17660344	-0.491727499	0.036840225	-0.75709808	-0.192763196	-0.319280288	-0.31938418	-0.561213687	-0.569286818	-0.586543864	-1.129552441	-0.677411422	-0.657008797	1.38361559	1.314092209	2.082179568	1.110175812	2.03275483	0.219142569	-0.371323375	-1.16314849	-1.459235301	-0.056122336	2.187217496	0.73771926	-0.631995698	0.764242639	0.962681866	1.665235746	-0.025694852	-0.755292731
ENSMUSG00000060397	Zfp128	-0.954747111	-0.619797236	-0.97025691	-1.035957537	-0.325785911	-0.094522866	-0.76487443	-0.483148221	-1.098487138	-0.346530452	-1.446852778	-0.770481047	-1.628429955	0.055645696	-0.951417595	-0.474219848	-1.012319756	-0.364326333	0.971345786	0.785693828	1.290092195	-0.118628469	1.341243334	1.315454914	1.038558881	0.491596332	1.329053109	2.332618083	0.819665722	-0.816731838	-0.052176004	0.008998035	2.241021769	0.227205359	-0.1650637	0.246562092
ENSMUSG00000060538	Tmem219	-1.738092065	-0.962377095	0.063617177	-2.130263901	-0.124438629	0.277064766	-0.218442602	0.584711951	-0.144499313	-1.236460931	-0.404860275	-1.093998586	0.521780557	-0.289666918	-0.468204637	-1.094074672	-0.172228944	-0.807860527	1.169279076	0.426698184	0.263555483	1.227143541	1.283499319	0.390840832	1.829004203	0.244054587	-0.332565475	0.240034192	1.220063782	-0.2050497	-2.53393985	0.70876117	1.402730205	0.434692478	0.550137659	1.119354958
ENSMUSG00000060591	Ifitm2	-0.12901705	-0.287463731	0.670649045	0.191841181	-2.392832826	-1.708865503	-0.354898955	-1.273632934	-0.959836733	0.163818243	-0.371437274	0.068211395	-0.008125447	-0.752459597	-0.840293467	-1.023872465	-1.591833716	-0.536923814	0.539407079	0.861099706	1.554146172	1.029306175	0.369888525	-0.297621006	-0.666417103	-0.890419451	0.159182641	0.164426217	1.212946132	2.036989741	0.931929226	1.92908285	0.052604978	0.797319077	0.686005163	0.667097525
ENSMUSG00000060601	Nr1h2	-0.862283489	-0.200156781	-2.306462688	-1.189034161	-1.115225849	-0.73015962	-0.499979766	-0.415148347	0.503154428	0.430811318	-0.980216961	-0.023713535	-0.713128714	0.840949805	0.456256429	1.200014745	0.443471664	0.373654933	-0.933066187	-0.93030576	-0.605515913	-0.799671811	1.185889167	-0.441568658	0.651479974	-0.801437548	-0.100040845	-0.320409015	2.054134595	1.30065665	1.636634048	0.321298709	1.700881363	1.636504386	0.164086967	-0.932353534
ENSMUSG00000060636	Rpl35a	-1.052802342	-0.072164765	-0.355840334	-1.093816778	-0.161747314	-0.039193868	-0.759357821	-0.381958698	-0.304433564	-0.943124345	-0.578861819	-1.08547388	-1.428702091	0.950062619	0.37722834	0.066813405	-0.718898576	-0.608513982	0.77571867	1.012830893	1.698750272	0.87803057	1.148717653	0.0667119	0.603724852	-0.462412659	-0.900382101	0.362926359	1.101872515	-0.218016774	-2.48942793	-0.396429974	1.850899978	2.223896533	-0.160917353	1.09429241
ENSMUSG00000060703	Cd302	-1.218626948	-1.077760432	-1.63959375	-1.531254121	-0.034870728	-0.068002308	-1.060644799	-0.060110219	-0.767078998	-0.37670424	-0.503523604	-0.712632236	-1.201017043	0.728330567	0.297544717	-0.560937014	-0.900183337	-0.067157111	0.666194102	0.528722937	1.0653718	1.130594615	1.987797709	-0.307825607	-0.188871671	-1.563041165	-0.212188308	0.145650875	1.424548079	1.170203257	-0.733017291	1.942283781	1.445028059	0.402039869	0.696499006	1.154231557
ENSMUSG00000060743	H3f3a	0.230167417	0.827422009	0.958981976	-1.483096137	-1.010191531	-0.078528552	-0.944317396	-0.324293734	-0.612186122	-0.137714546	-0.015874499	-1.011635849	-1.472629907	0.54335303	-0.347191346	-0.422712516	-0.752666533	-1.048162153	0.925501277	0.597014758	0.538115535	1.139718362	0.889903267	-1.122302151	-1.44335712	-0.457965924	-1.703674083	0.340424588	0.739365674	1.171083262	-1.045307918	0.725885676	0.630227292	2.122795538	1.579139437	1.47470892
ENSMUSG00000060802	B2m	-0.720893745	-0.770901537	-0.624080151	-0.517672828	-0.922242129	-0.798496866	-0.603451165	-0.791111914	-0.404352308	-0.476503355	-0.281079799	-0.250166902	-0.020137825	-0.36123417	-1.180973295	-0.916179667	-0.826017557	-0.518658947	0.285105428	0.256515689	0.606649478	1.041850681	0.144523892	-0.040621713	-0.076796622	-0.408772102	0.080216072	-0.000326679	0.613489983	3.741192835	0.376078906	0.757329033	0.384882776	3.133599386	0.186079079	-0.096841964
ENSMUSG00000060938	Rpl26	-1.516506597	-0.938346304	-1.108714234	-1.505404187	-0.325439719	-0.879238652	-0.902931127	-0.575088175	-1.003739852	-1.004471205	-1.040874503	-1.024598183	-0.778424413	0.330724519	-0.005560755	-0.535770066	-0.084907984	-0.297155461	1.176394794	0.787887462	1.767132773	0.386225027	1.935153361	1.058361388	0.106910951	0.285669135	-0.628190734	1.347196668	1.30740625	0.528609779	-1.155210826	0.461370314	1.506136649	1.588770352	0.307301327	0.429322227
ENSMUSG00000061024	Rrs1	-0.75227067	-0.01823075	-1.162838284	-0.727632677	0.866695331	0.01671062	-1.559047947	-0.215529244	-0.357381971	-1.934073145	-2.966659987	-1.811172778	0.737352487	0.586536933	0.349446934	-0.141471553	0.205410585	-0.357078053	0.653765318	1.042864312	0.14480556	-0.262234316	-1.409024315	0.367842543	0.202594571	1.050679425	1.057437489	-0.249534215	0.493275564	1.00056593	0.506830145	1.190432417	1.108970432	0.891883324	0.978411412	0.471668575
ENSMUSG00000061315	Naca	-0.921043924	-0.750662163	-0.681107075	-1.326059534	0.453019785	-0.84171141	-0.84376692	-0.083622937	-0.739136432	-0.903449346	-0.765041117	-0.918525378	-1.400957598	0.133639546	0.271542069	-0.148061188	-0.426477067	-0.540004631	1.715211095	0.775751745	0.863451809	0.778193092	1.410715167	1.083024228	0.153732876	-0.521447433	-1.139091426	1.332258041	1.673198366	-0.030445162	-1.836895529	1.651753661	1.658329484	1.113550623	-0.269534344	0.019669026
