ensembl_gene_id	gene_name	AM01_Y_N_R1	AM02_Y_N_R2	AM03_Y_N_R3	AM04_Y_N_R4	AM05_Y_N_R5	AM06_Y_G_R1	AM07_Y_G_R2	AM07_Y_G_R3	AM09_Y_G_R4	AM10_Y_G_R5	AM11_O_N_R1	AM12_O_N_R2	AM13_O_N_R3	AM14_O_N_R4	AM15_O_N_R5	AM16_O_G_R1	AM17_O_G_R2	AM17_O_G_R3	AM19_O_G_R4	AM20_O_G_R5
ENSMUSG00000032504	Pdcd6ip	-0.332949133	-1.076481644	0.281332775	-0.821956306	-0.112824877	1.039105199	1.195628649	0.038439906	-0.030292154	1.990486652	-1.856069366	-0.697409788	-0.975104497	-0.869666224	0.342365833	-1.093161234	0.526516985	1.473224602	-0.063654529	1.042469149
ENSMUSG00000032733	Snx33	0.067533936	-1.158455771	-2.026921558	-0.208727331	-0.799922627	1.182490723	0.670127742	-0.723296774	-0.553659548	-0.704563213	-0.17501133	-0.364977227	1.685904601	1.243703564	-0.476096035	0.970289646	0.623390946	1.315286453	0.635056745	-1.202152942
ENSMUSG00000033054	Npat	-2.488722991	-1.42410452	0.67138272	1.136374141	0.423038214	1.67811718	-0.649352062	0.059023261	-0.213760007	0.200241593	0.461041485	-0.771889852	0.922435175	0.662897835	0.639675485	-1.487403863	-0.230413118	-0.219305614	-0.189500019	0.820224958
ENSMUSG00000033209	Ttc28	-1.632201194	0.342250749	-0.086847833	-0.424536211	-1.194117845	-1.870441814	0.351065123	-0.538531367	-0.341483743	-0.932194243	0.188925196	1.375969099	0.618484915	1.343405709	2.015729139	0.624064467	-0.567565433	-0.360045117	0.762097034	0.325973369
ENSMUSG00000033417	Cacul1	-2.29966288	-1.551372376	-1.604092514	0.176610134	0.000747956	-0.184737163	-0.404144117	0.933423404	-0.077542909	1.03683478	-0.572317082	-0.430804056	1.062127514	1.190724951	0.608294277	0.403627782	1.231321918	0.95448346	0.221162932	-0.694686011
ENSMUSG00000033589	Reep4	-1.807820501	-1.370112136	-0.066404231	1.118480164	0.553316623	1.06591404	1.569256616	-0.182575618	0.856061593	0.438125368	0.408206888	0.291601094	1.324566425	-0.034642741	0.039321825	-0.726059224	-1.571322916	-0.418253028	-1.595163333	0.107503089
ENSMUSG00000033628	Pik3c3	-0.840397983	-1.742287751	0.322288208	-0.055774507	-0.011618942	0.50185259	0.584558676	1.756780287	0.022049631	2.675556241	-1.392754141	-1.04471366	-0.357267182	-0.493056748	0.553386151	-0.310193571	0.040351498	0.361008776	0.041807946	-0.611575521
ENSMUSG00000034563	Ccpg1	-0.20180419	-0.226087743	0.120058767	-0.494338264	-0.609951676	-0.237146442	1.523149907	-0.037053025	1.369232421	1.486015789	-1.45966427	-1.895983661	0.34739045	-0.238286926	1.175458612	-0.516768948	1.029299674	-1.716927446	0.082383929	0.501023041
ENSMUSG00000035048	Anapc13	-1.645754307	-0.380039857	0.167566771	-0.269509519	0.710138542	-0.74460807	-0.422342249	1.013136281	-0.974654494	1.347175993	2.311281859	0.727052458	0.553817705	0.987210406	0.185934311	-1.265287672	-1.197888691	0.020357168	-0.848089236	-0.275497397
ENSMUSG00000035342	Lzts2	-2.674618938	-1.983219201	-0.506834726	0.736874245	-0.509417571	0.582271243	0.590561087	-0.114335943	-1.051557892	0.906199693	0.350351614	-0.308254579	1.227920957	1.177428655	0.840755377	-0.242296056	0.199251841	0.447361989	0.001819822	0.329738384
ENSMUSG00000035390	Brsk1	-0.513891367	0.058004315	-0.02720223	-0.215677518	0.475037506	0.771957171	2.155565289	1.215064674	0.685821491	0.435691282	-1.231261467	-0.704840178	-0.154966603	0.691416221	-2.73932777	-0.357696678	0.519104991	0.065774626	-0.672266747	-0.456307008
ENSMUSG00000035437	Rabgap1	-1.257962675	-1.358364366	-1.239414219	0.114743934	-1.077119527	-1.641117544	1.270691749	0.761545401	0.133942028	1.236870814	0.447854136	-0.011310864	-1.034404237	0.47628331	0.190165609	0.495830386	2.132379734	-0.04816574	0.291090956	0.116461117
ENSMUSG00000035828	Pim3	-2.575910917	-0.640848789	-0.243218518	0.436996023	0.823291445	0.86933906	0.915791694	0.369555001	0.661549304	0.256828198	-1.139265647	-0.034250836	1.712700035	0.530272632	0.009741545	-1.315066862	0.669196173	0.210731366	-0.086105907	-1.431325
ENSMUSG00000036390	Gadd45a	-0.781242029	-0.513506033	-0.639338078	-2.026081336	-0.955566274	-1.190144782	0.442179593	0.211971815	-0.863119621	-0.630119842	0.412722238	0.345710482	2.673384071	0.507459581	0.817556465	0.302116826	0.790666978	0.722008603	0.525796105	-0.152454761
ENSMUSG00000036840	Siah1a	-0.083296101	-0.783010683	-0.48840603	-1.21411642	-2.092662128	0.415282674	-0.666677829	1.080937328	-1.001213743	0.203690958	0.111624244	0.421572628	-0.794491506	1.632021926	1.132674709	0.065039206	-0.50338685	1.601402319	-0.356696923	1.319712221
ENSMUSG00000036850	Mrpl41	-1.265476757	0.848242763	-1.402170912	0.589393132	0.166674448	-0.172172318	0.502042103	0.699864566	-0.936953497	1.574884303	1.261848233	-0.307112045	1.513342422	-0.570658175	0.510490694	1.054261771	-1.024516218	-0.679121308	-0.841388559	-1.521474645
ENSMUSG00000037098	Rab11fip3	-0.995515647	-0.315464703	-1.859770744	-0.946818968	0.324255484	0.403513984	0.694154536	0.307880037	1.558183131	-1.170839954	-1.910901952	0.15549327	0.963466021	0.738951236	0.667371673	-1.230649721	0.466256728	0.752714562	0.557262164	0.840458863
ENSMUSG00000038393	Txnip	-1.093828976	-1.453302203	-0.500892946	-0.11053292	-0.516967959	2.222920151	0.644961273	-0.924779996	-0.596024982	-0.016099591	-1.179143901	-0.143730159	2.423889903	0.50099615	0.791357119	-0.285983934	-0.104573509	-0.32948866	0.373892372	0.29733277
ENSMUSG00000038619	Ensa	0.290124297	-1.872747901	-0.695498369	-0.501655226	-0.241282415	2.042171917	0.646400399	0.780430162	0.418147268	1.211420054	-0.080057823	-1.302759617	-0.134587414	-0.124008364	0.373695158	-1.386793914	-0.000981039	-0.800299089	1.781169858	-0.402887942
ENSMUSG00000040102	Klhl42	-0.750862375	-1.541011154	-0.986048361	0.93096754	0.291678078	-1.350070205	-0.87186374	-1.098716387	0.552323012	0.550779041	0.147234647	0.942091027	1.309632571	1.628123339	0.054434464	-0.420849934	1.03938167	0.40965231	-1.577201416	0.740325876
ENSMUSG00000040599	Mis12	-0.626637986	-1.325020144	-0.141796095	0.007227092	-0.05721164	0.769766579	0.745787623	0.782178904	0.168817594	1.413439934	-0.646040155	-1.021644863	0.938256388	0.612585109	0.999975224	0.228881519	-0.066815191	0.140150063	-3.038836956	0.116937003
ENSMUSG00000040957	Cables1	-1.216794197	-0.334290643	-1.102513645	-1.570424782	0.592182161	0.404429621	-0.237610697	0.087635517	-1.105715836	1.312194492	0.748892736	-0.335018136	-0.636449498	0.676342063	1.42397888	-1.688111684	-0.188704394	1.358997021	1.271358137	0.539622884
ENSMUSG00000041997	Tlk1	-0.879267202	-0.454883685	-0.577920144	-0.637038694	-0.924473843	0.434932733	1.586424637	1.349673361	0.135603901	1.359411477	0.025745461	-0.072983009	-0.546554192	-0.466072341	-1.820409464	1.386247118	0.752243506	0.216307953	0.8482225	-1.715210072
ENSMUSG00000042303	Sgsm3	-1.398789453	0.47665591	-0.025652889	-0.0791621	-2.024642544	0.689696932	1.599930719	-0.967994342	0.479319571	-0.035452613	2.063777542	0.033541758	-0.1363733	0.598232056	-1.790751549	-0.042785478	0.296472698	0.364576063	0.416247457	-0.516846439
ENSMUSG00000042417	Ccno	0.426686052	-0.187941988	-3.195265878	1.123810632	0.227552946	1.267318079	-0.074264648	0.72848953	0.017772919	0.755915747	0.017198983	-0.248980593	1.471115072	-0.101692798	-1.034310538	0.231015358	-0.461075024	-0.66793837	-0.638514173	0.343108693
ENSMUSG00000042903	Foxo4	-1.616462508	-0.502723464	-0.021874866	0.110278032	0.72376935	-0.659977946	-0.153009283	0.709611952	-1.010772687	-0.340858226	-1.934659445	-0.585171909	0.360142592	1.135885103	2.065212892	-0.477979604	0.724036964	-0.658043606	1.43193729	0.70065937
ENSMUSG00000044147	Arf6	-0.346648112	-0.889620516	-0.233878806	-0.65505466	0.037162578	-0.002593566	0.343648468	2.050382295	0.583402531	1.135314589	0.826105575	-0.545740324	-0.777003337	1.746885581	0.995493329	-1.694413814	-0.085294049	-0.42300507	-1.6788995	-0.386243192
ENSMUSG00000044303	Cdkn2a	-1.232032492	-1.278418142	-1.747924695	-0.849424476	-0.821654653	-0.50129961	-0.682893866	-0.938382811	-0.359959431	-0.638476745	0.390815907	0.43059412	0.975960766	1.023741924	0.557504595	0.944406282	1.472738736	1.009273651	1.050430227	1.195000714
ENSMUSG00000044641	Pard6b	0.277511885	0.979805844	-0.889286357	-0.798169043	0.256565673	0.777544518	1.942142041	-0.492045706	0.353089192	0.922907077	-1.893288715	-0.342024019	1.035818332	0.223395147	-0.325432714	-1.070455179	0.018433394	-2.046374864	0.672383373	0.397480121
ENSMUSG00000046707	Csnk2a2	0.34721131	-0.545797462	1.872371406	-1.348671703	-0.013076865	-0.716382364	0.815398477	1.147590434	-1.667864077	1.07718817	-1.248623977	1.165825884	0.462274906	0.136986609	-0.639233771	-1.260161491	-0.087961096	1.046199923	-0.731199076	0.187924763
ENSMUSG00000049680	Urgcp	-1.380379225	-1.214109804	-0.647260295	0.395767939	-0.57981895	-0.089173637	0.440703843	-0.126815622	-0.24652524	1.329312657	-0.810904316	-0.795740572	1.32675346	0.098935271	1.642090347	-2.003915107	0.35933967	0.117859801	0.666515444	1.517364337
ENSMUSG00000049717	Lig4	-0.087941347	0.350314918	0.196352616	1.135767121	0.132202959	0.80707622	-1.490669682	-0.684059262	-0.000720772	0.765521505	-2.190318042	-2.025747689	1.14210892	1.035466217	0.475893001	0.697893142	-0.246536536	-1.003050984	0.649259915	0.34118778
ENSMUSG00000050930	Map10	-1.560613072	-0.952022494	-0.376880377	-0.361892666	0.83419285	0.818196827	-1.511690603	0.18063634	0.345438505	1.92094302	-1.344416337	0.576060728	-0.621553495	0.639189149	-0.777013781	0.398205937	-0.450808708	0.341580784	-0.065278447	1.967725838
ENSMUSG00000052062	Pard3b	-1.117200066	-1.3240451	-1.272214782	-0.744500699	-1.09563553	-0.390008974	-1.214128472	-0.570899568	-0.633673452	-0.978284751	0.73963864	0.878043462	0.856956576	1.219096529	1.196011595	0.698177006	0.859625076	0.653899501	0.815512875	1.423630136
ENSMUSG00000052139	Babam2	1.037085864	-0.699361224	0.50235548	0.285398366	-1.872631328	-0.231848529	-1.197246533	1.67860481	-0.62373892	1.105827158	1.130669944	0.904281885	0.769194758	0.382892654	0.938464286	-0.29789025	-1.286187455	-0.593849955	-0.986800257	-0.945220755
ENSMUSG00000052525	Spdya	-2.268317064	0.54424086	-0.40090426	0.099341446	-0.367328936	0.609504288	0.768004956	0.327916251	1.294348394	-1.380878749	-1.876563247	0.49946967	0.530495432	1.047235635	1.089562605	0.237611444	0.589288719	0.443086153	-1.080960108	-0.705153489
ENSMUSG00000052934	Fbxo31	-0.533028911	-0.985407485	0.391127137	1.197058093	2.572144447	-1.22609141	0.704308708	0.295698813	-0.722579028	1.276718786	-0.57154592	-0.211867186	-0.627742653	0.068787827	0.475633284	-0.647948178	-1.08780809	-1.366159683	0.911204325	0.087497124
ENSMUSG00000053119	Chmp3	0.153632039	-1.199506907	0.680083589	-1.072598112	-1.999751777	-1.243284454	-0.574093946	1.202878471	-1.279328382	1.33541548	0.905615248	0.804431315	0.444742595	1.158538197	0.825366992	0.665376402	-0.553846559	-0.239046027	0.579251072	-0.593875234
ENSMUSG00000053333	Dis3l2	-1.119953713	-0.703431282	0.037688222	-1.566083278	-0.837573498	-1.307475354	0.873391208	1.85189383	-1.065023409	0.119725042	0.918979829	1.723001725	0.377789557	-0.188347761	-0.313729635	0.18729477	0.961081026	1.130658519	-0.799549714	-0.280336085
ENSMUSG00000055128	Cgrrf1	-0.694961262	-1.205628181	-1.524299422	-1.407245348	0.270748605	0.746518247	1.760191931	1.132359542	-1.450929345	0.274040318	1.045510824	0.707459621	1.1526874	-0.954465827	0.33714958	0.643503982	-1.024180264	-0.23174204	0.125114865	0.298166772
ENSMUSG00000056758	Hmga2	-0.187555068	0.554343384	-0.911184589	-2.30684822	0.389648107	1.58620301	-0.434025718	-0.235347444	1.127636923	0.165680371	-0.061557784	-0.429680243	1.024762781	-1.160520908	-0.951033564	-0.274558205	-0.651903297	0.735253356	0.082254011	1.938433095
ENSMUSG00000057469	E2f6	-0.902864048	-1.667174749	-0.965754826	0.37247881	-0.29633314	2.603577298	0.739919108	-0.161862679	0.800955326	0.499802622	0.353461472	0.414246937	-0.201166014	-0.854511465	-0.546817911	0.073178304	0.082760054	1.619257113	-1.175377384	-0.787774829
ENSMUSG00000059552	Trp53	-0.055334919	-0.045324123	0.810839154	-0.138552669	-1.088600727	0.640249994	0.05632412	0.875294372	0.238195504	0.59590244	0.341967463	-0.023894084	-0.90916987	1.269005183	2.328408058	-1.855488917	-0.023722963	-1.16314858	-1.652118449	-0.200830987
ENSMUSG00000061665	Cd2ap	0.111709499	-0.155808841	0.087716775	-1.047999572	-2.553736169	-0.841189133	0.124078627	-0.835691548	0.267792907	-0.00767459	1.696728996	0.278622575	1.392089567	1.185936502	-0.527041535	0.604206659	0.520854022	0.824684713	0.248006346	-1.373285801
ENSMUSG00000063065	Mapk3	-0.314338691	-0.770076515	1.268505346	-0.750833913	-1.123593038	0.684013737	-0.599367898	0.631596522	-0.717980423	2.139841851	1.475710265	0.328283695	1.31851922	0.202258594	-1.305998942	-0.289686179	-1.035926675	-0.922621164	0.503120908	-0.721426702
ENSMUSG00000066149	Cdc26	-0.18535992	0.068300058	-1.035606911	-0.773250956	1.812555805	1.797250718	0.375327778	0.35370473	-0.828865852	1.101668817	-0.325146878	-0.234488978	0.231150862	-0.580694833	0.374663675	-0.299129115	-2.133614081	0.109511313	-1.188379518	1.360403287
ENSMUSG00000066357	Wdr6	-0.824149925	0.090308284	-0.113841749	-0.725523423	-1.695824327	-1.235559335	-0.020918083	0.058338554	-1.044441469	0.069894755	1.79238443	1.443231288	1.073507427	1.532717162	0.052366937	1.44779173	-0.353014581	-0.121205027	-0.382057885	-1.044004762
ENSMUSG00000067787	Blcap	-2.122903754	-0.565968723	-0.511428213	-0.265008206	0.250265873	0.684254407	1.706463534	-0.701972693	-1.487494687	0.03952734	1.211311538	-1.819270365	-0.052894527	0.540493791	0.30086117	0.43552419	0.516503424	1.382828846	0.063761355	0.3951457
ENSMUSG00000068580	Zfyve19	0.288091998	-0.038498706	-0.695752117	-0.553473442	-2.201718638	0.998195236	0.197309193	1.201284047	1.589921715	0.85575884	-0.538857722	0.347262093	-0.223464474	-0.525218183	1.325347556	-1.405532922	-0.720234625	-1.054775866	1.198705466	-0.044349451
ENSMUSG00000071350	Setdb2	-0.276803077	-0.137895703	0.873582947	-1.45233311	-2.005157333	0.310017246	0.647190669	-0.81541493	-1.263121032	-0.734141305	0.444882538	0.745848239	-0.633825286	1.698283746	0.109356176	1.934061539	-0.147360558	0.70619829	-0.439795373	0.436426317
ENSMUSG00000073700	Klhl21	-2.503082823	0.384506239	1.553266011	-0.898284164	-0.072448589	-1.547178602	0.281278314	0.547537121	-0.638673774	1.329620943	-0.197245679	0.424293378	1.172289402	0.635294592	1.040132044	-0.08207235	0.030212162	-0.106060801	-1.123945999	-0.229437425
ENSMUSG00000073802	Cdkn2b	-0.529666585	-1.239242713	-0.862413639	-0.87122614	-1.669001487	-0.742788095	-1.14814534	-0.847897571	-0.579412098	-0.058617852	0.697723985	0.504450781	0.433750175	0.222445855	1.033301617	1.283472635	1.712275232	1.052746202	1.48968941	0.118555629
ENSMUSG00000079562	Maea	-0.804482343	-0.592308956	0.414138815	0.132851538	0.130406331	1.868062264	1.923399805	0.336707887	0.767532567	1.251928009	-1.287901293	-0.868477728	1.151726955	-0.445663666	0.035814998	-1.374995737	-0.262956137	-0.568741549	-0.412785144	-1.394256617
ENSMUSG00000090083	Rnf8	-0.614412107	1.474758339	0.761974815	-0.989410711	1.578529238	0.474628036	0.516039429	-1.448808246	-0.334996529	0.053416095	-0.235238025	-1.432096351	0.294632989	1.32855094	0.096820737	-1.963902811	-0.420715809	-0.280956447	1.263099164	-0.121912745
ENSMUSG00000092074	Dynlt1a	0.225993924	-1.369735833	0.055624831	-1.055676109	-1.45028936	1.177499349	-0.259248743	-0.609076767	0.056991842	-1.222309686	0.527192132	1.249264558	1.214537602	2.209041761	-0.936257703	0.126675857	0.140593919	-0.996158505	0.537298346	0.378038583
ENSMUSG00000095677	Dynlt1f	0.127776621	0.697703259	0.004301424	0.704027097	-1.887826733	1.084735445	0.709437732	0.341735287	0.136782463	-1.581592501	1.239664599	1.081214227	-0.096240196	0.550251791	-2.433441432	-0.313702812	0.729663232	-0.680543096	-0.232849383	-0.181097025
ENSMUSG00000000028	Cdc45	-0.228453944	-0.223611049	0.446040093	0.235702633	1.160363869	1.325380995	-0.666548358	1.510756876	1.901836448	-0.276880868	0.188965945	0.507539374	0.02943091	0.306077346	-0.333928703	-0.547054399	-1.358532897	-0.992530704	-2.212263859	-0.77228971
ENSMUSG00000000902	Smarcb1	1.614704442	1.098322491	-0.704138435	0.448422755	1.202976733	1.409699914	1.056496784	-0.78218666	0.003535644	0.900033802	-0.064718481	0.32714413	-0.590132837	-0.626078565	-0.52971783	0.135254676	-1.674756402	-1.663985816	-1.316571897	-0.244304447
ENSMUSG00000001034	Mapk7	1.180676433	1.393790543	0.732218676	-1.122436612	0.556662453	2.425505966	0.652856587	-1.240505097	0.416181121	0.379360421	-1.078613185	-1.150908477	0.091207727	-0.477870463	-0.481828715	-0.67917765	0.082224826	-1.077789853	-0.859683483	0.258128783
ENSMUSG00000001228	Uhrf1	0.700010744	-0.276624248	1.161531478	0.878504306	1.050606249	1.079272948	-0.183591157	0.845303219	1.637711686	-0.387031704	-0.068610623	0.41584421	-0.060983733	0.151674694	-0.433469429	-1.181111984	-1.044873578	-0.899590855	-2.416106002	-0.968466222
ENSMUSG00000001403	Ube2c	0.323802873	0.015891411	1.013724094	1.303268546	1.378185486	1.530210535	0.424522706	0.25940375	0.702758681	0.666638464	-0.09651268	-0.152005008	0.158742664	-0.26449028	-0.409953181	-0.690684344	-1.96094847	-1.477779808	-1.700022194	-1.024753245
ENSMUSG00000002055	Spag5	1.499339433	0.409414887	1.469693832	0.851135174	1.051048704	0.941690688	-0.010020698	0.297429563	0.923444773	-0.409186702	-0.061988486	0.044479592	0.220861477	-0.677134413	-0.45334448	-0.517575918	-2.526048332	-1.130319464	-1.191488179	-0.73143145
ENSMUSG00000002068	Ccne1	0.322895965	-0.525470534	0.350207288	0.925044016	1.19888516	1.986322525	0.570848485	-0.416935988	1.199701614	-0.272025629	0.943867373	0.117711377	-0.197643955	0.163783604	-0.056421726	-0.638873955	-1.30017717	-0.880522346	-2.135149395	-1.35604671
ENSMUSG00000002297	Dbf4	0.388566659	0.009708101	1.44985338	1.296700482	0.852746894	-0.221021396	-1.425872761	0.709385588	0.768278658	1.09905645	0.135481477	0.680086957	0.444411355	0.213230495	-0.534425897	-1.23659303	-1.391642163	-0.615940228	-2.222798268	-0.399212753
ENSMUSG00000002635	Pdcd2l	-0.813222331	-0.34429278	0.95559369	0.32105942	1.033741934	1.381395534	-0.746662612	1.303856624	-0.171655656	1.941064861	0.777412625	-0.8830648	0.182427389	-0.978387755	-0.48812463	-0.398651574	-1.6828197	-1.179643599	-0.8649114	0.654884758
ENSMUSG00000002835	Chaf1a	-0.191398258	-0.757513219	0.826499085	0.808664674	0.930510039	0.93414912	-0.510185307	1.349995745	1.632974749	-0.370685431	0.065703086	1.259425131	0.664860419	0.011006417	-0.478965968	-1.408045885	-1.178280067	-0.665970184	-1.660769018	-1.261975129
ENSMUSG00000002870	Mcm2	-0.334683061	-0.359577337	0.552192339	0.777161319	1.087791385	1.35591626	0.335494156	0.185098969	1.382755424	-0.527482105	0.771770043	0.841526293	0.77781549	-0.014257503	-0.142785019	-1.035897969	-0.818970622	-1.236490351	-2.438327838	-1.159049873
ENSMUSG00000003824	Syce2	0.881186676	0.342900185	1.52874126	0.209440243	0.230914068	1.137104298	0.262688925	0.380170836	0.893887446	0.4337123	-0.119196886	-1.764034856	0.606176799	0.15949069	-0.030215188	0.05031346	-2.259820587	-0.001946183	-1.137134233	-1.804379255
ENSMUSG00000004451	Ralb	1.41447746	0.104868624	0.430939896	-0.186677288	-0.118897492	2.212281478	-0.444452772	0.378013145	0.937311437	1.586403892	0.802724245	-1.15730311	-0.207746017	-0.459564178	-0.584751378	-0.807150168	-1.128323232	-1.328424653	-1.359127453	-0.084602433
ENSMUSG00000005233	Spc25	1.254786585	0.389850051	1.133574446	0.871698758	0.920120301	1.6694138	0.109987123	-0.309262055	1.016489517	0.0363072	0.361525359	-0.199121212	0.102244964	-0.355664675	-0.408084597	-0.593478613	-1.40906123	-1.859237981	-1.841639495	-0.89044825
ENSMUSG00000005410	Mcm5	0.393384362	-0.557507169	1.05754091	0.814910057	1.040536293	1.364557126	0.312457674	1.112342636	1.078937205	-0.596315511	-0.187140934	0.608184432	0.356071623	0.168721745	-0.460114165	-1.006732404	-0.647504206	-1.282985765	-2.38956715	-1.179776759
ENSMUSG00000006398	Cdc20	0.826058444	0.519210901	0.822830096	1.073662223	1.338569549	1.085830742	0.334946066	0.234416002	0.93682484	0.425808039	0.108375666	0.121001719	0.201752179	0.024365924	-0.927946069	-1.13488299	-1.988917431	-1.667453482	-1.581715268	-0.75273715
ENSMUSG00000006585	Cdt1	0.020912497	0.344910121	1.457619697	1.396437423	1.933449208	0.808749537	-0.498759795	-0.06741673	1.206046018	-0.217599252	-0.249808894	0.040414467	0.146013635	0.093391095	-1.001077403	-1.295095043	-1.174624625	-1.174146846	-1.768199779	-0.001215333
ENSMUSG00000006715	Gmnn	-0.167511518	0.328786034	0.545889312	0.651818573	0.97704437	1.874287191	0.457317495	1.308730382	0.780182319	0.937499984	-0.127787652	0.189858328	0.040259797	-0.736455083	-0.532566667	-1.148160999	-0.644043808	-1.517458947	-1.901593815	-1.316095296
ENSMUSG00000006728	Cdk4	0.217344961	-0.386522018	0.652621796	0.202844315	0.633509838	1.568908044	1.56555987	0.637609949	-0.021751444	1.175156498	0.112307965	-1.092022909	1.415966476	-1.539235918	-0.97011244	0.060155653	-1.327683975	-1.104114717	-1.132264193	-0.668277753
ENSMUSG00000007721	Ccdc124	0.12884579	-0.932721008	0.454594255	0.597838111	-0.047547133	1.464793838	-0.155762821	-0.910913439	-0.363224381	1.720283264	-0.046022764	1.269074148	2.198081353	-0.749355631	-0.637486839	-1.053087226	-0.205689764	-0.457380463	-1.357654739	-0.91666455
ENSMUSG00000007815	Rhoa	1.142882359	-0.418830569	1.069088056	1.25635677	0.399708876	0.412937869	-1.55671074	1.494563112	-0.743807996	2.201377444	0.371967022	-0.60180771	-0.379368822	-1.255087744	-0.523063795	-0.685615985	-0.969246396	-0.505541881	-0.348893925	-0.360905943
ENSMUSG00000008859	Rala	1.371961049	0.504705988	-1.126325435	-0.762358603	1.491696669	0.698045976	-0.961126528	0.491844666	-0.347398868	2.175635584	-0.293146258	0.895655579	-0.651088592	-0.989655971	0.510825338	-1.449423839	0.221804797	-1.056653098	-0.046864157	-0.678134294
ENSMUSG00000012429	Mplkip	1.426710308	1.001629705	0.50827067	0.315334061	1.270632729	-0.143302142	-0.781041936	-0.624459758	0.966607247	0.659325822	1.071022696	0.086008397	-0.306182621	-2.054512409	-0.9439378	0.539789827	-0.729799942	0.157511949	-2.065106598	-0.354500204
ENSMUSG00000012443	Kif11	1.211213883	-0.27673163	1.417905404	1.285020677	1.107382331	0.840283454	0.132023453	0.396620942	1.238481359	0.102977233	0.364119944	-0.40961824	0.081116181	-0.414860312	-0.447914233	-1.498918741	-1.541277224	-1.297709665	-1.662142171	-0.627972644
ENSMUSG00000014355	Anapc1	-0.003954096	0.179347012	0.313420263	0.878554256	1.208750602	0.182554891	0.19806061	1.883816066	1.910012572	-0.709244863	-1.109877446	0.50229359	-0.948770544	-0.909255475	-0.160993243	-1.569154376	0.435582212	0.146759545	-1.157682702	-1.270218873
ENSMUSG00000015120	Ube2i	-0.448454956	1.042338198	-0.088603334	2.305494237	0.258720008	0.734510252	-1.565601544	-0.301038832	0.004412325	0.190325578	1.172189834	0.187913428	-1.584452143	-0.886758752	0.254186483	-1.042704843	-0.682133366	-0.546048797	-0.523822675	1.519528899
ENSMUSG00000017146	Brca1	0.451278295	-0.565177114	1.210289121	1.201410212	1.306294867	0.888499031	-0.3497933	0.858711405	1.777613697	-0.365682618	0.163692155	0.415916031	-0.073705346	-0.697213008	-1.107904349	-0.860468018	-0.854085671	-0.924238758	-2.135709115	-0.339727518
ENSMUSG00000017499	Cdc6	0.046939971	-0.361654646	0.887348227	0.715746505	0.60917901	1.136980624	0.813689043	0.652041305	1.750552117	-0.86205051	0.636334892	-0.326201333	0.368815107	0.322504295	-1.459908404	-1.638523879	-1.399868834	-0.273250392	-1.833270436	0.214597337
ENSMUSG00000017716	Birc5	1.164065552	0.339784284	1.193374745	1.032930604	0.871815418	1.241780118	0.305669799	0.193281885	0.702575441	0.104400331	0.108665941	0.020701147	0.290875544	-0.207487334	-0.339821917	-1.232968684	-2.280343705	-1.563533464	-1.600510146	-0.345255558
ENSMUSG00000018509	Cenpv	0.275093885	0.240937463	0.12684413	1.026993903	1.726473993	-0.418137498	-0.65862824	1.015291741	-1.511116079	0.474232868	0.857063148	0.414423989	-1.373473174	1.085891672	-2.01858547	-0.571790955	-1.034427355	-0.514087857	-0.115495245	0.97249508
ENSMUSG00000018983	E2f2	-0.407062454	0.133908164	1.198528204	-0.250546528	-0.02523854	1.656665787	0.662462711	-0.730156406	0.609596084	0.210124923	1.414816813	-0.593336312	0.621493004	0.036176822	-2.409277314	1.190557208	-0.763174657	-1.199713976	-0.303770567	-1.052052966
ENSMUSG00000019773	Fbxo5	1.149315529	0.305596964	1.036757964	1.005028243	0.727603491	1.527834886	-0.247785751	0.413023206	0.992735024	-0.768394923	0.510272909	0.660687944	-0.210750706	-0.89569904	-0.452292056	-0.753014994	-1.954166458	-1.448581256	-1.611397282	0.013226306
ENSMUSG00000019942	Cdk1	1.012176292	0.288654958	1.106872413	1.167283118	1.014369377	1.430065324	-0.002682918	0.30233998	0.954524215	-0.067669167	0.240273519	0.387289403	-0.193161205	-0.227509654	-0.74033315	-1.047764173	-1.501652812	-1.384716118	-2.193470748	-0.544888655
ENSMUSG00000019978	Epb41l2	0.294892893	0.787119918	1.916711547	-0.222400906	-1.543812904	-0.255963238	-0.448390832	1.735958437	0.402092913	1.81642619	0.21039195	-0.471993563	-0.760427308	-0.718149362	-0.442922608	-0.098291992	0.642412834	-1.572346523	-0.330925165	-0.940382283
ENSMUSG00000019988	Nedd1	0.399710746	0.395360743	1.833703841	0.177543907	-0.468985047	0.502612615	0.761011173	0.654483404	1.218193492	-0.084908293	1.225421073	-1.856029458	-1.287317975	0.103104843	-0.495650468	0.618273621	-0.978386638	-1.952614275	-0.300724334	-0.464802971
ENSMUSG00000020107	Anapc16	-1.004518164	1.116973524	0.307010886	1.162666996	0.611115805	-1.322402021	0.815410797	0.759915747	-0.83994409	1.333127973	1.133218872	0.186235273	0.949476542	-0.958386921	-0.264866525	0.196772023	-1.803403123	0.04098366	-1.105921156	-1.313466098
ENSMUSG00000020185	E2f7	0.445612638	0.163708268	1.292086994	0.406721047	1.294160521	1.279744031	-0.017595473	0.187680785	1.343227458	0.352935481	0.959703953	0.026026045	0.102607044	-0.193055265	-0.621166072	-1.648420346	-1.441590452	-1.511513859	-1.595761307	-0.825111489
