ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC006_T2_F_AMR_R1	SC007_T2_F_AMR_R2	SC008_T2_F_AMR_R3	SC009_T2_F_AMR_R4	SC010_T2_F_AMR_R5	SC006_T2_F_AMD_R1	SC007_T2_F_AMD_R2	SC008_T2_F_AMD_R3	SC009_T2_F_AMD_R4	SC010_T2_F_AMD_R5
ENSMUSG00000030056	Isy1	-0.728988421	-0.913409343	-1.504902817	-0.589058028	-0.660086975	-0.635593367	-0.363259806	-0.321896118	-0.380088923	-1.360334001	0.081536904	0.736379808	-0.778934898	1.295523971	-0.334443384	0.595288512	1.302936493	1.390682924	1.573356178	1.595291292
ENSMUSG00000030102	Itpr1	-0.750829651	-0.845947699	-0.726648403	-0.832669263	-0.985846847	-0.759945462	-0.662919068	-0.97886499	-1.357132058	-0.576873383	-0.172012116	0.943418778	0.494357435	0.540628098	0.2908968	0.579152475	1.831052832	1.552485985	1.847480533	0.570216003
ENSMUSG00000030107	Usp18	-1.002447547	-0.78906803	-0.788858066	-0.836822678	-0.831385288	-0.891948131	-1.091210935	-1.33507535	-1.159152574	-0.803349981	0.64800022	1.211180949	0.845167329	1.006342711	0.753662904	0.630173847	1.380040092	1.004321571	1.082786842	0.967642117
ENSMUSG00000030142	Clec4e	-0.549691205	-0.945116483	-0.730583242	-1.017632894	-0.672697111	-1.108834208	-0.872607903	-0.895978929	-0.848281669	-0.686827637	-0.162490142	1.592465665	0.589894098	0.913889054	0.080549244	0.20390901	2.229767684	0.734021261	1.381564977	0.764680432
ENSMUSG00000030144	Clec4d	-0.531200765	-1.04117606	-0.504548337	-1.159883332	-0.471462722	-0.831541413	-0.382749221	-0.656191849	-1.502695478	-0.632207213	-0.623420603	1.257724542	0.091991054	1.123408275	0.867092037	-0.030029341	1.822367652	0.193567843	1.511677915	1.499277016
ENSMUSG00000030149	Klrk1	-0.375992848	-0.264734336	0.078786901	-0.796556835	-0.610914516	-0.489027475	-1.283005333	0.026652971	-1.545713335	-1.77788472	-0.159865401	1.280361479	0.612252889	-0.377169917	-0.09923694	0.544749772	2.139842658	0.842414495	1.030650287	1.224390204
ENSMUSG00000030156	Cd69	-1.00385143	-0.752227914	-1.137491543	-1.513951309	-1.111808716	-0.99733274	-1.145568281	-0.689384593	-0.376991504	-0.374858566	0.128194027	1.121252669	0.715810644	1.093736626	0.948905821	0.448664666	1.334245246	0.99906849	1.136953853	1.176634553
ENSMUSG00000030157	Clec2d	-1.112968355	-0.6886904	-0.841136498	-0.634584794	-0.809968622	-1.221376129	-1.147545074	-0.817055584	-0.74504463	-1.088331352	0.122607285	1.263978486	0.762801654	1.259678105	0.903737456	0.153604725	1.450152087	0.716369942	1.29782885	1.175942848
ENSMUSG00000030187	Klra2	-0.375980321	-1.286190236	-0.047819196	-0.803515898	-0.520868191	-1.758041426	-1.429097406	-0.016720531	-0.664167412	-0.73470336	-0.222710623	0.44643317	0.895515242	1.630098785	0.095982327	0.917103293	1.282716436	-0.175937486	1.154182434	1.6137204
ENSMUSG00000030188	Magohb	-0.717916577	-0.465266815	-0.718583258	-0.602691511	-0.62794367	-1.541791717	-0.838723433	-0.241704809	0.911048544	-1.506544131	-0.244512095	0.742015756	0.570891454	0.647103574	0.839333403	-1.195390444	1.89039443	0.471130921	1.227162435	1.401987943
ENSMUSG00000030208	Emp1	-0.486594793	-1.583412748	-0.148843339	-1.550546586	-1.58772412	-0.118072386	-0.98797699	-0.059737132	-0.472864683	-0.133618994	0.423770494	0.552420737	0.617582365	1.342293421	-0.775195812	0.996977734	0.190969925	1.363201808	1.91378001	0.50359109
ENSMUSG00000030275	Etnk1	-0.591040016	-0.58841332	-0.627985499	-0.623593565	-0.413829637	-1.219202126	-1.078026904	-1.387123996	-1.250502987	-0.88101077	-0.078410699	1.475300925	0.361679965	0.79435313	0.653921518	0.524996643	1.691610576	0.724160575	1.607106755	0.906009432
ENSMUSG00000030346	Rad51ap1	-1.221867448	-1.486044668	-0.861538363	-0.407618943	-0.908993852	-0.67396378	-0.789630399	-0.277624715	-0.207411577	-0.358770858	-0.585731025	0.206300565	-0.175629516	1.88173082	0.001767223	1.442935849	1.035649668	1.702057793	1.47853906	0.205844166
ENSMUSG00000030560	Ctsc	-0.713266536	-0.738628478	-1.08692357	-1.073973276	-1.098289951	-0.996341206	-1.082764686	-0.74867144	-0.602142802	-0.634724023	0.044867843	0.544124717	0.849450585	0.511933076	0.31929215	0.702273622	1.964132207	0.966830189	1.678889401	1.193932178
ENSMUSG00000030654	Arl6ip1	-0.313038689	-0.434124349	-0.719810225	-0.706881021	-1.397738222	-0.22345466	-0.921020169	-0.709997506	-0.350400776	-1.895724677	0.577457301	1.140667351	-0.070037464	1.468777008	0.939917275	0.064545631	2.248554952	-0.025484067	0.68175784	0.646034468
ENSMUSG00000030655	Smg1	-1.517401116	-1.116513122	-0.213209288	-1.40942408	-0.543369802	-1.019708237	-0.239204787	-0.203984711	-1.971154117	1.010772823	-0.051163084	0.717681641	1.024864522	0.216478905	0.640666843	0.854148917	0.809928493	0.902712159	1.61545286	0.492425182
ENSMUSG00000030659	Nucb2	-0.876914352	-1.407544105	-1.478851426	-1.171147708	-1.111274534	-1.157735309	-0.755424232	-0.396224848	-0.067738941	0.538274417	0.285291942	0.872918976	1.2182238	1.20951065	0.107015602	1.156394093	0.65510518	-0.044021386	0.670967993	1.753174189
ENSMUSG00000030671	Pde3b	-1.225720067	-1.217657359	-0.150260619	-1.027600092	-0.535620514	-0.969408687	-0.530104544	-0.253526646	-1.590560638	0.246396937	1.532471443	1.331072485	0.5014586	-0.570695539	1.393170002	1.338356515	-0.186594867	0.840027645	-0.17894764	1.253743586
ENSMUSG00000030745	Il21r	-0.190200922	0.384561799	-0.271547996	-0.116403511	-0.720410432	-1.21197765	-1.317392498	-2.089348049	-0.987715077	-0.310921325	-0.181008545	1.183600718	0.579275638	0.101081745	0.057181018	-0.241780241	1.988655738	1.280988834	1.063481191	0.999879566
ENSMUSG00000030748	Il4ra	-1.305889548	-1.274353993	-1.33213417	-0.611909917	-0.853328578	-0.131194862	0.257123438	-0.374030177	-1.000446709	-0.761157662	0.545494468	1.178018296	-0.136012024	0.12808421	0.041147858	0.784047424	2.009420269	1.841767105	1.101063931	-0.105709359
ENSMUSG00000030921	Trim30a	-0.943132691	-0.793748135	-0.951475843	-0.870518387	-0.920682026	-0.887755042	-1.10148425	-0.870634337	-0.990495351	-0.939692061	0.093988755	1.258414789	1.024660008	1.004448958	0.654461399	0.380022078	1.516083609	0.988340128	1.383765966	0.965432434
ENSMUSG00000030966	Trim21	-0.639265312	-0.732508643	-0.877234419	-1.057651844	-0.762586287	-1.238993126	-0.896259449	-0.927267967	-0.827899953	-0.992166646	-0.105124898	1.435172423	0.810155797	1.106169326	0.641468629	0.28812015	1.833328533	0.964785478	1.098751697	0.879006513
ENSMUSG00000030990	Pgap2	-0.297260503	-0.025366814	-0.590521589	-0.366479079	-0.796708874	-0.907741132	-0.780036682	-0.986587109	-1.006744732	-1.405904139	0.320560608	2.115905254	-0.144635792	0.182493658	0.018634624	0.225457979	2.552420202	0.606570631	0.678327225	0.607616263
ENSMUSG00000031154	Otud5	-0.676111186	-0.716261041	-0.943118159	-1.19641927	-1.035731318	0.08072735	-0.954092941	-0.112475155	0.112477794	-1.746899853	-0.793717912	0.51504003	1.015280159	0.838957471	1.343425131	-0.443042129	0.61587	1.505537243	1.3661441	1.224409685
ENSMUSG00000031167	Rbm3	-1.111850887	-0.801178032	-0.438461904	-0.729345265	-0.628755635	-1.213182169	-1.557656694	-0.925093358	0.524775944	-0.322465591	1.421782518	1.150688189	0.557418194	1.122673897	0.60797958	0.882685413	1.668854597	-0.879584275	-0.378781738	1.049497216
ENSMUSG00000031278	Acsl4	-0.974763442	-0.721002101	-1.412917813	-0.610071598	-0.497832536	-0.91842925	-1.007492149	-0.935248111	-0.797343884	0.097801614	-0.259108868	1.154363021	1.044474758	1.827811271	0.849839317	0.034889966	1.419185386	-0.542771893	1.391967848	0.856648464
ENSMUSG00000031304	Il2rg	-0.683467827	-0.654056673	-0.988503691	-0.976370936	-0.878059746	-0.849707885	-0.445601921	-0.674887817	-0.42716026	-0.400353027	0.397034466	1.68951327	-0.105197726	-0.099361904	-0.30776676	0.672531735	2.936906991	0.078216048	0.843249569	0.873044094
ENSMUSG00000031349	Nsdhl	-0.181471718	-0.708306997	-0.319573851	-0.522019306	-0.937889112	-0.490347732	-1.857646298	-1.533467345	-0.305269197	-0.411273635	0.139085943	1.473844917	0.352933831	0.188941639	-0.252912517	0.577211715	2.333060432	0.896165683	1.369199631	0.189733915
ENSMUSG00000031444	F10	-0.654908901	-0.55778248	-1.613571313	-0.825703004	-1.656169395	-0.433208528	-0.059505155	-0.357479684	-0.217760227	-0.665692692	0.388517312	1.446722657	-0.50982701	1.030105937	-0.238664591	0.70382958	2.426250785	0.850380505	0.825029595	0.119436608
ENSMUSG00000031504	Rab20	-0.930552863	-1.520084901	-1.926401966	-0.939051052	-0.67838819	-0.166919297	-0.453952198	0.549332505	-0.256508299	-0.715041829	-0.222557699	1.049669165	0.63558765	1.423737566	1.26075433	-0.85644328	1.125723207	0.605374284	0.799360999	1.216361868
ENSMUSG00000031555	Adam9	-0.640088021	-0.921458236	-0.683529475	-0.764827583	-0.583981117	-0.699655865	-0.576728076	-0.607531671	-1.687714792	-0.901506188	0.569050688	0.852462825	0.310456474	0.735984865	-0.008966191	1.430744426	2.306800992	0.100615683	1.541562003	0.228309258
ENSMUSG00000031596	Slc7a2	-0.864345163	0.009964404	-0.102521248	-1.066412784	-0.456841357	-1.467531217	-1.082086912	-1.085066854	-1.046273292	-0.073554597	0.266350449	1.867524813	0.452829701	-0.184322603	-0.111916492	1.500944212	2.034636419	0.251528463	1.002164805	0.154929253
ENSMUSG00000031604	Msmo1	-0.503465346	-0.61433204	-0.845075914	-1.149013537	-0.908673989	-0.407107274	-1.08284288	-0.944420226	-0.869562012	-1.33770365	0.098373799	1.1708194	0.38029694	1.334847257	0.220104768	0.498352242	1.932310229	0.697240332	1.477519833	0.852332068
ENSMUSG00000031609	Sap30	-0.800038144	-0.566304769	-1.009533069	-0.657705908	-0.881424542	-0.893079178	-1.367647292	-0.931605856	-0.313262783	-1.073951212	0.132801301	1.452502763	0.463355243	1.318062771	0.750196767	-0.396053979	1.73479541	0.720350252	1.222001553	1.096540672
ENSMUSG00000031627	Irf2	-0.890045455	-1.188307701	-1.664177783	-1.255478834	-0.330905422	-0.534101628	-0.176650375	-0.552239855	-0.498598853	0.426419486	-0.074143203	2.014274068	1.001699191	-0.60024227	-0.005052094	0.118868618	1.6557041	0.336842061	1.62651039	0.589625559
ENSMUSG00000031639	Tlr3	-0.996816647	-0.842901117	-0.958342474	-0.912848106	-1.106394686	-0.960053417	-1.155658536	-0.78064512	-0.51597424	-0.320526532	0.024022265	1.825331897	0.868194489	0.805809507	0.449268496	0.006872274	1.823695188	0.686585711	1.367227366	0.693153683
ENSMUSG00000031652	N4bp1	-1.044768598	-1.00787683	-1.0710877	-0.575463857	-0.973354297	-0.832873287	-0.014664757	-0.49864257	-1.429599909	0.119477742	0.358755856	1.938256413	0.730229821	-0.568782652	0.267827907	0.279866343	2.092262745	0.770645926	1.248048423	0.211743279
ENSMUSG00000031712	Il15	-1.092669904	-0.809793129	-1.187211326	-1.857386904	-0.788776327	-0.810489468	-0.494531114	-0.567128034	-0.208046026	-0.367333296	0.254999368	0.971542939	0.958082947	1.14659915	0.03972114	0.025787366	2.146967736	0.674911169	1.101954323	0.86279939
ENSMUSG00000031722	Hp	-0.461179206	-0.473920338	0.078825514	-0.507557246	-0.836977912	-0.285204706	-0.794518234	-0.960641793	-0.927122122	-1.352055597	0.146981647	1.862561599	0.056031672	1.113537457	-0.574827286	0.439418106	2.728643194	-0.218375107	0.313154936	0.653225419
ENSMUSG00000031728	Zfp821	-0.072709565	-0.43603811	-1.041834032	-0.954294017	-0.709327584	-0.241278983	-0.553804128	-0.302811834	-2.005251598	-1.565031348	0.296923579	1.202160461	0.318167006	0.764208114	-0.469901264	1.097384998	1.523450914	0.954616314	1.312971168	0.882399909
ENSMUSG00000031729	Ist1	-0.20380493	-0.449374	-0.458126097	-1.092941805	0.44001322	-0.76067969	-0.368119535	-0.651587989	-1.49727039	-1.439953186	-0.493612236	0.24893083	-0.748188063	1.748955749	0.511434192	0.064166067	1.810271508	0.542977163	1.523607044	1.27330215
ENSMUSG00000031762	Mt2	-0.918900878	-1.519029325	-0.983189358	-2.008686849	-0.694863255	-0.467705282	0.038602743	-0.010659895	0.56771091	-0.013111003	0.154865385	1.945729236	0.88967389	1.022428089	1.46264544	-0.650360394	0.48650097	-0.666361494	0.676495581	0.688215485
ENSMUSG00000031792	Usb1	-0.492582026	-0.684542082	-0.945093423	-0.523482845	-1.323744455	-0.813279654	-0.624124468	-0.899509679	-0.013059243	-1.380405489	-0.323222354	1.35264749	0.500659343	0.710344417	0.519432387	-0.036117321	2.540960201	0.962351203	0.439858753	1.032909245
ENSMUSG00000031896	Ctrl	-0.552683554	-0.11174181	-1.071732605	-1.74545768	-0.625491107	-0.066019732	-0.476446533	-0.745647492	-0.71328953	-1.398055202	-0.339869762	1.350062255	0.133837172	0.71582459	1.07974904	-0.510290693	1.643021546	1.323948581	1.423335979	0.686946537
ENSMUSG00000031897	Psmb10	-0.640601091	-0.69982365	-0.858518984	-0.827850168	-1.029038965	-0.618451092	-0.923138114	-0.633338584	-0.3640524	-1.561944597	0.185474643	1.181009968	0.129632966	1.177116876	0.38522654	0.211504357	2.567522428	0.755752784	0.792300418	0.771216664
ENSMUSG00000031924	Cyb5b	-0.288750465	-0.134888392	-0.499002983	-0.393695696	-0.997803817	-0.850315456	-1.732340402	-0.339167217	-1.5693593	-1.02100441	0.371641396	1.695487014	0.64106811	1.006322461	-0.529055523	0.962013079	1.460175605	0.885677011	1.261313543	0.071685443
ENSMUSG00000032000	Birc3	-0.927991906	-0.541962427	-0.579707531	-0.66925026	-0.474221361	-1.622047753	-1.323214814	-0.122099282	-1.389047205	-0.034661783	-0.168346519	1.577971411	-0.01720049	0.344463672	0.592240782	0.171911183	1.862370002	0.680755738	1.512927013	1.12711153
ENSMUSG00000032018	Sc5d	-0.521626974	-0.31636934	-0.467737629	-0.668711973	-0.595864246	-0.816727696	-1.167519781	-1.18224159	-1.049218812	-1.477478542	-0.175975987	0.983866561	0.584299018	0.703950619	-0.049374492	0.476402017	1.902881731	1.180397662	1.706413418	0.950636036
ENSMUSG00000032089	Il10ra	-0.790730181	-0.913305503	-0.602419678	-0.641937665	-0.447866722	-1.18376338	-0.665683837	-0.499887688	-0.89109102	-1.786118712	-0.457073355	1.033207585	0.506300251	1.146010106	0.589798641	0.328362876	1.530807701	1.02769211	1.5735533	1.144145169
ENSMUSG00000032193	Ldlr	-0.722532076	-0.663125315	-0.769808411	-1.080951954	-0.413438091	-0.402490411	-0.902926972	-1.251916167	-1.239836251	-1.005424994	-0.124902586	1.277402101	0.344320355	0.919907787	0.307799319	0.413179598	1.749217611	1.47913542	1.639792917	0.446598121
ENSMUSG00000032204	Aqp9	-1.048207348	-0.335621634	-0.007813033	-1.019874001	-0.404397327	-0.704535935	-2.038577981	-0.244233974	-0.91354652	0.190183277	0.782026304	1.473460807	0.904310905	-0.66443602	-0.434566103	0.698039101	2.250903931	0.395193109	1.025854475	0.095837967
ENSMUSG00000032253	Phip	-1.461060381	-0.674780338	0.093128928	-1.275805573	-0.22615128	-1.649749711	-0.840089437	-0.309030217	-0.923271051	0.723827033	0.48971049	1.037883811	1.417816308	-0.221760119	-0.139643281	1.613887734	-0.385092936	0.189498474	1.723621301	0.817060245
ENSMUSG00000032265	Tent5a	-0.686471466	-0.831288913	-0.754883786	-0.914278131	-0.489800359	-1.254813326	-1.28145894	-1.062265882	-0.91854293	-0.934944339	0.065868955	1.228661975	0.710468969	1.267563724	1.026114956	0.344061102	1.054790558	0.72784363	1.485729138	1.217645067
ENSMUSG00000032344	Cgas	-0.789946983	-0.776098948	-0.791724817	-0.774858632	-0.979457504	-0.815233358	-1.158994498	-0.804129825	-1.117029445	-0.745836375	-0.339825087	1.072670223	0.872574731	1.548416436	1.077915032	-0.030986717	1.086236493	1.022702578	1.627498574	0.816108122
ENSMUSG00000032400	Zwilch	-0.552196551	-0.759321999	-0.643350393	-0.672602736	-1.038291236	-0.644358858	-1.31092142	-0.49572688	-1.629221588	0.047149109	0.070347614	0.224917372	0.78273924	1.366024596	-0.473781534	1.099016445	0.870940776	1.269575857	2.167433893	0.321628296
ENSMUSG00000032410	Xrn1	-0.823775583	-0.630940637	0.007953102	-1.573396223	-0.448540401	-1.571053	-1.13429928	-0.454540322	-1.388843986	0.827350366	-0.0264242	1.609964365	0.398267159	0.732417798	0.4807685	0.91300761	0.702820676	0.567765291	1.870658505	-0.05915974
ENSMUSG00000032508	Myd88	-0.276263983	-0.918312333	-0.689735982	-0.916753479	-0.835874112	-0.518361026	-0.36397663	-0.7217807	-0.046890375	-1.671579583	-0.315872992	1.90796009	0.132768501	1.093297509	0.719900622	-0.559539857	2.29736379	0.087283654	0.836604685	0.759762198
ENSMUSG00000032515	Csrnp1	-0.464536297	-0.353451416	-0.499078547	-0.482870637	-0.303934313	-0.808228128	-0.607113838	-0.922801825	-1.62994974	-0.887947464	0.094159119	1.851876233	-0.274118567	0.750366089	-0.834406761	0.409183397	2.103303376	1.175773499	1.390541823	0.293233998
ENSMUSG00000032525	Nktr	-1.258201499	-0.770522144	-0.753294262	-1.23538538	-0.240968395	-1.143735475	-0.424895245	-0.21733469	-1.803558426	0.280765782	-0.400734992	0.362923526	1.479494895	0.403784686	0.246059997	0.850257938	0.775398886	1.55231057	1.751216313	0.546417915
ENSMUSG00000032578	Cish	-0.834615127	-1.022737167	-1.201195944	-0.233976381	-0.149612574	-0.64329264	-0.29211365	-0.79835381	-1.706803453	-1.404005931	0.716056228	1.455620511	0.841819029	0.443164222	-0.212719851	1.104557588	1.626217236	1.234617702	0.826211845	0.251162167
ENSMUSG00000032596	Uba7	-0.653085338	-0.539108216	-0.706948308	-0.746775963	-0.676597439	-0.93951905	-0.933666378	-1.106316947	-1.100414589	-1.188137778	-0.002487139	1.306117361	0.407519386	0.876301811	0.423177515	0.171709895	2.147160169	1.207752478	1.292316235	0.761002295
ENSMUSG00000032661	Oas3	-0.806281597	-0.702627255	-0.656564425	-0.954226509	-0.968055215	-0.803869804	-1.231060703	-0.892927113	-1.286892286	-1.231397046	0.616378955	1.104696971	0.901949176	0.961200796	0.789187638	0.745893729	1.268326066	1.071053123	1.137769613	0.937445885
ENSMUSG00000032688	Malt1	-0.582794255	-1.308261471	-1.111785677	-1.855856166	-0.260335051	-1.136127576	-0.551779691	-0.596680578	-1.143492547	0.202370587	0.181763768	0.800914664	1.022265358	1.166673039	1.127043377	0.493602958	0.635862642	0.155432295	1.562086062	1.199098262
ENSMUSG00000032690	Oas2	-1.069254703	-0.644118732	-0.643858485	-0.854244492	-0.506802587	-0.927113601	-1.164407116	-1.160099208	-1.226960337	-1.268196595	0.520040922	1.072485233	0.896129713	0.954619797	0.86257057	0.723083457	1.182369776	1.126976012	1.194039227	0.932741148
ENSMUSG00000032712	Resf1	-0.884299147	-0.900536561	-0.401125418	-0.887180247	-0.543781534	-1.395823758	-1.202499274	-0.629743757	-1.141482184	0.523836161	-0.44253029	1.757899159	1.323118715	0.038979861	0.49211322	-0.172833598	1.50762485	0.55170641	1.279910146	1.126647248
ENSMUSG00000032715	Trib3	-0.456614119	-1.068381054	0.533687765	-0.427690165	-1.036010609	-0.422591385	-0.444701386	-1.226179121	0.353397986	-2.020960545	0.576723738	0.696455996	-0.948481825	0.402744563	0.05750238	0.202724642	2.013807429	1.151368618	0.490013315	1.573183777
ENSMUSG00000032724	Abtb2	-1.984050165	-0.368065616	-1.435302352	-0.897464951	-0.955884435	-0.44703117	-0.345105942	-0.968770166	-0.583635898	-0.331976546	0.230596718	1.182852451	0.638134078	0.639025311	-0.042518568	0.916137761	1.645068079	1.31930324	1.271848627	0.516839543
ENSMUSG00000032841	Prr5l	-0.050587462	-0.693827101	-1.333680261	-0.787839018	-1.564851846	-0.867261918	-1.089598089	-0.031639373	-0.753268823	-0.780489333	-0.268425173	0.914930612	0.150047591	1.007573458	0.73437612	-0.190876935	1.611520592	1.388908841	1.536251982	1.068736135
ENSMUSG00000032883	Acsl3	-1.165290321	-0.21355603	-0.062161461	-1.471643446	-0.222448261	-0.799100196	-0.310283171	-0.970219066	-0.393526045	0.164178734	0.39716969	1.139012788	-0.106048305	2.197941605	1.60565298	0.498928027	0.863013794	-1.471112619	1.00682616	-0.687334856
ENSMUSG00000033105	Lss	-0.56496746	-0.428407259	-0.401189522	-0.792174604	-0.646189646	-0.88794973	-0.735262319	-0.755573475	-1.706805118	-0.732046904	0.336380789	1.297192966	0.157153549	0.719386339	-0.374697127	0.361530331	2.004417007	1.614605151	1.642193423	-0.107596392
ENSMUSG00000033213	AA467197	-0.760837227	-0.776491011	-0.841260137	-0.64803303	-0.764162499	-0.622756129	-1.551540465	-0.807867	-0.963880188	-0.768473384	0.76495421	1.553205976	0.383582995	-0.011846982	-0.049847355	0.858756267	2.108160901	1.040035718	0.958545357	0.899753984
ENSMUSG00000033237	Arid2	-0.949297854	-1.031492069	-0.399197887	-1.625144105	-0.517102142	-1.056574848	0.156661753	-0.574116818	-1.774350064	1.098904352	-0.101828892	1.108063463	0.610219046	-0.377305285	0.570604609	0.896304731	0.613839292	1.215357803	1.817438113	0.319016803
ENSMUSG00000033355	Rtp4	-0.887866516	-0.637077811	-0.794254015	-1.082377334	-0.879230198	-0.803904565	-1.051234028	-1.030639004	-1.145499699	-1.25325291	0.522667916	1.102233183	0.93003222	1.076808847	0.952977536	0.672613791	1.183519008	0.986904529	1.09655627	1.041022782
ENSMUSG00000033487	Fndc3a	-1.126688547	-0.282379622	-1.02752054	-1.048755166	-0.263590895	-0.981082368	-1.140086841	-0.191457156	-1.631287372	0.316383992	-0.112100348	1.808912402	1.793325198	0.707211013	0.846378094	-0.229496092	1.025981797	-0.136710506	1.08632778	0.586635176
ENSMUSG00000033538	Casp4	-0.941702488	-0.898552506	-0.714872514	-1.06124131	-0.652080059	-1.019375692	-1.207130084	-1.101932854	-0.458217247	-0.584893486	-0.289786054	1.555780238	0.493909283	0.988051254	0.522791365	0.475499699	1.858294044	0.631372534	1.288568277	1.1155176
ENSMUSG00000033671	Cep350	-1.310894499	-0.835419004	-0.50322537	-1.638602352	-0.508743021	-0.699948765	-0.257653354	-0.339262416	-1.982513725	1.30621983	0.341742441	1.095452204	1.017898221	0.065200723	0.381351948	1.02432825	-0.074232817	0.716486171	1.641216283	0.560599252
ENSMUSG00000033781	Asb13	-1.233156038	-0.410942836	-0.262975119	-0.637309442	-0.430332842	-0.79253155	-0.940189623	-1.258422731	-1.060986475	-0.655013681	-0.275658858	0.405557232	0.367897901	0.90546094	0.318350172	0.213059278	2.772710017	0.881882982	1.077761702	1.014838972
ENSMUSG00000033880	Lgals3bp	-0.932633441	-0.745330279	-0.937249329	-1.014644814	-1.006398705	-0.876495202	-0.875843369	-1.004038974	-1.020862996	-0.982878786	0.425609401	1.287346065	0.748644702	0.872115863	0.670516552	0.538416664	1.664829161	1.103396016	1.183297776	0.902203696
ENSMUSG00000033885	Pxk	-0.814063277	-0.071867876	-0.713874986	-1.352521949	-1.324305715	0.15536373	-1.018785354	-0.442429209	-0.13405437	-0.791379743	-0.277425603	0.912983677	1.34271401	0.073791267	-0.639503178	-0.75957403	1.498832836	1.334223602	1.652522261	1.369353907
ENSMUSG00000033967	Rnf225	-0.541586421	0.149647667	-0.344577865	-0.603376142	-0.465628607	-1.234476496	-0.640388792	-0.671701957	-0.890543265	-0.281357051	-0.398086133	2.226660962	0.934563379	0.222161183	0.324732084	-1.662520067	2.210864305	0.503415902	0.611600811	0.550596502
ENSMUSG00000033970	Rfc3	-0.792576053	-0.987188694	-0.955376563	-0.740442218	-1.003247215	-0.112848194	-0.95628877	0.27854395	-0.187231519	-0.473169534	-1.744910678	0.369549681	0.373376749	0.891264716	-0.431045386	0.501871619	1.810341788	1.601115573	1.274284021	1.283976725
ENSMUSG00000034118	Tpst1	-0.654748727	-0.818031784	-0.870487718	-1.103675464	-1.163489489	-0.972281716	-0.891111469	-0.596126469	-0.757288613	-1.105035685	0.275577633	1.230639492	0.560058663	1.040971479	0.625168974	-0.095361461	1.678754103	1.306883228	1.380977481	0.928607543
ENSMUSG00000034248	Slc25a37	-0.440456082	-0.255990707	-0.435768286	-0.502874085	-0.273665892	-1.062219003	-0.628826595	-1.011636153	-1.337991928	-0.482513042	-0.401290488	1.546912438	0.530357406	0.18249514	-0.675678489	-0.092204477	2.629446925	1.381552947	1.218086742	0.11226363
ENSMUSG00000034327	Kctd9	-0.381129408	-1.813365571	-0.365553366	-1.423765367	-0.593412493	-0.893805336	-1.039970829	-0.240180952	-0.20221959	0.711489315	-0.509060111	-0.442447922	0.49228998	0.691117761	0.950881341	-0.102961607	0.830319016	1.760609573	2.117463881	0.453701684
ENSMUSG00000034329	Brip1	-0.584944839	-0.794938542	-0.819307195	-1.501614496	-1.242079736	-0.331083948	-0.839264971	-0.722158647	-0.993053821	0.511282936	-0.230768895	0.196906781	1.089629125	0.099775612	0.284246405	0.67407938	1.522864976	1.674139387	2.006904355	-0.000613868
ENSMUSG00000034422	Parp14	-0.917898194	-0.927289029	-0.910922547	-1.011870941	-0.905348101	-0.958559491	-1.071451808	-0.894275077	-0.993189202	-0.720591287	0.256700337	1.357557626	0.745950778	0.931889958	0.600992599	0.467147811	1.560595131	1.073685566	1.341026463	0.975849409
ENSMUSG00000034438	Gbp8	-1.105151835	-0.854310613	-0.68010308	-1.097238078	-0.722036644	-1.251975556	-0.966939293	-0.216188194	-0.645346302	-1.143717703	0.11477453	1.330020354	0.746873078	0.98197252	0.071551528	0.597504162	1.934625874	1.022001431	1.365826787	0.517857035
ENSMUSG00000034459	Ifit1	-0.975128011	-0.976295509	-0.877827884	-1.059727913	-0.938201229	-1.21638878	-1.098107618	-0.78327482	-0.791506769	-0.861778376	0.575637119	1.264836179	0.940184774	0.966564079	0.826516195	0.6793543	1.307599407	0.910489851	1.079772777	1.027282227
ENSMUSG00000034484	Snx2	-0.615625936	-0.618469993	-1.167325175	-0.75497385	-1.168721666	-0.814501548	-1.440855205	-0.501887121	-0.118681594	-1.244842339	0.06248043	0.915551647	1.060853997	1.54852489	0.056692846	0.186927552	1.786569885	0.718047241	1.208844873	0.901391063
ENSMUSG00000034560	Washc4	-0.897311021	-0.763023696	-0.808485225	-0.901721327	-0.992217009	-0.408230908	-0.842787909	0.442116759	-1.250956496	-0.654792783	-0.98286708	0.88036417	1.749403655	1.821650516	0.662205558	0.105111581	0.19735906	0.802727029	1.678048374	0.163406751
ENSMUSG00000034574	Daam1	-1.001484059	-1.028147158	-0.554240193	-1.318786505	-0.234707947	-1.156665694	-0.912810857	0.251286568	-2.075281399	0.513611048	-0.007019118	1.161420666	0.020815688	0.788104764	1.201790924	0.424234744	0.901708454	0.428842942	1.484186099	1.113141032
ENSMUSG00000034575	Tent4a	-0.995604456	-0.685206149	-0.710399308	-0.852776025	-0.831848259	-1.08194023	-0.916503128	-0.844676186	-1.171600653	-0.698777793	-0.12012846	1.379148907	0.55350848	0.990221468	0.582016017	0.165602441	1.747428903	1.296474634	1.495871514	0.699188282
