ensembl_gene_id	gene_name	AT01_AT2Y_F0_D0_R1	AT02_AT2Y_F0_D0_R2	AT03_AT2Y_F0_D0_R3	AT04_AT2Y_F0_D0_R4	AT05_AT2RY_F0_D0_R1	AT06_AT2RY_F0_D0_R2	AT07_AT2RY_F0_D0_R3	AT08_AT2RY_F0_D0_R4	AT13_AT2RO_F0_D0_R1	AT14_AT2RO_F0_D0_R2	AT15_AT2RO_F0_D0_R3	AT16_AT2RO_F0_D0_R4	AT09_AT2O_F0_D0_R1	AT10_AT2O_F0_D0_R2	AT11_AT2O_F0_D0_R3	AT12_AT2O_F0_D0_R4
ENSMUSG00000038886	Man2a2	-0.115380228	-0.744558354	-1.36697234	-1.90056687	-1.196212196	-0.797046167	0.522870145	-0.151617601	0.046927186	0.153969199	0.692688921	1.90714732	0.461321282	0.52868992	1.112348307	0.846391476
ENSMUSG00000039103	Nexn	-0.330592048	-0.627608995	-1.353442367	-1.071775942	-0.162077479	0.024697147	0.094268143	-1.682001711	1.992286759	1.21707109	-0.207130232	1.016715686	0.569945119	-0.85878367	0.92580351	0.452624989
ENSMUSG00000039114	Nrn1	-0.44886904	-0.972444919	-0.715109835	-0.915934886	-0.917352035	-1.22068269	-1.345967727	-0.832810927	0.28192153	0.874382545	1.237073447	0.627285671	1.280296393	1.031414923	1.263994158	0.772803391
ENSMUSG00000039166	Akap7	0.667612025	1.17615631	-0.1206482	-0.289232935	-2.110999293	-0.866323739	-0.080816115	-1.956579538	0.065705239	-0.469067886	0.794490518	0.263341994	0.502866666	1.263491743	1.120451987	0.039551224
ENSMUSG00000039206	Daglb	-0.414580634	-1.114188296	-0.992193229	-1.142061343	0.014137546	-0.677639402	-1.028106999	-0.779255424	-0.218451767	-0.123780234	1.488591589	0.326809644	1.199224489	2.095352422	0.798727547	0.567414092
ENSMUSG00000039304	Tnfsf10	-1.145417436	0.276602354	-0.093503004	-0.985814809	-0.199431265	-0.834105257	-0.595184924	-0.959677888	2.897496093	0.822187565	0.708894368	0.454498795	0.061638205	-0.848739748	0.124296165	0.316260786
ENSMUSG00000039349	C130074G19Rik	-0.115818131	0.077068035	-0.550997573	-0.192372618	-1.76815841	-1.403754923	-0.73683868	-0.96327053	-0.510137906	-0.318753737	0.961725805	0.952697823	1.775740228	0.69224322	1.190209501	0.910417896
ENSMUSG00000039450	Dcxr	0.747206064	-0.130874269	0.291307926	1.294483708	-0.400490405	-1.637756295	-1.113351614	-2.017313631	1.221695344	0.68539847	-0.444170476	0.323232765	0.803271085	0.799969535	0.449638539	-0.872246746
ENSMUSG00000039740	Alg2	-1.253362858	-1.695899224	-0.398840784	-0.769232042	-0.607093282	-1.140851018	-0.440030751	0.246444042	-0.588833916	1.475188734	0.509895465	0.342992134	0.633110113	1.377309339	1.073407297	1.235796752
ENSMUSG00000040016	Ptger3	-0.586565342	-1.272971452	-0.923837761	-0.9577057	-1.048782293	-0.915583793	-0.5704063	-1.179789445	0.95403022	1.217131663	0.672230759	0.886124387	0.462771437	1.455578896	0.9867067	0.821068025
ENSMUSG00000040097	Flywch1	-0.733803934	-2.350356146	-0.173539493	-1.463994378	0.210560542	-0.182404791	0.283118806	-0.124478603	1.45819028	1.663194746	0.100211036	-0.171571551	-0.337741636	0.717020201	1.010690297	0.094904624
ENSMUSG00000040170	Fmo2	-0.438889924	-0.869024331	-1.477990264	-1.179502681	-0.862654712	-0.77931835	-0.883822558	-0.595320447	0.009920072	1.16646625	1.144314878	1.217927345	0.833224341	1.576411795	0.503050453	0.635208133
ENSMUSG00000040254	Sema3d	0.091502345	0.131453114	-0.794796417	-0.265775768	-1.397228351	-0.12346901	0.107528573	0.210398476	-1.397228351	0.333849313	-0.907928708	-0.62275967	0.66330391	2.758766324	0.912067649	0.300316573
ENSMUSG00000040351	Ankib1	-0.395054359	-1.237345871	-2.061550441	-0.29878914	-1.345992815	-0.816229085	0.337054017	0.68793672	0.709401946	0.967348733	1.141948115	1.586565837	0.248083286	0.087807317	-0.307467379	0.696283119
ENSMUSG00000040412	5330417C22Rik	1.360556545	0.149000308	-1.397488423	-0.981557376	-0.998882308	-0.859443594	-1.904018842	-0.805372818	0.285341894	0.47153035	0.766188205	0.879332799	1.046729607	0.929984559	0.617370943	0.440728152
ENSMUSG00000040473	Cfap69	-0.73578045	-0.668708932	-1.718771231	-1.900793999	-0.19029143	0.559083183	-0.840379809	0.313599744	0.940409855	1.078480508	0.507073921	1.183821168	-0.127153166	0.730435151	-0.47589273	1.344868217
ENSMUSG00000040564	Apoc1	-0.400710204	-1.205121227	-0.081566004	-0.542006324	-0.75400673	-1.068404244	-0.012836967	-1.786440126	1.597427374	0.201533455	-0.27309637	0.537460399	1.640986438	1.461626187	0.630155257	0.054999086
ENSMUSG00000040808	S100g	-0.335639306	-0.906478925	0.41190169	1.128861928	-0.365745938	-1.722011713	-1.498331332	-1.181801114	0.972084856	0.297604742	-0.857407112	0.006160441	1.03657593	0.927422661	1.054036069	1.032767124
ENSMUSG00000040809	Chil3	-0.979391083	-0.88365611	-1.494354068	-1.187803124	-0.412069811	-0.527419624	-0.17833267	-0.814509887	1.518815109	0.031140793	0.211536702	1.663767823	0.929193942	0.138065925	0.49274584	1.492270244
ENSMUSG00000040938	Slc16a11	-0.481893431	-0.198531892	-0.805025333	-1.353135744	1.042803064	0.080753401	-1.753335339	-1.517182773	0.921965171	1.507377181	1.019908656	0.889520199	0.472196511	0.480662342	0.249959884	-0.556041897
ENSMUSG00000040952	Rps19	0.500810629	0.161791647	0.566045861	1.374062863	-0.748955382	-0.905452676	-1.572520353	-1.434963116	0.579381548	0.181432594	-0.723731928	-0.208661031	1.373591025	1.218000664	0.875645234	-1.236477579
ENSMUSG00000041272	Tox	-0.176397129	0.389788036	0.116611448	-0.558281212	-1.066716341	-1.188565242	-0.691981649	-1.392856753	-0.60389906	0.463418058	2.429576476	1.072581558	-0.092779485	-0.486424463	1.050296841	0.735628917
ENSMUSG00000041453	Rpl21	0.453250615	-0.130262125	0.120384898	0.795272772	-0.512266438	-0.947692247	-1.741603542	-1.619755148	0.444690679	0.233391216	-0.286532202	-0.244510256	1.458272919	1.733932863	1.058862613	-0.815436619
ENSMUSG00000041623	D11Wsu47e	-0.783531092	-0.404153946	-1.956935692	-1.458498548	-0.304263077	-1.040754391	0.449536846	0.153641257	1.833339117	0.907287596	0.702917859	1.364569782	0.558965098	0.079917924	-0.05281536	-0.049223374
ENSMUSG00000041642	Kif21b	-0.24085031	-0.836398817	0.078720041	-0.698849271	-1.694416325	-1.038394308	-1.489082191	-0.167740094	0.629470929	0.818667668	0.392183203	1.280650855	0.679432648	1.830852648	-0.394698112	0.850451434
ENSMUSG00000041841	Rpl37	0.303062345	-0.597897913	0.530948608	1.166677819	-0.768223422	-1.764502283	-1.023235864	-1.289680605	0.275555739	0.143071109	-0.303878112	0.517680288	1.511755285	1.664251364	0.493597802	-0.85918216
ENSMUSG00000041886	Macc1	-1.422829264	-1.009352496	-1.392104741	-1.186544094	-0.947783477	0.111577226	-0.502518709	0.052248794	0.016860503	0.788024748	1.443063778	1.859970964	0.423034605	0.494527554	0.47867536	0.793149248
ENSMUSG00000041920	Slc16a6	-1.404002465	-0.94487282	-1.136818969	-0.897016434	-0.722133416	-0.252793401	0.173834108	0.330138328	1.736687027	0.734856571	-0.488162105	1.440131663	-0.629687552	-0.116218245	0.509927799	1.666129912
ENSMUSG00000041939	Mvk	-0.787065322	-0.280432126	-1.448923087	-0.141648623	0.85051838	-0.414795831	-1.315226133	-1.053156351	0.265068287	-0.092675749	-0.874026822	0.082207604	1.443582616	1.533945115	1.694796968	0.537831074
ENSMUSG00000042116	Vwa1	0.988734921	-0.802307835	-0.561998326	-0.131448764	-0.571583545	-0.810436075	-1.51018708	-1.570610135	0.975445949	-0.04162988	1.048626642	-0.405055154	1.148515682	0.331894891	1.915312074	-0.003273366
ENSMUSG00000042229	Rabif	-0.693804182	-0.808465667	-0.732567373	-0.528759126	-0.558170741	-0.737058094	-1.917187162	-0.423225766	0.345660322	0.974294562	0.923348397	0.434512316	1.503574836	0.367614857	1.955062791	-0.104829972
ENSMUSG00000042726	Trafd1	-0.865462537	-0.640399934	-0.92720113	-1.424695804	-0.204252338	-0.130697278	-0.705475224	-0.922674263	2.672239859	0.874932233	0.582992703	0.858242462	-0.27007122	0.496776246	0.133231829	0.472514397
ENSMUSG00000043162	Pyurf	-0.005731895	0.809447595	0.494207212	-0.148406177	-1.240413137	-1.413474754	-0.003945891	-0.994076683	-1.349393405	0.149952261	-0.694195126	-0.268537484	1.79887848	0.251096927	0.838611648	1.775980428
ENSMUSG00000044005	Gls2	-0.90745193	-0.806939783	-1.103965339	-1.581223528	-1.26186087	-0.136204838	0.557923292	-0.790808757	-0.195340972	0.84363666	1.643070605	0.999603232	0.010485127	0.83885954	0.545205451	1.345012108
ENSMUSG00000044177	Wfikkn2	-1.116497213	-1.514144762	-0.349662056	0.568309728	-0.256401862	-0.497599133	-1.09413211	-1.606184116	0.016723542	0.201379531	0.513480268	0.339047188	0.846928169	1.862109085	0.774962208	1.311681534
ENSMUSG00000044197	Gpr146	1.207107246	-0.581949424	0.585225715	-0.419339275	-1.453407909	-1.100059217	-0.794292773	-1.119130209	0.945829733	-0.637346801	-1.112599973	0.642156347	1.148976488	0.936284042	0.245209498	1.507336511
ENSMUSG00000044674	Fzd1	-1.858203862	-0.059495207	-1.281541256	-1.614146607	-0.536218856	1.109040687	-0.961106718	-0.057674838	0.417587074	-0.078100954	0.818212	0.661729704	0.833979366	0.235833083	1.143278277	1.226828107
ENSMUSG00000044734	Serpinb1a	-0.91096836	-0.897234031	-0.119393948	-0.426098726	-0.926356038	-0.921846358	-1.264577762	-0.484760203	2.094514496	0.589552047	-0.280335118	1.215544079	-0.143555432	0.511879894	0.231501785	1.732133676
ENSMUSG00000045917	Tmem268	-1.737262646	-0.087307547	-1.529153477	-0.356532246	-0.742276491	0.08075622	0.264743291	-0.840659235	2.033371056	0.70503994	-0.313728578	1.643533137	-0.282817322	0.010686195	0.581780146	0.569827556
ENSMUSG00000046324	Ermp1	-0.597373618	-0.069225867	-0.873951199	-1.079108473	-1.795841748	-0.87812514	-0.91408647	-0.792520386	0.359055251	0.746408529	0.865079456	0.388713273	1.612538975	1.076357378	0.958004844	0.994075196
ENSMUSG00000046364	Rpl27a	0.596002343	-0.12571511	0.030091737	0.911875161	-0.407300516	-1.116393448	-1.72578372	-1.678448759	1.053603258	0.68478992	-0.449495597	-0.20069236	1.339194335	1.030323612	1.006414936	-0.948465791
ENSMUSG00000046949	Nqo2	-1.01237188	-0.00441333	0.708110198	0.624047016	-0.696835102	0.00823263	-0.319306901	-0.429233541	-0.308326029	-0.685785623	-0.815176147	-1.91522489	1.060847523	0.283816509	1.948039635	1.553579934
ENSMUSG00000047139	Cd24a	0.078235609	-1.27380772	-0.354630044	-0.423396611	-0.257115197	-1.761842386	-1.399693276	-0.522576295	1.579982516	1.191064863	0.388533762	-0.606567963	1.036364933	0.359653513	1.200154936	0.765639358
ENSMUSG00000047180	Neurl3	-1.021307368	0.115906308	-1.520803932	-0.547129261	-0.095444926	-1.049060615	-0.779962558	-0.481010853	2.715954342	0.674681817	0.29285942	0.94730688	-0.264182752	0.06880272	0.626083035	0.317307743
ENSMUSG00000047228	A2ml1	-0.499963534	-1.425028815	-1.875393366	-0.361046288	-0.616290069	-1.356207703	0.136749089	0.576047522	0.82016781	1.189731789	1.317159752	1.524489549	0.02105366	0.297446047	-0.217004436	0.468088993
ENSMUSG00000047230	Cldn2	-0.617645904	0.065449732	-0.928875762	-0.368907265	-0.034235848	-0.871757466	-0.409273238	-1.148377848	3.083400835	1.109093441	-0.230922814	0.060917188	0.637713781	-0.091771409	0.123462976	-0.378270401
ENSMUSG00000047797	Gjb1	-0.707664735	-1.028587072	-1.247295587	-0.162494865	-0.352922053	-0.46123962	-0.558837996	-1.277473802	2.48931958	1.119527595	-0.09020139	0.918130371	0.407759355	-0.413539836	0.624561486	0.740958569
ENSMUSG00000047843	Bri3	0.166810037	0.203309195	0.25555117	2.014714106	0.147358119	-0.430673055	-1.171670016	-1.95005725	-0.102574002	-0.908249031	-0.581558768	-0.816317925	0.778086858	1.024389397	1.388739662	-0.017858494
ENSMUSG00000048240	Gng7	-0.911292885	-1.695866535	-0.85781516	-0.903756868	0.292028069	0.335832824	-1.022106054	-0.602454252	0.982891105	0.587173954	1.979406322	1.359323014	0.708166205	0.357158011	-0.653825228	0.045137476
ENSMUSG00000048330	Ric3	0.175286864	-0.572763885	-1.103237959	-1.210015873	-1.128800252	0.03053629	-2.031816182	-0.465475204	0.121963379	0.446328214	1.518220002	0.632756616	0.717298417	1.034862783	0.642099103	1.192757685
ENSMUSG00000048458	Inka2	-2.269860202	-0.872948747	-1.399414202	-1.269820369	0.388537152	0.271277747	0.283839522	-0.729453355	0.704416686	1.061028552	0.083968585	0.966342685	0.792191427	0.442366343	0.556806566	0.990721609
ENSMUSG00000048578	Mlec	-0.811858033	-0.949740108	-1.143890143	-1.560229345	-0.260130155	-0.547422366	-0.228792722	-0.248676925	1.2951755	0.382365746	-0.372341757	1.330946134	-0.02464359	0.865521242	0.100955792	2.17276073
ENSMUSG00000049091	Sephs2	-0.85133074	0.461443104	-0.466659403	-0.481307943	-0.889313696	-1.696643787	-0.367289667	-1.140597957	1.090621058	0.968513838	0.858552244	1.833246588	0.704877421	0.183764866	0.826096243	-1.03397217
ENSMUSG00000049265	Kcnk3	-0.113733897	-1.200063483	-0.313882916	-1.083594463	0.044088312	-0.862667494	-1.427622754	-0.260834782	-0.53836084	0.84657124	0.883658612	-0.816293105	1.648143936	1.392487399	1.488010649	0.314093587
ENSMUSG00000049287	Iba57	-0.841396771	-0.52777717	-0.808832402	-0.887104531	-0.534586957	-0.533804532	-0.177926231	-1.615390459	1.115584795	2.140928053	1.230917128	0.817985028	-0.132346894	1.101945114	-0.340960333	-0.00723384
ENSMUSG00000049583	Grm5	-1.406128739	0.384937283	-0.498134916	-0.501209093	-1.050363422	-1.721529194	-0.575566021	-0.380025149	0.03409242	0.239943819	0.980125558	0.062499308	1.975220972	1.507990603	0.17047589	0.777670681
ENSMUSG00000050103	Agmo	0.23322273	-0.399644959	-0.703007084	-1.442874289	-0.889941472	-0.634377428	-1.281620132	-0.384984406	-0.574476553	-0.025050412	1.118519307	-0.274073476	1.790283883	1.622686143	1.038592552	0.806745598
ENSMUSG00000050244	Heatr1	-1.166659636	-0.353251747	-0.911883545	-1.603476672	-0.997157574	-0.763624696	-0.698687589	-0.902464419	0.659530691	0.922898299	0.691888935	0.817663548	1.010245919	0.811812512	1.109866986	1.373298986
ENSMUSG00000050621	Rps27rt	0.605078215	-0.41020516	0.058227548	0.61345835	-0.62414219	-1.373230624	-2.021896289	-1.126591426	0.696114108	0.701042696	-0.562928258	0.083153693	1.039622125	1.552151947	1.211786506	-0.441641241
ENSMUSG00000050953	Gja1	-1.95581042	-0.832985321	-0.564796089	-1.446059829	-0.962490573	0.121796649	1.202203105	-0.176014882	-0.200048421	0.76752093	-0.289505236	1.021892323	0.266228745	0.590548908	0.750822781	1.706697331
ENSMUSG00000051375	Pcdh1	-0.127949351	-1.40064415	0.057726596	0.385914353	-2.097785279	-0.572990464	-0.810739874	-1.515822102	1.208575837	0.840235813	0.66977079	0.842491123	0.947488919	0.300994105	0.812763478	0.459970206
ENSMUSG00000051747	Ttn	-0.728411386	-0.654292034	-0.316383212	-0.794508886	-1.190240482	-0.959027994	-0.88528071	-0.481203951	-0.650950465	0.864999782	1.788531674	0.180632979	0.345648252	0.317069336	1.174740914	1.988676182
ENSMUSG00000052085	Dock8	-0.353219556	-2.365336863	-0.76414226	-0.877847863	-0.863190672	-0.333071242	-0.480674864	-0.181653923	0.577685736	0.818853879	1.195591688	-0.076714593	1.320819971	0.176405287	0.823744395	1.38275088
ENSMUSG00000052146	Rps10	0.33969967	-0.21307906	0.124513492	0.934109569	-1.041471553	-0.48424066	-1.738180046	-1.472498528	0.667421965	0.524418053	-0.621740894	-0.070218647	1.158236488	1.585144386	1.255966764	-0.948080999
ENSMUSG00000052212	Cd177	-0.062517247	-0.915706439	-0.95068014	-0.902306585	-0.11456696	-0.805313939	-0.605258017	-0.661109509	3.06394733	0.834044695	0.67777912	-0.22732239	0.463733011	0.38532811	-0.076512877	-0.103538164
ENSMUSG00000052295	8030423F21Rik	-0.765720941	-0.371760666	-0.204842026	-1.274335141	0.947380845	-0.425164234	-1.274335141	-1.274335141	-0.419000549	0.192813234	-0.752785769	0.411238263	1.406489112	1.787105345	0.755380844	1.261871967
ENSMUSG00000052406	Rexo4	-1.571917567	0.093781102	-1.008943518	-2.009912768	-0.32082815	-0.279270478	-0.506217039	-0.30564847	1.404056768	0.140096238	0.733648151	1.066819446	-0.143421846	0.188340547	1.12771569	1.391701894
ENSMUSG00000052684	Jun	-0.21275356	-0.349842551	0.404342162	0.183689541	-0.429097065	-0.148005702	-2.22226467	1.037848676	-0.983921043	-0.333573613	-0.869964447	-0.628971652	1.034152457	1.980964216	0.71306397	0.82433328
ENSMUSG00000052776	Oas1a	-0.461996439	-0.917115997	-0.342516117	-0.917115997	-0.481801436	-0.917115997	-0.125423578	-0.479204465	2.452341772	0.180520645	0.349671807	1.140616221	0.137216435	-0.917115997	-0.467375922	1.766415062
ENSMUSG00000052837	Junb	-1.049867304	-0.682750485	-0.614612204	-1.208261023	-0.495870144	-0.78510277	0.003446307	-0.627226941	2.205748134	1.618163723	-0.789133744	-0.011295015	0.025727126	1.049218772	0.362429028	0.999386541
ENSMUSG00000053334	Ficd	-1.479772548	-1.180831832	-0.386852443	-1.310496915	0.382478567	-1.564365724	-0.163976241	0.360766155	0.111035346	0.2425931	0.140467672	0.324490948	0.452470091	0.595623087	1.736878433	1.739492304
ENSMUSG00000053644	Aldh7a1	-0.977586612	-0.509354885	-0.53746869	-0.365926551	0.007874542	-1.688323217	-1.151219851	0.469020101	-0.550962527	-0.434122593	0.315504312	-0.239938618	1.196429125	1.346757914	1.881308215	1.238009336
ENSMUSG00000053931	Cnn3	-0.903784254	-0.955794876	-0.963741884	-1.042968484	-0.866752975	-0.451305262	-1.318574305	-0.944686864	1.201398406	1.382429113	0.990344623	0.35226508	0.70596356	1.144177209	0.880237592	0.790793321
ENSMUSG00000054072	Iigp1	-0.593031057	-0.948690127	-0.486667398	-0.668844405	-0.820286143	-0.393960111	-0.801519827	-0.529002472	2.683836273	1.444666266	0.469813978	0.516798686	-0.583187362	-0.568050635	0.471255888	0.806868445
ENSMUSG00000054321	Taf4b	-0.696267969	-0.220416727	-0.554798387	-1.409504005	-1.23258344	-0.669836712	0.331058186	0.432197795	0.888748937	2.086632995	-0.142547041	1.447849617	-0.275749274	-1.29604683	0.529522959	0.781739895
ENSMUSG00000055172	C1ra	-0.160789639	-0.874691973	-0.580077644	-0.853983854	-1.704331719	-0.401788884	-0.907785632	-0.835630805	2.390785277	0.564769599	0.125438919	0.61045601	0.195546405	0.761503213	0.592399734	1.078180991
ENSMUSG00000055413	H2-Q5	-1.456572172	-0.642297276	-1.359761255	-1.144952691	-0.642077793	-0.355510047	-0.542530971	-0.719238445	1.82202444	1.018138676	0.631719837	1.21031793	0.338866279	0.202510491	0.476334689	1.163028309
ENSMUSG00000055561	Spink5	-0.779346485	-0.654967536	-1.337203951	-0.983960701	-0.754252485	-0.850278044	-1.289485865	-0.468516452	0.798860776	0.798397692	0.764331311	2.076934433	0.701453442	0.744774067	0.77868834	0.454571458
ENSMUSG00000056050	Mia3	-1.13297007	-0.873646657	-0.448272321	-2.240475333	-0.602746302	0.097181898	-0.695845039	0.491506116	0.194216709	1.183249776	0.803250727	1.285043961	0.08119475	0.153063796	0.011312457	1.693935531
ENSMUSG00000056749	Nfil3	-2.480739317	-1.41149837	0.078463597	-0.890872604	-0.144784544	-0.079924796	0.836991076	0.718744053	0.477225659	-0.033195596	-0.787430194	0.594549322	0.326917814	0.582997017	0.509432398	1.703124487
ENSMUSG00000057069	Ero1lb	-2.120631566	-0.966385198	-1.371202805	-0.540258629	-0.276407646	-0.225136665	-0.322355528	-0.381827893	0.694722261	1.161407703	0.491093887	0.477737495	0.156610737	0.255403795	1.146529537	1.820700516
ENSMUSG00000057246	BC051142	-0.737461207	-0.284088064	-1.236251085	-1.1629887	-1.298525469	0.414196025	0.136441064	-1.600638799	0.903408919	0.495441533	1.735184579	1.560508783	-0.142844153	0.34389614	0.555544945	0.318175489
ENSMUSG00000057561	Eif1a	-2.349244591	-0.709157176	-1.05865352	-0.501668543	0.253365448	-0.953620871	0.624399862	-0.458173393	-0.173540799	0.723438169	0.5734382	1.841434493	0.933455025	0.38557419	0.859685583	0.009267923
ENSMUSG00000057596	Trim30d	-0.270597984	-0.27486728	-0.811939937	-0.620647134	-1.333746178	-0.928964466	-1.518296569	-0.206029792	2.01232014	1.431537428	0.855252875	1.342365398	0.022861779	-0.078656355	-0.040979693	0.420387769
ENSMUSG00000057841	Rpl32	0.254864853	-0.44375572	0.241764469	1.374450094	-0.28085178	-1.281111494	-1.562539827	-1.438375327	0.581058572	0.301257396	-0.770297779	-0.161915778	0.927225537	1.51347425	1.393244239	-0.648491705
ENSMUSG00000058258	Idi1	-0.956406246	-1.685094147	-0.936529337	-0.293979159	0.610693927	-0.905071212	-0.834500051	-1.077639941	-0.10594782	0.65421625	0.186728632	1.42608781	1.386749645	1.330990731	0.993782433	0.205918485
ENSMUSG00000058558	Rpl5	0.305275821	0.288240821	0.224123682	0.983082443	-0.525315624	-1.039172732	-1.832114007	-0.88240342	0.600645493	0.139358521	-0.850898466	-0.672003004	1.506652425	1.407507088	1.280042413	-0.933021454
ENSMUSG00000058952	Cfi	-1.455978167	-0.664006844	-1.11021891	-0.969809908	-0.193935852	-1.09735556	-0.09164662	-0.939616904	1.875493679	0.867301722	0.444047761	1.037648742	0.364410761	-0.23673977	0.934750363	1.235655506
ENSMUSG00000059447	Hadhb	0.179039671	-0.333821762	-1.242301773	-1.531289016	-0.267359008	-1.0585217	-1.148138072	-1.12013385	0.605334631	0.695247906	0.464540804	1.315803724	0.154460142	0.736441363	1.81724775	0.73344919
ENSMUSG00000059743	Fdps	-0.952645476	-1.663967619	-0.955053314	-0.002607972	0.872811531	-0.738299942	-0.814585986	-1.145920632	0.643840857	0.316656598	-0.523384246	1.085299855	1.506273303	1.031519011	1.352156527	-0.012092495
ENSMUSG00000060188	Cxcl17	-1.079638158	-1.682170131	-0.518716513	-0.57397701	-0.432740657	-0.118062298	-0.001223421	-0.590725669	2.287606522	1.116295575	-0.28423891	1.309001963	-0.370900358	-0.068324716	-0.178877928	1.186691709
ENSMUSG00000060459	Kng2	-0.991056418	-0.264410447	-0.247373391	-0.442235963	-1.362157588	-0.745780384	-0.479458145	-1.829396677	1.185956108	0.812804825	0.390791283	1.321355701	1.141061438	0.738347355	-0.506475852	1.278028154
ENSMUSG00000060550	H2-Q7	-1.056211702	-1.110274132	-0.856967602	-0.873921356	-1.004816421	-0.465955943	-0.84215087	-0.977605879	1.818563834	1.012841165	0.583954494	1.095150186	0.397083132	0.327375299	0.647327561	1.305608235
ENSMUSG00000060703	Cd302	-1.197797666	-0.04701946	-1.10143348	-0.351398892	-0.843312922	-0.876115184	-0.39469569	-1.336619504	2.232990124	0.671220478	-0.473888833	0.929196307	0.249173894	0.633114778	0.961254961	0.945331088
ENSMUSG00000060802	B2m	-0.893787351	-1.104250334	-0.875587189	-0.756074175	-0.751390973	-0.657321196	-0.968361665	-0.9423235	2.114419941	0.883572401	0.427530443	1.108726179	0.39159006	0.204272842	0.516957902	1.302026616
ENSMUSG00000060962	Dmkn	-0.435264144	-1.525111718	-0.110283699	-1.055315786	-0.850497051	-0.957948492	0.671804853	-0.307500823	1.625808449	1.638633021	-0.068987657	1.797311144	-0.585237826	-0.053912375	-0.237821221	0.454323325
ENSMUSG00000061232	H2-K1	-1.021684357	-1.127715268	-0.889483566	-0.71417211	-0.826031602	-0.638584888	-0.807537474	-0.853915626	2.162488364	0.93298892	0.326379495	1.072021423	0.341767669	0.225313327	0.529098133	1.289067559
ENSMUSG00000061315	Naca	0.413069539	-0.192282033	0.299917294	0.933656733	-0.276113194	-0.600464601	-2.244365851	-1.478441523	0.076361452	0.149766856	-0.736944034	0.122275625	1.268763262	1.567981745	1.146396863	-0.449578131
ENSMUSG00000061461	Smim20	-0.651780809	0.927205282	1.321945411	0.62996608	-0.955503607	-1.251631555	-0.93322944	-2.015724859	-0.463714341	0.448794607	0.27012804	0.008672803	-0.36054479	0.49779443	1.482581166	1.045041581
ENSMUSG00000061518	Cox5b	-0.291374794	-1.888691148	-0.384357108	0.553940357	-0.516505751	-0.635842833	-1.175152553	-1.224352655	1.93220939	0.695108363	-0.358750699	0.029547553	0.948579362	1.168764936	0.76397313	0.382904449
ENSMUSG00000061718	Ppp1r1b	-0.715319918	-1.146568192	-1.714855043	-0.062574025	-0.637645938	-0.644113696	-0.263541601	-0.534040398	-0.215685388	1.645176969	0.551808449	2.182259992	-0.118082664	0.71556519	0.126276456	0.831339807
ENSMUSG00000061947	Serpina10	-0.660564938	-0.075305618	-1.159818041	-0.661912993	-0.262410556	-0.132160604	-1.793302721	-1.415030666	2.113025073	0.600458454	0.656246826	0.999675134	0.006349975	0.283635345	0.68929742	0.81181791
ENSMUSG00000062006	Rpl34	0.514463677	0.073739426	0.275230395	0.806788906	-0.539241236	-1.467169238	-1.633016584	-1.208766565	0.401483648	0.384919323	-0.19751638	-0.04447046	1.233178859	1.447421983	1.292682572	-1.339728324
ENSMUSG00000062328	Rpl17	0.613748332	-0.896143689	-0.252145312	1.012512665	-0.854102138	-1.565681508	-1.441067438	-0.836378639	0.386975596	0.6341547	0.137348533	0.148419684	1.268142622	1.282928745	1.376945524	-1.015657676
ENSMUSG00000063011	Msln	0.400551418	-1.630632485	-0.879875805	-0.352535763	-1.204774826	-1.416370708	-0.51345706	-0.925831191	0.788354541	1.105888334	0.460089637	0.443146812	0.376389954	1.621659593	0.557276178	1.17012137
ENSMUSG00000063889	Crem	-0.606071845	-1.316340723	-1.327436433	-1.996733151	0.56896378	-0.281629026	-0.268830836	-0.623196993	0.056157331	0.250445116	0.176533491	1.134338343	0.943332027	1.07378168	0.659057215	1.557630023
ENSMUSG00000064181	Rab3ip	-0.866994243	-1.140271649	-1.027745211	-0.950659312	-0.07982757	0.173173546	-1.539787712	0.394023057	1.626148404	1.789996383	0.258443781	1.008271182	-0.597972166	-0.079899989	-0.029376258	1.062477756
ENSMUSG00000064246	Chil1	-0.972102235	-0.918528998	-0.951815196	-0.919328793	-1.002508428	-0.96425927	-0.880531488	-1.118086597	1.107367124	0.935242483	0.880012569	1.038201761	0.936200987	0.946498418	0.928987839	0.954649824
ENSMUSG00000064373	Selenop	0.329421594	0.448611021	0.093615977	0.314581471	-1.110582146	-1.359796274	-2.004973837	-1.270557838	-0.15470886	0.149390818	0.573211298	-0.248659066	1.300103387	1.44732571	1.261097139	0.231919604
ENSMUSG00000065954	Tacc1	-1.51230779	-0.080777948	-0.821281044	-1.379106237	-1.227840088	-0.017823855	0.07667943	-0.542069389	-0.250851514	0.584062239	1.576372887	1.714403591	0.287662729	-0.477910929	0.895896216	1.174891703
ENSMUSG00000066441	Rdh11	-1.091225635	-0.485535044	-1.328813601	-0.053411498	-0.181486636	-0.844787115	-0.94624659	-1.363368541	-0.520398465	0.29687051	0.493260028	0.978065248	1.708689395	1.053374209	1.372072328	0.912941407
ENSMUSG00000066607	Insyn1	-1.654869947	-1.195026289	-0.480060555	-1.105408106	-1.293799968	-0.513621833	0.926767859	0.377014392	0.94026337	0.45442853	-0.716851888	0.626626274	0.652250119	0.164607888	1.301966713	1.515713443
