ensembl_gene_id	gene_name	AM01_Y_N_R1	AM02_Y_N_R2	AM03_Y_N_R3	AM04_Y_N_R4	AM05_Y_N_R5	AM06_Y_G_R1	AM07_Y_G_R2	AM07_Y_G_R3	AM09_Y_G_R4	AM10_Y_G_R5	AM11_O_N_R1	AM12_O_N_R2	AM13_O_N_R3	AM14_O_N_R4	AM15_O_N_R5	AM16_O_G_R1	AM17_O_G_R2	AM17_O_G_R3	AM19_O_G_R4	AM20_O_G_R5
ENSMUSG00000011114	Tbrg1	-1.0172685	-1.77491596	-0.808010423	-0.818124969	-0.093388107	-0.696501557	-0.786494017	-0.60004837	-1.481845806	-0.490552374	1.398432189	1.119992523	0.953957028	1.483697783	1.285036042	0.344969249	-0.123588195	0.691908471	0.704422679	0.708322313
ENSMUSG00000013236	Ptprs	-0.551389301	-0.932767719	-1.232187802	-1.383033682	-1.335853582	-0.295699038	-0.305455888	-1.096028061	-0.545783533	-1.271096481	0.390159371	0.592572992	1.424607823	0.882978468	1.477918	0.877868869	0.485645997	0.629673745	1.197874094	0.989995729
ENSMUSG00000015305	Sash1	-1.060335082	-1.300144699	-0.895524461	-0.327772971	-1.354615443	-0.102158527	0.715851364	-1.714107108	-1.106277486	-0.776331748	0.641502149	0.72632431	1.427159789	0.25975707	0.957619155	1.644482943	0.790972932	0.770477772	0.246215254	0.456904785
ENSMUSG00000015340	Cybb	-0.658817097	-0.792614783	-0.884658814	-1.418734684	-1.311599799	-0.988518245	0.006103018	-0.20729895	-1.07327028	-0.493615225	-0.049163952	0.367593587	1.629249749	0.676687627	1.74437987	0.439804722	1.452198293	-0.164439047	1.531702691	0.195011317
ENSMUSG00000015709	Arnt2	-0.948329739	-1.105011741	-1.359113386	-1.371945952	-0.659117162	-0.230357382	-0.38321582	-0.014767885	-1.114602248	-0.622833979	-0.005011747	1.070402032	2.119246169	1.098178811	0.33902417	1.044099086	0.712271566	1.485965993	0.217879304	-0.27276009
ENSMUSG00000016206	H2-M3	-0.548685589	-1.773573486	-0.532465178	-0.965706265	-1.154412547	-0.369189969	-0.053026965	-1.336202481	-1.276438275	0.080516909	1.427249008	0.725178599	1.421564545	0.771188125	0.949166304	1.645058115	-0.091811762	0.072983245	0.76530496	0.243302707
ENSMUSG00000016382	Pls3	-1.399690614	-1.423799718	-1.334479592	-1.006388731	-1.408117624	1.224121223	1.129621364	-0.797550822	-0.211021182	-0.976052307	0.046836232	0.715284613	1.562150111	0.651680629	0.807350895	-0.063473809	0.516027041	0.257503369	0.848368801	0.861630121
ENSMUSG00000016427	Ndufa1	-0.463680346	-1.182886091	-0.939438012	-1.156950101	-0.658600052	-1.15532454	-0.019192783	-0.41867733	-1.266557913	0.250404391	-0.265344767	0.880981909	1.720188586	1.295596593	1.927227208	-0.476811707	-0.28709087	0.917698704	1.073696823	0.224760297
ENSMUSG00000016487	Ppfibp1	-0.942846426	-1.144232109	-0.791564194	-1.195471396	-1.528549008	-2.253338338	-0.68493626	0.184424421	0.268118001	0.396959573	0.432916332	0.740507013	0.604768473	1.051620429	1.254287223	0.57424914	0.825736818	1.079973994	0.615398361	0.511977952
ENSMUSG00000016496	Cd274	-0.91742902	-1.946428604	-1.301617177	-1.643926956	-1.897819736	0.443241333	0.567534478	0.334288004	0.199165658	-0.057418229	0.015377751	0.13319114	0.955095281	0.23324894	0.261963893	1.069716293	1.116448699	1.184958518	0.809857501	0.440552231
ENSMUSG00000016534	Lamp2	-1.558559712	-1.101075009	-0.924392859	-0.745412925	-1.352689925	-0.399432925	-0.44623703	-0.522037518	-1.2353321	-0.211513415	0.317817917	0.42961216	1.459087975	0.859865413	1.406005357	0.404019336	0.697333577	0.549720498	1.900092294	0.473128891
ENSMUSG00000017760	Ctsa	-1.671130242	-1.181782293	-0.713492867	-0.622443962	-0.965886527	-0.280451096	0.669980963	-0.601066136	-1.242656205	-0.486343736	0.974353695	-0.000772869	2.284771139	1.182781847	0.305173359	0.116370431	0.62269203	1.105184328	0.923178684	-0.418460542
ENSMUSG00000018286	Psmb6	-0.883527895	-1.261503632	-1.576519036	-0.037570844	-0.326610618	0.469593479	0.155019033	-0.874521988	-1.544656599	0.062650808	1.469865543	0.525928025	2.68234825	0.588434894	0.725522116	0.271964156	-0.075524107	-0.127108819	-0.071957593	-0.171825173
ENSMUSG00000019188	H13	-1.096822373	-1.069121979	-1.731318816	-0.850155335	-0.511021724	-0.102281159	0.944877184	-1.39557946	-1.07059371	-0.13900059	0.581866769	0.586889218	1.121394285	-0.384075608	0.08941862	2.0374039	0.830795663	0.887922527	0.884522799	0.384879789
ENSMUSG00000019338	Zfp687	-1.147598523	-0.318594985	-1.69089792	-1.427324645	-1.280693429	-1.077104786	0.174760356	0.094756791	-0.016114142	0.307633336	0.70722178	0.370987166	-1.314698606	0.782172181	0.602527323	1.525305041	1.546612914	0.937981509	0.434064149	0.78900449
ENSMUSG00000019558	Slc6a8	-1.291538758	-1.048585545	-1.636871538	-0.749757578	-0.762673242	0.102282274	-0.316728075	-1.271687115	-0.759078039	-1.087046218	0.315309101	0.706451345	1.448795608	0.636671843	1.135906808	0.549613668	1.207325801	1.036355714	1.11951696	0.665736986
ENSMUSG00000019590	Cyb561	-1.617179043	-1.560740788	-1.088913715	-1.191202651	-0.507185741	-0.278546914	-0.09725398	-0.948910095	-0.767625618	-0.673315323	1.00618685	1.43218813	1.379756115	0.483156827	0.479861243	0.528370433	0.880066291	1.06719671	1.153413139	0.320678132
ENSMUSG00000019768	Esr1	-0.667479553	-1.603930987	-0.720980856	-1.242201412	-1.538976371	-0.491985984	0.645195504	-1.271185735	-0.685628677	-0.490098953	0.682350796	0.7323397	1.047602698	0.257827847	0.612622508	1.884178457	0.96186133	0.716209048	1.004151753	0.168128886
ENSMUSG00000019806	Aig1	-1.743916882	-1.471226757	-2.250888938	0.05701578	-0.807920279	0.365187923	0.371237062	-0.962045071	-0.408610697	-0.127476051	0.696170109	0.406561994	1.55519173	0.097081198	0.820107933	0.748868434	1.108414372	0.880074961	0.611883825	0.054289354
ENSMUSG00000019852	Arfgef3	-0.800643642	-0.719827007	-0.919392406	-0.951156904	-1.562290225	-0.711275949	-0.256419297	-0.551913892	-0.367913898	-1.633890849	1.116217318	0.449580314	0.997169847	0.884151138	1.97437068	0.729362206	0.153893636	1.129914597	1.006526028	0.033538306
ENSMUSG00000020121	Srgap1	-0.779744816	-1.065367127	-1.090693681	-1.06226659	-1.255926689	-0.736480078	-0.842725489	-1.089899206	-0.759768908	-0.918065876	1.059722469	1.067809084	1.113365955	1.053911799	0.958576492	0.682058911	0.840118073	1.223443143	0.89512681	0.706805722
ENSMUSG00000020300	Cpeb4	-0.879601556	-0.568842216	-1.956259914	-0.745489006	-0.389261786	-0.050200016	0.152318033	-0.990993981	0.250067908	-1.878228678	0.30880244	-0.045437327	1.181280147	0.283911174	0.627265988	0.723814892	1.89432775	1.605270863	0.225580768	0.251674519
ENSMUSG00000020400	Tnip1	-1.33810733	-1.767195714	-0.93585655	-1.189602582	-1.140578878	-0.212988424	0.350032825	-0.432808129	-1.122236151	-0.120839195	0.685736652	0.447371891	1.245273562	0.971673578	1.622964134	1.344561106	1.031477326	0.200311875	0.391483844	-0.030673841
ENSMUSG00000020553	Pctp	-1.631004812	-1.030232613	-1.832788841	-0.779768399	-0.707207108	-0.458790613	0.033842413	-0.704356197	-0.35252677	-0.589573527	1.251479514	0.142194366	0.799363175	1.059981976	0.909550616	1.991146368	0.847241046	0.605588956	0.614506409	-0.168645958
ENSMUSG00000020589	Fam49a	-0.973365841	-0.470715594	-0.809321898	-0.927910027	-1.212957976	-1.087175973	0.245212637	-0.972438868	-1.332938655	-0.786636135	0.879863919	1.152039942	0.461350669	0.834243949	0.773407845	2.129388097	0.960878884	0.418944829	0.975986452	-0.257856256
ENSMUSG00000020604	Arsg	0.101525807	-2.017893216	-2.35954476	-1.050557672	-0.896448054	-0.304148101	0.251846976	-0.525200607	0.341331316	0.062681249	0.808959583	0.143742042	1.693522951	1.111025958	0.792572122	0.400926142	0.138900835	0.915554784	-0.246219157	0.637421802
ENSMUSG00000020654	Adcy3	-1.065312082	-1.607704009	-1.508895742	-0.45641372	-0.904674712	-1.169713178	-0.51339929	-0.819515535	-0.008641934	-0.15667715	0.323233102	0.618693625	-0.076527321	1.019941607	0.813341165	0.463001655	1.509267962	1.537398389	1.545757723	0.456839444
ENSMUSG00000020817	Rabep1	-0.969327056	-1.211324254	-0.708196241	-0.057556504	-1.148375817	-1.091186166	0.012336578	-0.62424365	-0.634517965	-1.792891177	1.321055502	0.432512163	1.659539824	0.325468738	0.064772566	0.344878947	1.133235945	1.509931261	0.896330524	0.537556781
ENSMUSG00000020827	Mink1	-1.042768212	-0.839610913	-1.300502845	-1.341382145	-1.777520159	-0.405637856	1.131890183	-0.573113778	-0.736700119	-0.375295013	0.256507115	-0.181344544	1.334897707	0.334789706	0.395595757	0.509662345	1.626470739	0.826839336	1.21071235	0.946510347
ENSMUSG00000020864	Ankrd40	-0.610364541	-0.702023	-0.786013319	-0.909967591	-1.979177645	0.124136104	-0.417600977	-0.826399834	-1.165901214	-0.830614761	1.303548047	1.262498509	0.971075218	1.568481958	0.135002283	0.939157902	0.691149478	0.234484371	1.280905937	-0.282376925
ENSMUSG00000021067	Sav1	-0.929670187	-2.702163767	-0.365338099	-1.290027342	-0.756146456	0.020212066	-0.485492707	-0.322124265	-0.097144278	0.730164449	0.435743896	0.051521274	0.125847598	-0.336891399	0.879262204	-0.019335072	1.396726749	1.025075073	1.297634794	1.342145467
ENSMUSG00000021133	Susd6	-1.407997226	-1.885496005	-1.168410922	-1.040923708	-1.87845646	-0.539606734	0.902352526	0.949400669	0.589213195	0.6692644	0.089641923	-0.174896796	1.137673351	-0.128861944	1.069169125	0.396210692	1.230082284	0.246636596	0.553724748	0.391280287
ENSMUSG00000021136	Smoc1	-1.365947018	0.100342732	-0.799727848	-1.47340918	-0.875390356	-0.39433719	-0.485557746	-0.040430755	-0.989865491	-1.434096103	0.483510148	0.329092009	1.181720607	1.684494579	1.480841764	0.151715405	0.473526355	1.711908754	0.392421611	-0.130812277
ENSMUSG00000021213	Akr1c13	-1.872819786	-1.187135542	-0.97716997	-0.409558847	-0.816839211	-0.142599366	-0.641670154	-0.888077791	-0.723998146	0.206138463	0.637203965	0.863371533	2.238903725	0.110916954	1.318314741	1.270114541	0.80559695	0.414818627	-0.363763893	0.15825321
ENSMUSG00000021306	Gpr137b	-1.884053835	-0.707182945	0.293950639	-0.3351506	-1.653535858	-1.255523801	-0.088837578	-0.54847422	-1.093391124	-0.516264181	1.294592131	0.72937442	1.526364853	0.50938717	0.338467548	0.604173036	0.895916343	1.503719548	0.550240606	-0.163772151
ENSMUSG00000021458	Aopep	-2.115971352	-1.571047175	-0.548050345	0.268571141	-0.616570052	-0.382667751	-0.167116734	-0.905190296	0.136173264	-1.664824255	0.9547503	0.404117332	1.375889723	0.319113756	0.248925404	0.492706054	0.697955464	1.188681945	1.425777993	0.458775585
ENSMUSG00000021552	Gkap1	-1.580427239	-0.960395482	-0.219688839	-0.903446521	-0.604577725	0.386070313	-0.105660024	-1.110154382	-1.44617505	-0.960453367	0.406451137	0.912397869	1.376899783	2.075363769	1.029763747	-0.354918307	-0.030286784	0.657445922	0.494376714	0.937414465
ENSMUSG00000021708	Rasgrf2	-0.861139125	-0.742687345	-1.129722389	-0.65450809	-0.9331276	-0.712454006	-1.234460472	-0.770613288	-0.755031395	-0.825615178	1.043679907	0.494745247	1.213310282	0.253756678	0.57805998	1.577834682	1.526443392	1.749696719	0.366744975	-0.184912975
ENSMUSG00000021779	Thrb	-0.91218204	-1.331928983	-1.61409461	-0.459511463	-0.777015889	-0.641686505	0.092438346	-1.565950312	-0.961854856	-0.671531095	0.869840848	0.749707525	1.388870462	1.120305096	1.127911936	1.065924349	0.315930704	0.505175582	0.935052437	0.764598467
ENSMUSG00000021782	Dlg5	-1.793367807	-0.85048621	-0.775631287	-1.647173892	-1.052065806	-0.26138252	-0.115619004	-0.601827681	-0.194132733	-0.805322225	-0.02822934	-0.016205476	0.953566521	1.208984676	1.118416731	0.971055506	0.680457241	0.936592468	1.850643578	0.421727261
ENSMUSG00000022096	Hr	-1.764332489	-1.290025973	-2.021179256	-0.371249395	-0.832765233	-0.082355204	0.844905767	0.740977871	0.588924377	0.773289987	-0.136279106	0.519630094	-0.712266696	-0.893237775	0.077177636	1.233892454	1.325260605	0.008439601	1.335394424	0.65579831
ENSMUSG00000022139	Mbnl2	-0.182654967	-1.69789819	-1.483939169	-0.871505848	-0.991603343	-1.380286951	-0.359914087	0.081772739	-0.128790415	-0.590320313	0.445306829	0.114925464	0.451440254	0.224761238	1.003848982	1.769527436	1.48781339	1.212292951	1.170005177	-0.274781175
ENSMUSG00000022159	Rab2b	-0.54890368	-2.017353498	0.360418954	-0.465406387	-1.486767346	-0.291076496	-0.356279637	-0.598606508	-1.416809508	-0.89611277	0.612359596	0.392830589	0.940917883	-0.204133609	0.474075427	0.583874077	0.893061651	0.861849922	1.326044538	1.836016803
ENSMUSG00000022186	Oxct1	-0.814421498	-1.056059413	-0.42602825	-1.077645426	-1.89638793	-0.690614592	-0.461017667	-0.190745625	-1.465885944	-0.101856845	1.412476121	0.633078621	1.641154221	0.973824697	0.310723349	1.352222738	0.000260821	0.650328422	0.979971241	0.226622958
ENSMUSG00000022228	Zscan26	0.140678085	-0.959466114	-0.517922182	-1.803971112	-2.073072225	0.829895886	-0.202048557	-0.30631308	-0.166893398	-1.077061671	-0.411074319	-0.162334094	0.220651692	1.023756106	0.275398467	1.132358181	1.095148954	1.772405099	1.10938329	0.080480992
ENSMUSG00000022235	Cmbl	-1.112434561	-1.652665364	-1.320236404	-1.155459995	-1.677831491	0.177099578	0.416798878	-0.75162218	-0.60568587	-0.600243717	0.908050409	0.8984138	1.509230673	0.774228109	0.718859633	0.913171815	0.462415666	0.724190002	0.909796998	0.463924018
ENSMUSG00000022421	Nptxr	-0.747938588	-1.90997845	-0.987796947	-1.217409491	-1.541521659	0.73006073	0.017603727	-0.739913264	-0.956609441	-0.626017624	1.371799761	1.026678101	1.366740711	0.748192201	0.590919383	0.487574468	0.887831749	0.278239193	0.675367136	0.546178304
ENSMUSG00000022504	Ciita	-0.196877731	-0.658156168	-0.162358961	-1.317744255	-2.380016138	-1.25926319	-0.003030004	-0.748620362	-1.059456958	-0.139103134	1.115676304	0.971854347	0.329969969	0.710965729	0.64231303	1.670079472	0.522881024	0.358786222	1.048016285	0.554084519
ENSMUSG00000022656	Nectin3	-1.234033261	-1.846868458	-0.529581669	-0.623477176	-1.185187837	-0.813373566	-0.741423952	-1.289720752	-0.219523563	-0.476767855	0.588222347	1.116426436	1.049378026	0.746539875	0.497797516	0.585309309	1.21827862	0.928581178	1.40563515	0.823789634
ENSMUSG00000022667	Cd200r1	-0.426552453	-2.053241009	-0.848091543	-1.507749225	-1.660228953	1.358830032	1.344427552	0.461566522	-0.555111505	0.450986636	0.339053182	-0.536161491	1.541205631	-0.068790367	0.162718581	0.776685846	0.180609593	-0.020803818	1.013599469	0.047047321
ENSMUSG00000022756	Slc7a4	-1.183881596	-1.168820754	-0.675726454	-1.082167276	-1.998257	0.156608733	0.056803641	-1.362434888	-0.42477211	-0.821660217	0.69486201	0.949820155	0.920324446	1.206945617	0.73163674	1.157892475	0.52303456	0.490314115	1.159523749	0.669954054
ENSMUSG00000022853	Ehhadh	-0.886518798	-2.489087471	-1.572257116	-1.176929889	-0.178665471	0.201212212	0.297240354	-0.07888378	0.455157728	0.026834457	-0.305679673	1.188751785	-0.418245389	0.447164099	1.31435269	0.040907473	1.718995718	0.956947852	-0.08683563	0.545538848
ENSMUSG00000022949	Clic6	-0.979542804	-2.326156407	-0.895170041	-0.621551499	-1.026340776	1.095963689	0.574142335	-1.175189723	-0.500034675	-0.809883114	0.840256044	0.51154095	1.559400654	0.86387822	0.151474529	0.040556348	0.23657934	0.542573223	0.633487536	1.284016171
ENSMUSG00000022957	Itsn1	-0.905011661	-1.102236222	-1.978167019	-1.056815015	-1.299372983	-0.647031013	0.352026187	-0.530519821	-1.001453843	0.398877973	0.121832042	0.088485788	1.18299569	0.778596914	0.881824489	0.758943355	0.367046848	1.004092264	0.849480542	1.736405484
ENSMUSG00000023147	Wrb	-2.560656939	-0.967039701	0.048983566	-1.262401967	-0.927387476	-0.334593909	0.401433356	-1.022671682	-0.720306468	0.084384262	1.428532164	-0.014544104	0.990195349	0.77356947	0.610686183	0.578641183	0.784443376	-0.014305759	0.990581953	1.132457141
ENSMUSG00000023191	P3h3	-0.693676544	-0.961267502	-0.172625034	-0.402421429	-1.604714989	-0.838184713	0.20948362	-0.414598502	-1.918296416	-1.212641502	-0.028016347	0.59729808	1.889196248	0.776370463	0.660141462	0.617361274	0.628541984	1.124195223	0.530199347	1.213655277
ENSMUSG00000023460	Rab12	-0.338030328	-0.902891696	-0.821114268	-0.721313904	-2.486015764	-0.48158769	0.544185242	-0.834873342	-1.304211377	-0.206879585	1.802292584	0.362683631	1.213179481	0.947334113	0.827226225	0.754630997	0.241341033	0.508617791	0.503540658	0.391886197
ENSMUSG00000023826	Prkn	-0.87290289	-1.36215873	-1.205192264	-0.911371709	-2.552878797	-0.789505352	0.271593554	0.497869659	-0.11227459	0.498554194	0.799190559	0.779597047	1.358857791	1.09559094	0.686830979	1.047466522	0.498852862	0.359200014	0.213501688	-0.300821477
ENSMUSG00000023830	Igf2r	-1.295292716	-0.461593633	-1.640270899	-0.707707334	-0.554513737	-0.570876372	-0.124367943	-1.064115874	-0.895173804	-1.446888811	0.464917987	0.173465481	0.751718671	0.603307515	1.405258915	1.537170464	1.039282545	0.873747766	1.1256135	0.78631828
ENSMUSG00000023960	Enpp5	-1.39570939	-0.966479984	-1.470494447	-1.145268568	-1.042584125	-0.203213385	0.105640749	-0.722851194	-0.767514705	-0.936527272	0.301019369	0.484405486	1.96631315	1.264110102	0.952951293	0.781244304	0.698797315	1.060229842	0.689343236	0.346588223
ENSMUSG00000023992	Trem2	-0.923553723	-1.329863576	-0.882174709	-1.117376151	-1.204385103	0.147141729	0.791477201	-1.110992284	-1.213260308	-0.148173156	0.709567002	0.941803598	2.510500054	0.724056929	0.677975637	0.81140644	0.090777605	-0.014941081	0.402688291	0.137325605
ENSMUSG00000024014	Pim1	-2.393144291	-1.499014116	-0.826228853	-1.14270879	-1.712412772	0.253722013	1.250110228	0.131086293	0.228194653	0.406161709	-0.352934364	0.292879055	0.687982584	0.318416171	0.745761877	0.649673942	1.109149637	0.767341163	0.732292593	0.353671268
ENSMUSG00000024268	Celf4	-1.086528998	-0.753338742	-0.715675115	-0.515580521	-2.151314991	-1.476056535	-0.902168031	-0.073600192	-0.28438276	0.060610706	1.177709229	0.913064247	1.295877457	0.846908129	-0.030558352	1.585916898	0.842814955	0.72165678	0.626160779	-0.081514943
ENSMUSG00000024286	Ccny	-1.442809572	-1.792701969	-1.107085957	-0.808884948	-1.467296225	-0.088008339	2.018553406	-0.142909886	-0.435091715	0.730492093	0.323273718	0.446598149	1.096605154	0.327070607	0.506709717	0.791233231	0.639657525	0.460955765	0.900923733	-0.957284488
ENSMUSG00000024353	Mzb1	-1.293515521	-2.064783893	-1.424340236	-0.809180307	-1.673424218	0.08781612	-0.221768193	0.777854376	0.185868746	-0.171764185	0.832042853	0.540706968	1.456089609	1.167073196	0.738882173	0.293714223	1.144914999	0.644333668	-0.04899501	-0.161525367
ENSMUSG00000024381	Bin1	-1.082761844	-1.586685529	-0.742168343	-1.095494859	-0.863492222	-0.030601973	0.431159061	-1.849188571	-0.245953222	-0.927794831	0.369642405	1.335982172	1.433686155	1.134522092	0.985778341	0.960480803	0.611503731	0.147121145	0.83696127	0.177304217
ENSMUSG00000024610	Cd74	-0.255163332	-0.959817656	-0.431032326	-1.131494179	-2.331461311	-1.014680467	-0.047991432	-0.889820599	-1.275282311	0.061097045	1.100600445	1.081900483	0.485156175	0.800060731	0.831163806	1.352206865	0.471478898	0.535675444	0.987985877	0.629417843
ENSMUSG00000024654	Asrgl1	-0.587583801	-1.364839267	-0.440241591	-1.488581311	-2.027697893	0.497626328	1.148173301	-0.656798209	-0.336109385	0.246511319	1.00223957	1.119007766	1.926526615	1.342532887	-0.148550233	0.316456735	-0.007437594	-0.246851225	0.079261586	-0.373645597
ENSMUSG00000024673	Ms4a1	-1.406889018	-1.6252598	-0.281841283	-1.008519576	-0.800177543	0.029068569	-0.173146016	-1.694753069	0.296448791	-0.535604937	1.167038278	0.692784645	1.745294588	1.515792867	1.091626068	0.590533192	0.739982863	-0.22731242	0.070419578	-0.185485778
ENSMUSG00000024687	Osbp	-1.77611193	-1.307821946	-1.47347836	-1.283807042	-0.615160912	-0.991421938	-0.21411182	0.021877145	0.702329986	0.545109334	0.2976241	-0.244630414	0.064426694	1.13821264	1.590238095	0.017809255	1.408799809	1.318666508	0.619377417	0.182073379
ENSMUSG00000024768	Lipf	-1.98841898	-1.765538908	-1.503678884	-0.661001639	0.064944963	-0.167962989	-0.150677626	-0.427715056	-0.451725559	-0.323870122	0.943772311	0.445368117	1.873174256	0.902624615	0.226681527	-0.176114444	1.2821892	0.716172365	1.003570541	0.158206312
ENSMUSG00000024770	Lipn	-1.427824233	-1.47601895	0.074200615	-0.417374725	-2.149680052	-0.728016978	-0.481158975	-0.936278349	-0.665203419	0.040534519	1.478455422	0.762391103	0.305989721	0.763507014	0.615695708	0.737810943	0.319314359	1.154039819	1.154531702	0.875084756
ENSMUSG00000024778	Fas	-1.584637383	-1.564776773	-0.715333304	-1.587031852	-1.055615676	0.097228788	0.509373829	0.759453624	-1.199384743	0.238282943	0.558239995	-0.031513077	0.588936805	0.129992297	1.967385417	0.766990058	1.262718733	0.806280511	0.321232019	-0.26782221
ENSMUSG00000024781	Lipa	-0.277272199	-1.625893971	-0.517313681	-0.972972564	-2.315701987	-0.640453245	0.790446163	-0.212577159	-0.873225737	0.291204235	1.567523906	0.886758313	1.23006254	0.649459395	0.141900336	1.191921735	0.474980042	0.333483362	0.575973824	-0.698303311
ENSMUSG00000024887	Asah2	-0.226405445	-0.665745407	-0.982035323	-1.145337425	-1.988567664	-0.537866099	-0.314887688	-0.07044197	-1.120897201	-1.214467896	1.106303798	1.680799614	1.317298447	0.573618059	0.782517467	1.297171567	0.026672554	0.431681281	0.48690907	0.563680263
ENSMUSG00000024983	Vti1a	-0.60931299	-0.715710566	-0.205403212	-1.314306234	-1.851199204	-1.474129898	-0.924248653	0.566260353	-1.007866953	0.30369864	2.033193198	0.834058438	0.709326858	1.22041995	-0.180141842	0.591234916	0.579777574	0.790352576	0.533432087	0.120564963
ENSMUSG00000025006	Sorbs1	-1.079129254	-1.108294406	-0.629634362	-1.133581495	-0.522802938	-1.362762982	-0.637983461	-0.880639128	-1.045822648	-0.897104657	0.768794318	0.91559705	1.636422845	1.154755239	1.044626379	0.453232544	0.779543321	1.082378879	0.984450875	0.47795388
ENSMUSG00000025034	Trim8	-0.475315589	-0.261848006	-1.010922985	-2.43913045	-1.93615468	-0.091880257	1.468376946	-0.806704011	0.027534103	-0.546285836	0.402540236	0.127172971	1.427441457	0.600450168	0.267095621	0.453146942	0.638634471	0.813642447	0.517297903	0.824908549
ENSMUSG00000025151	Maged1	-1.309844373	-1.268944338	-0.747966641	-0.702570565	-0.141940267	0.358516982	0.203792937	-1.724183495	-1.169186102	-1.212648077	0.253746335	1.421263076	1.612214048	0.727068789	1.305021128	0.42371248	-0.00779323	0.581241737	0.375335827	1.02316375
ENSMUSG00000025178	Pi4k2a	-1.688096272	-1.483954794	-1.330118454	-0.707119387	-1.12411551	0.050768691	0.771900549	-0.755259699	-0.280580816	-0.013452898	0.259044775	-0.625259889	1.700187733	0.377492737	0.934483782	0.816214626	1.024393863	1.371105778	1.044355403	-0.341990219
ENSMUSG00000025351	Cd63	-1.627835222	-1.249236893	-1.311312449	-0.526604727	-0.367427908	-0.035318675	0.519486868	-1.527985978	-0.972977902	-1.145092117	0.519203239	0.57905533	1.666862047	0.875236866	0.803060754	0.604549852	0.760113284	0.888585228	0.959890893	0.587747513
ENSMUSG00000025586	Cpeb1	-0.921313372	-1.045765112	-1.337680515	-1.270463497	-0.74033177	-0.793056029	-0.46446265	-1.226517566	-0.417737981	-1.199204866	0.704788452	0.72752175	1.27747216	0.933601678	1.042257063	0.817563677	1.099178344	0.98684374	0.979009935	0.848296557
ENSMUSG00000025630	Hprt	-0.598390105	-0.467592108	-0.173338582	-0.339906134	-0.194349488	-0.278533018	-0.995958658	0.146283451	-2.243771159	0.993813119	1.032581369	1.374834612	1.336679048	1.513180359	1.440624992	-0.049903267	-0.994094657	-0.853570191	-0.113350832	-0.535238751
ENSMUSG00000025742	Prps2	-0.189005879	-1.15267948	-1.526111457	-0.886192734	-1.101301297	-0.463583361	0.654253675	-1.271875094	-0.48481343	-0.664456879	-0.231980192	1.744464928	1.255452561	1.258792771	1.594698245	-0.162365424	-0.307372256	0.388443136	1.001119149	0.54451302
ENSMUSG00000025808	Ccdc7a	-1.227253507	-0.819321705	-1.164892561	-1.441286904	-0.613462279	-1.43959987	-0.196611249	-1.200444675	-0.692653342	-0.498265966	0.860935937	1.003652598	0.931870886	0.820879246	0.92873324	0.875050904	0.992332398	1.060473035	0.755919324	1.063944491
ENSMUSG00000025854	Fam20c	-1.158974783	-1.63828453	-1.822557272	-0.776675871	-1.369357019	0.754207757	1.379970855	-0.804383871	-0.071784524	-0.840833513	0.163519053	0.397255102	1.23012199	0.111188769	1.028378967	1.07529001	0.571382293	0.641877854	0.706094139	0.423564594
ENSMUSG00000025876	Unc5a	-1.343777461	-0.561302774	-0.390792104	-0.708175831	-1.244337252	-0.507814103	-0.702829248	-1.005196417	-1.356737484	-0.556756361	2.002454925	0.82056855	1.021378921	1.498964524	0.655640341	1.164888419	0.395394525	-0.354197962	0.717079097	0.455547696
ENSMUSG00000025920	Stau2	-0.836554118	-1.157060793	-0.759837353	-1.082418174	-1.576962634	-0.679942418	-1.056298114	-0.659761728	-0.941872086	0.323031902	1.237472496	1.46615023	-0.101221599	1.381159253	1.381722813	0.462296625	0.216311084	0.730276321	0.987925804	0.66558249
ENSMUSG00000026003	Acadl	-1.278669949	-1.688037533	-1.011406175	-0.575972043	-0.089423417	0.138348048	0.232587994	-0.846923877	-1.436773615	-0.773710676	0.917724983	0.638906939	1.917510199	1.765261407	0.675862038	0.93164977	-0.028822019	0.087685138	0.55321502	-0.129012232
ENSMUSG00000026011	Ctla4	-1.672881163	-1.268787082	-1.786321659	-0.618758322	-1.391942168	0.704217783	-0.126824448	1.347512122	0.219727832	0.74492183	-0.324838561	-0.028593916	-0.132028263	0.294480436	-0.191599064	1.243323144	1.764101101	0.097277475	1.111095692	0.01591723
ENSMUSG00000026077	Npas2	-0.528690192	-0.936537354	-1.437381155	-0.589813548	-1.85533326	-1.449339291	-0.149160275	-0.481960064	-0.243494452	-0.977510415	1.254901713	0.821208052	1.018079381	1.323491559	0.778189595	0.093903547	0.840543024	1.139752825	0.756631954	0.622518356
ENSMUSG00000026189	Pecr	-0.958116593	-2.312414869	-0.536289343	-0.891593953	-1.973465892	0.697191416	0.652476046	0.097915242	-0.575838111	0.348492394	1.159410088	0.22430969	1.94695636	0.001342616	0.745886112	0.614405826	0.112219572	0.453089127	0.214225417	-0.020201145
ENSMUSG00000026303	Mlph	-1.427938452	-1.292667442	-1.019335307	-0.828700896	-0.803442267	-0.860247695	-0.570223158	-0.808078324	-0.91676877	-0.910109346	0.779230132	0.618552494	1.373100448	0.885983421	0.796836206	1.035731623	1.060192715	1.28766502	1.025333082	0.574886518
