ensembl_gene_id	gene_name	AT01_AMY_F0_D0_R1	AT02_AMY_F0_D0_R2	AT03_AMY_F0_D0_R3	AT04_AMY_F0_D0_R4	AT05_AMRY_F0_D0_R1	AT07_AMRY_F0_D0_R3	AT08_AMRY_F0_D0_R4	AT05_AMDO_F0_D0_R1	AT06_AMDO_F0_D0_R2	AT07_AMDO_F0_D0_R3	AT08_AMDO_F0_D0_R4	AT14_AMDY_F0_D0_R2	AT15_AMDY_F0_D0_R3	AT16_AMDY_F0_D0_R4	AT13_AMRO_F0_D0_R1	AT14_AMRO_F0_D0_R2	AT16_AMRO_F0_D0_R4	AT10_AMO_F0_D0_R2	AT11_AMO_F0_D0_R3	AT12_AMO_F0_D0_R4
ENSMUSG00000031504	Rab20	-1.457662032	-1.016378773	-0.624156242	-1.912374219	-0.247033558	-0.836376103	-0.925875036	0.187207425	-0.058756253	-0.742513255	-0.717775269	0.901955784	0.706547793	1.588397177	1.490280771	0.67812731	0.403147554	0.725635735	0.662643884	1.194957306
ENSMUSG00000031780	Ccl17	0.019299746	0.8249522	0.506102493	-0.166173183	-0.942812709	-0.065503062	0.479225164	-0.942812709	-0.670771043	-0.486091874	-0.065745711	-0.435359627	-0.942812709	0.067204417	3.609745041	0.317681898	-0.942812709	-0.430574174	0.066873285	0.200385269
ENSMUSG00000031897	Psmb10	-0.374671734	-0.854339004	-0.359256434	0.105836772	-0.722956583	-2.08154267	-0.172999845	-0.110274589	-0.437966925	-0.218738018	-0.726746391	0.601510622	0.236183435	0.280554725	2.193756856	0.168893406	2.549146759	-0.457685615	0.511849326	-0.130554091
ENSMUSG00000032053	Pou2af1	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.58596479	-0.247708705	-0.58596479	-0.58596479	-0.58596479	1.075775532	0.8151657	0.410609646	3.056207098	-0.58596479	1.238286141	1.269206859
ENSMUSG00000032089	Il10ra	-0.438654939	-0.810241681	-0.595471876	-1.373955604	-1.279449822	-0.63654614	-0.380614481	-0.174276478	-1.031349452	-0.550845319	-0.68149224	1.349160521	1.514524552	-0.057328648	2.294160305	0.615959086	1.284851291	0.380500951	0.019812959	0.551257013
ENSMUSG00000032322	Pstpip1	-0.830912548	-0.029492575	0.113762595	-0.830912548	-0.830912548	-0.276186057	-0.203347925	-0.830912548	-0.029866618	-0.365737951	-0.830912548	-0.830912548	-0.830912548	0.661656211	2.807401662	1.153541858	1.393156497	-0.532274116	-0.273399156	1.397173409
ENSMUSG00000032580	Rbm5	-2.141314797	-1.112481012	-1.029338495	-1.075380344	-0.019411395	0.231867436	0.616947936	-0.356233653	-0.640131081	-0.884235994	0.664954067	0.802420633	2.344174392	0.304620539	0.150186444	0.642465732	0.765128209	-0.619824891	0.353640875	1.001945399
ENSMUSG00000032596	Uba7	-0.649701552	-1.021290331	-0.141435963	-0.049537079	-0.972948916	-0.297504653	0.763717608	-1.132609253	-0.824979789	-0.201344189	-0.588938647	0.724452867	-0.122459671	0.424102184	2.78801007	0.683330272	1.881165764	-0.857294002	-0.539958073	0.135223353
ENSMUSG00000032661	Oas3	-1.024023292	-0.575707768	-1.359929417	-0.093228219	-1.092695119	-0.88680937	0.371102125	0.063121887	-0.576152222	-0.787661577	0.056790118	0.137677946	-0.94407745	1.235005948	2.262877015	1.889076448	0.622198365	-0.333173495	0.005427877	1.030180202
ENSMUSG00000032754	Slc8b1	-0.800893737	-1.186029656	-0.462748951	-0.701375799	-0.598874459	-1.823107219	-0.775437994	-0.002486084	-0.003876224	-0.251436336	-0.502639607	-0.454947567	0.940815678	0.610024786	1.672608634	-0.0427214	2.441265855	0.324120616	0.87675038	0.740989084
ENSMUSG00000032812	Arap1	-1.143324058	-0.700284087	-0.428799429	-0.989041047	-0.468230542	-0.941222817	-1.194113021	0.071856673	-0.381462573	-0.287697758	-0.255948922	-0.757252162	-0.432659477	1.539783152	1.64966628	-0.036542806	1.924421666	0.759985474	0.353220105	1.71764535
ENSMUSG00000033213	AA467197	-0.703989047	-1.083833044	-1.166834508	-1.312064267	0.112270599	-0.016363345	-0.690784693	0.579445549	-0.028131341	-0.444448959	0.298694998	0.683345062	-2.059680488	0.78832608	2.367309378	0.675781003	0.864806433	-0.111045975	0.30436087	0.942835695
ENSMUSG00000033467	Crlf2	-0.63369513	-0.705404835	0.345825397	0.660738874	-1.621979588	-1.479222427	-0.216731076	-0.075531705	0.048463119	0.251774123	-0.586718781	-1.136427947	-0.517245757	0.136625161	1.063612722	0.603404561	2.939045535	0.154414915	0.725474012	0.043578826
ENSMUSG00000034118	Tpst1	-0.420895854	-1.939656448	-1.090592517	0.139285846	-0.204822904	0.323256633	-0.122451643	-1.117600438	-1.149310802	-0.927100575	-0.70567026	0.483238441	0.906759454	0.852947485	2.085588382	1.123220917	1.274197976	-0.493977389	0.584109244	0.399474453
ENSMUSG00000034459	Ifit1	-1.11622965	-1.071789015	-0.334891235	-0.078739604	-0.042880953	0.119684071	0.304163338	-0.315111795	-0.278645477	-0.323450451	-1.132085939	1.177788821	-1.858309814	1.25477713	1.92737048	1.81570116	0.781026686	-0.608060548	-0.548671072	0.328353867
ENSMUSG00000034855	Cxcl10	-1.722909197	-1.202078018	0.077893653	-0.141081947	-0.126468966	-0.508667458	-0.004227704	-0.630889266	-0.126382345	-0.173763662	-0.401278335	1.074424935	0.626456349	0.708173868	2.47162257	1.802590286	-1.218862571	-0.818079789	0.343882999	-0.030355401
ENSMUSG00000035208	Slfn8	-1.357319249	-0.89251003	-0.987267582	-0.904784666	-0.18458844	0.492588986	-0.231223839	-1.018534939	-0.242965647	-0.270219385	-0.521992335	0.326081585	-0.748022312	1.252900684	2.570384411	1.575880767	0.753279245	-0.128623114	-0.35478913	0.871724989
ENSMUSG00000035273	Hpse	0.255693572	-0.454331514	0.159515155	0.165082551	-0.877632331	-0.877632331	-0.877632331	-0.544327263	-0.454562238	-0.015149994	-0.877632331	-0.877632331	-0.877632331	1.076363353	2.762721358	0.570934464	1.597008656	-0.618700537	-0.394245308	1.159791735
ENSMUSG00000035692	Isg15	-0.859102798	-1.181483171	-0.685329873	0.428820816	-1.000375791	-1.656325939	0.416456821	-0.655621769	0.06052251	0.121527601	-0.892509944	1.044273209	-0.529266282	1.16317084	2.110734092	1.806646017	0.635140793	-0.354346415	-0.18386161	0.210930892
ENSMUSG00000035851	Ythdc1	-0.71188838	-1.65687442	-0.723537103	-0.492236717	-1.269375063	0.770868928	0.132952349	-0.670083662	-0.309114744	-0.660137636	-0.264862591	2.289318973	1.466648193	0.08629194	0.164275297	0.834733754	1.793257756	-0.591974656	-0.119358612	-0.068903606
ENSMUSG00000035929	H2-Q4	-0.570466944	-0.874504151	-0.965210684	-0.758460359	-0.978063669	-0.326106024	-0.40957416	-0.523434594	-0.445606274	-0.839047226	-0.198238315	0.165706796	-0.037655244	1.160076334	3.231741758	0.818606995	0.555392054	-0.275890245	0.264233583	1.006500367
ENSMUSG00000035953	Pip4p1	-0.773374853	-0.715318274	-1.014676207	-0.198930021	-0.93724041	-0.281282146	-0.192363231	0.530574376	0.39613304	-0.688349098	-0.222913596	-0.906270327	-0.712722006	-0.176742148	1.278482938	0.733126118	3.320975652	-0.128628834	0.501140476	0.188378552
ENSMUSG00000036432	Siah2	-1.473540929	-0.776253497	-0.363671706	-0.493026946	0.905061189	0.6125968	0.269551216	0.408509849	-0.174540643	-0.092626036	0.65413514	-0.474511352	-2.731386782	-0.146993853	1.588472262	0.516066297	1.855914103	-0.024540494	-0.085760279	0.02654566
ENSMUSG00000036478	Btg1	-1.265898414	-1.453085022	-0.955955244	-0.688800733	-0.111688675	-0.563586923	0.069627276	-0.623008	-0.495961349	-1.105818499	0.179536235	1.099285307	0.151229525	0.440129589	2.496421636	0.828383081	1.626409153	0.026831967	-0.385815251	0.73176434
ENSMUSG00000036560	Lgi4	-0.616905467	-1.177725264	-0.084050307	-0.258976635	-0.100037238	0.181469364	-0.59247405	-2.136008459	-0.259412636	-1.247451378	-0.984311333	0.054652167	0.396731945	1.244492405	1.617231109	1.34595884	0.982543403	0.002667645	0.048727663	1.582878227
ENSMUSG00000036622	Atp13a2	-1.34091414	-1.348175535	-0.361140991	-0.448126901	-1.460815981	-0.263125757	-0.904778704	0.265278606	0.107820927	-0.235340174	-0.294235857	-0.58900296	-0.097608192	1.360336438	1.642882803	0.251660158	2.171119775	0.150054008	-0.054580223	1.448692701
ENSMUSG00000036875	Dna2	-0.080411025	0.087571282	-0.726588719	-0.125798878	0.238123907	0.921545444	0.674044117	-1.784799006	-0.406462503	-0.476809585	-1.993968239	1.890194175	1.795467044	-0.413634382	1.013372475	0.065740008	0.809786573	-0.552944721	-0.211388314	-0.723039653
ENSMUSG00000036896	C1qc	0.585027128	1.26908285	-0.286474993	-0.351206707	-1.149446579	-0.547031191	-0.664840915	-1.230489811	0.075882753	-0.089171713	-0.723106541	-0.364084037	0.155592648	0.446993299	2.039690684	0.069408395	2.11854009	-1.89042661	0.292983375	0.243077874
ENSMUSG00000036905	C1qb	-1.057757009	0.234306219	0.592477637	0.257688718	-0.800671455	-1.619299635	0.258624936	-1.442675911	-0.448217486	-0.06232463	-0.474209217	-0.904571572	0.157619493	0.358789519	2.721167853	0.221309942	1.468445492	-0.557933261	0.739164448	0.35806592
ENSMUSG00000036908	Unc93b1	-1.140745792	-1.302960002	-0.376654479	-0.227954603	-0.601316663	-0.385628264	-0.445256054	-0.668261865	-0.431413999	-0.367363372	-0.153757854	0.028955453	-1.081740907	0.814289686	2.825538725	0.536406683	1.753129148	-0.08312866	0.289079542	1.018783278
ENSMUSG00000037321	Tap1	-0.402980828	-0.888196101	-0.477358461	-0.208439621	-0.487032377	0.086006113	-0.330242405	-0.644442389	-0.41668973	-0.84814183	-0.516961224	0.173441978	-1.234172426	0.79210921	3.436846378	1.184616557	0.398716516	-0.115593415	-0.029744402	0.528258459
ENSMUSG00000037326	Capn15	-2.038203869	-0.930539945	-0.421823215	-0.449771663	-1.808467446	-0.949293785	-0.076944669	0.317323846	0.206753932	0.318095066	0.53933271	-1.100517124	0.242232832	0.722118381	1.365114886	0.934664116	1.569937102	0.624971187	-0.262431475	1.197449134
ENSMUSG00000037849	Ifi206	-0.664906446	-0.664906446	-0.195894857	-0.664906446	-0.664906446	-0.664906446	-0.30913518	-0.664906446	0.230576883	0.544488747	0.089525176	-0.664906446	-0.664906446	1.280825788	2.563249649	2.480777861	-0.664906446	-0.258623698	-0.227097747	-0.214534611
ENSMUSG00000037868	Egr2	-1.195742687	-1.027945444	-0.520963498	-1.351422035	-0.414182153	0.63191974	0.138549483	-0.007719695	-0.097516692	-0.993496918	-1.072960423	1.241402407	1.963761374	-0.02898132	0.176102438	0.452819793	2.42135268	-0.245794477	0.208076366	-0.277258939
ENSMUSG00000038037	Socs1	-1.248583792	-1.248583792	-0.115648343	-0.251004579	-1.248583792	0.574962353	0.062501995	-0.174094063	-0.55765375	-0.587344298	-0.173699951	1.464620641	-1.248583792	0.106131453	2.563020524	1.077335819	0.972344152	-0.513951811	-0.169113353	0.71592838
ENSMUSG00000038085	Cnbd2	-0.152216076	-2.799145944	-1.16655943	-0.566481314	1.853111877	-0.745976302	0.622431389	-0.611758501	-0.533741233	-0.438227881	-0.538131078	0.9959072	1.024539858	0.715301311	0.88526439	0.347417958	0.60984179	0.028574786	0.219029771	0.250817431
ENSMUSG00000038517	Tbkbp1	-0.874018548	-0.82928186	-0.298321013	-0.626221694	-0.560588334	-1.43806969	-1.939874996	0.434277058	-0.022317213	-0.118829436	0.240155617	0.089213612	1.023751279	0.666088631	2.349914636	0.3696768	1.661621586	0.157049615	-0.723672566	0.439446518
ENSMUSG00000038775	Vill	-0.961547993	-0.460089033	0.100914183	0.645678329	-0.44332993	-0.706997025	0.636466898	-1.072168489	-1.640780341	-0.426096709	-1.03547835	1.060848501	-0.127731066	0.839423334	1.509568138	0.896836981	2.223010448	-1.154296279	0.179062723	-0.06329432
ENSMUSG00000038872	Zfhx3	-1.562601357	-1.524390847	-1.046139481	-1.36269819	0.356347794	0.059739075	-0.56828603	0.642069145	-0.279990875	-0.498790479	0.058255952	0.822424555	-0.450515105	1.442236057	1.30308015	1.194038175	-0.975207288	0.927686234	-0.017710098	1.480452612
ENSMUSG00000039699	Batf2	-0.538500195	-0.549221958	-0.502078038	-0.575802829	-1.213184473	-1.829732221	0.2079683	-0.159137239	-0.139931531	-0.632898598	-0.189396923	0.522393199	-1.357441669	0.839445905	2.612808568	0.641335756	0.839677768	0.221546271	1.049585965	0.752563944
ENSMUSG00000039899	Fgl2	-0.886456973	-0.274761727	-0.487723709	-0.341054284	-0.0524423	-0.436291028	-0.171161078	-0.763150133	-0.768689618	-0.456937582	-0.688647403	0.552161086	-1.5187857	1.051259062	3.052469718	0.978644574	0.756816587	-0.483157051	-0.014627097	0.952534654
ENSMUSG00000040033	Stat2	-0.196008801	-0.367195262	-0.58556864	-0.609114367	-1.405541894	-0.725681656	-0.108776044	-0.215473081	-0.182600061	-0.422754895	0.062991893	1.048590876	-0.565640078	0.425231332	3.28976431	1.21726703	0.664498924	-0.72469579	-0.677443961	0.078150167
ENSMUSG00000040483	Xaf1	-0.218188618	-0.55472597	-0.664671491	-0.006790778	-1.000947922	-2.364246025	-0.312825154	-0.495911139	0.206081316	-0.801746983	-0.705727983	1.372778076	1.136320072	0.553565562	2.097953736	1.207166983	0.552055288	-0.390854136	-0.12827369	0.518988855
ENSMUSG00000040616	Tmem51	-0.61164967	-0.405413188	-0.207230956	-0.164437415	-0.971653354	-1.027149415	-1.416952911	-0.668739063	0.020292434	-0.182982809	-1.908585264	0.098436754	1.756658942	0.641482952	1.052277591	-0.055264046	1.84009225	0.432459354	0.394601937	1.383755877
ENSMUSG00000040751	Lat2	-1.07514027	-0.592672359	-0.61434393	-1.227056492	1.499151385	0.145841413	0.132932516	-0.801783619	-0.79281596	0.138000922	-1.265727193	0.61562262	-0.544609227	0.671230015	2.542383715	1.233059986	0.871846576	-0.734624742	-0.115904162	-0.085391195
ENSMUSG00000040809	Chil3	0.016115755	-0.040463035	-0.980648816	-0.977613853	-0.664609048	-1.486318357	-1.519472375	-0.188146731	-0.483210308	-0.896105726	-0.24386487	0.453698007	-0.781472924	1.436181049	1.863818222	0.893517067	1.325381089	0.401785251	0.644895563	1.226534042
ENSMUSG00000041132	N4bp2l1	-1.642831915	-0.50217737	-0.567239244	-1.202832991	0.362966109	0.366471543	0.372078339	-0.389858412	-0.984191921	-0.612362365	-0.295572098	1.007785319	0.894791694	0.531258451	1.00928911	0.964959744	2.565484985	-0.251957292	-0.44065541	-1.185406276
ENSMUSG00000041481	Serpina3g	-0.303005411	-0.937935868	-0.428709753	-0.937935868	-0.070636216	-0.937935868	-0.531311305	-0.937935868	-0.758406398	-0.937935868	-0.458472282	0.828122107	0.363219903	0.963018461	2.901201519	1.183625906	0.565647456	-0.74443592	0.345035252	0.834786022
ENSMUSG00000041736	Tspo	-1.034811433	-0.518753293	-0.246576058	-0.027581053	-0.015028345	-1.451068122	-0.645973472	0.090762549	-0.030186662	-0.598207353	-0.953693317	-0.403274558	-0.433336816	0.672822823	1.887324301	0.115993628	3.037794709	-0.059689524	0.320391226	0.293090771
ENSMUSG00000041926	Rnpep	-1.298619563	-0.728091019	-0.769706116	-0.883920306	-0.877971583	-0.982160633	-1.046873218	-0.008491557	0.023113286	-0.26638811	0.546142969	-0.249966769	-0.903204303	1.256655868	0.927309815	0.238036343	2.576116471	1.050993716	0.455987303	0.941037406
ENSMUSG00000042190	Cmklr1	-0.902215545	0.85209533	-0.902215545	0.112569818	-0.902215545	-0.902215545	0.080678516	-0.409051084	-0.057784174	0.238231416	-0.902215545	-0.902215545	-0.902215545	0.652108841	3.153155045	0.613057896	1.123094136	0.185884163	0.248988553	-0.477519637
ENSMUSG00000042249	Grk3	0.59911738	0.337861321	-0.320100542	-0.736584361	-0.300388647	1.192629646	0.335511668	-1.845002544	-1.721810919	-0.511424675	-1.55077609	0.892353463	1.462616578	0.741910733	1.421433632	-0.327604366	0.648666561	-0.470275497	-0.614849066	0.766715725
ENSMUSG00000042349	Ikbke	-1.189829432	-0.466964128	-0.438401375	-0.686222506	-0.638247078	-1.499445611	-0.848760747	-0.300253998	-0.223006633	-0.287721151	-0.38818732	0.671885137	-0.400340561	1.606635759	1.856206693	0.165529709	1.708179043	-0.577235584	0.205742167	1.730437615
ENSMUSG00000042726	Trafd1	-0.78716395	-1.946946684	-0.863737608	-0.383023348	-0.30356047	-0.326993191	-0.039761526	-0.375771632	-0.638305391	-0.784886385	-0.632022673	0.38216609	-0.505949921	1.104967328	2.654807959	0.413526529	1.073520665	0.007973854	0.844797863	1.106362488
ENSMUSG00000045763	Basp1	-1.122176767	-1.262934163	-0.42282121	-1.684593708	0.042224672	0.494897197	-0.166203159	0.699335068	0.860847667	0.155586541	0.38390002	0.350108308	-2.446578177	-0.278704181	1.736601518	0.673399949	1.20899731	0.54839577	0.181911591	0.047805754
ENSMUSG00000046031	Calhm6	-1.502895963	-0.60050067	-0.367909581	-0.150135347	0.444226996	-1.33553708	-0.523764612	-0.098679405	-0.08543682	-0.655218847	-1.335838083	1.290291533	0.759224733	0.351661579	2.807409831	0.935004198	-0.637721959	0.128868319	0.173997807	0.402953372
ENSMUSG00000046718	Bst2	-0.731433711	-1.051103891	0.046141571	-0.211919684	-1.494113482	-0.802114045	0.231307135	0.156034058	-0.294729557	-0.476206452	-0.58795217	-0.875691101	-0.338023848	0.895402491	2.674969598	0.998275054	1.826833908	-0.530747355	0.490724337	0.074347144
ENSMUSG00000047798	Cd300lf	-0.718848911	-0.527138591	-0.788377068	-1.247465453	-0.569489338	-0.593930904	-1.08610768	0.612376022	0.030886603	-0.321317283	-0.563538335	0.776656726	-0.434183107	-0.223748783	1.403421201	0.238196514	3.164589659	0.568339621	0.394144006	-0.114464898
ENSMUSG00000047881	Rell1	-1.126685309	-2.002794314	-0.71505645	-2.602314151	0.411535255	-0.414953024	0.218171837	0.170070513	0.712471434	0.417771079	0.964355355	1.072443321	0.960395884	-0.426052966	0.878315672	0.393326886	1.083376131	0.12975093	-0.179211915	0.055083831
ENSMUSG00000048677	Tpcn2	-0.354832986	-1.460246026	-0.475963751	-0.807218076	-0.833407235	-0.344549982	-1.237501807	0.634606408	-0.18511587	-0.139885727	-0.806650753	0.039112211	-0.618114214	1.283407888	1.739266277	-0.165922451	2.546022826	0.135013362	0.155454513	0.896525393
ENSMUSG00000049401	Ogfr	-1.35598956	-0.0872504	0.09034408	-0.450117261	-0.515696289	-1.463228775	0.195950711	-0.614041628	-0.606587951	0.143117537	-0.363820977	-0.787591455	-0.690489995	0.304436024	2.571506693	0.386702439	2.280643033	0.555120967	0.037013806	0.369979003
ENSMUSG00000050370	Ch25h	-0.704153139	-1.627975428	-0.286616324	-0.805798503	-0.320732307	0.565936223	0.008208362	0.672533143	0.337192657	0.560612846	0.831123644	-1.176730622	-2.135977346	0.417068602	1.951489645	0.194334447	1.76374475	-0.209246964	-0.0714508	0.036437114
ENSMUSG00000051043	Gprc5c	-1.632591592	-1.466887678	-1.200619222	-1.170722963	-0.205006354	0.284795364	-0.584668614	0.211293056	-0.079113404	-0.508603562	0.881799477	-0.099085762	-0.974887411	1.454218418	1.588327023	0.636170327	0.390178136	0.752599618	-0.036800485	1.759605627
ENSMUSG00000051314	Ffar2	0.683518871	0.12037126	-0.434308535	0.176171853	1.668382998	-0.01229039	1.01161593	-0.148926694	-0.767130793	-0.3866973	-0.579103856	-1.862158911	-1.103661793	-0.757445931	0.162642235	0.312272209	2.617093054	-0.860117476	0.533169061	-0.373395792
ENSMUSG00000051403	Ppp1r37	-0.79205022	-1.030462919	-0.397496981	-0.730162758	-1.158214562	-2.112482507	-0.079454059	0.596425164	0.184189888	0.035509402	0.354391035	-0.653224193	0.863983586	0.334030536	0.486251477	0.560326011	2.87362277	0.205302675	0.391337675	0.068177979
ENSMUSG00000052270	Fpr2	0.718006606	0.098646166	0.091371303	0.54377192	0.101683415	-0.483052698	0.26889379	-1.530929393	-1.233550709	-0.656408347	-1.929026738	0.34245777	0.060815835	0.674753446	1.892210363	0.42049656	1.692597056	-1.382556472	-0.427936545	0.737756673
ENSMUSG00000052776	Oas1a	-0.954504902	-1.191570549	-1.237249616	-0.51644093	0.468970715	-0.679758313	0.151618667	-0.489631097	-0.289771131	-0.241122052	-0.2806892	0.295239553	-1.581242938	1.14721702	2.070256473	1.184632631	1.842192611	-0.538440466	0.224698987	0.615594537
ENSMUSG00000053063	Clec12a	-0.429424832	1.050357164	-0.097458138	0.093368259	0.025772298	-0.354309603	-0.780527491	-1.255491631	-0.811650838	-0.515018462	-1.65157531	0.253565423	0.057679429	0.496460883	2.943316306	0.434379806	0.848579232	-1.201823942	0.425407063	0.468394387
ENSMUSG00000053113	Socs3	-1.336671044	-2.030757111	-0.840242929	-1.259723746	-1.003307389	-0.162313485	0.663573633	0.059297664	0.234417116	-0.583200941	-0.038598545	0.956397882	-0.49150086	0.494523244	1.810487929	1.041087446	1.223091119	0.988575645	-0.432427488	0.70729186
ENSMUSG00000053318	Slamf8	-0.048262553	-1.175645327	-0.410844299	0.185606003	-1.175645327	0.614893248	-0.118878248	-1.175645327	-0.396119748	-0.919996282	-0.306342907	0.206146157	-1.175645327	0.724168476	3.094787369	1.074473245	0.544736193	-0.118503429	0.276435775	0.300282309
ENSMUSG00000053835	H2-T24	-1.549436975	-0.121738648	-0.471052508	-0.483696451	-0.275641287	0.12560499	-0.561017188	-0.445806865	-0.578404924	-0.672849778	-0.409529946	0.903272834	-0.166122125	0.955751675	2.847393901	1.492794038	0.328463101	-1.29502551	-0.367911737	0.744953403
ENSMUSG00000054072	Iigp1	-0.485209184	-0.069874505	-0.116076251	-0.18187588	-0.998925365	-0.998925365	-0.998925365	-0.208212901	-0.070210367	-0.820443665	-0.392020794	1.379417385	-0.998925365	0.582144952	2.929604589	1.421252252	-0.314923295	-0.644471362	0.517825253	0.468775235
ENSMUSG00000054203	Ifi205	-0.369473145	-0.914711313	-0.502709657	0.030617136	-0.245494807	-0.914711313	0.000908631	-0.914711313	0.042605067	-0.600754947	-0.03037279	0.374271369	-0.914711313	0.794510637	2.563014105	2.485901302	-0.914711313	0.098913485	0.450703867	-0.519083687
ENSMUSG00000054387	Mdm4	-0.435353065	-0.755650972	-0.678906138	-1.130458586	-0.724962775	0.826764957	-0.910544443	-0.282735845	-1.580320577	-1.166843336	-0.09909222	1.533994214	1.197082261	-0.035424698	1.190144373	1.142073294	1.876978164	0.563188139	-0.37653459	-0.153398156
ENSMUSG00000055413	H2-Q5	-1.298526567	-0.135119549	-1.362486696	-1.352135296	0.089208252	-0.68703994	0.073222973	0.219140453	-0.566456085	-0.696566037	-0.484383676	1.384786841	-0.671496977	0.94413438	2.337754811	1.292630235	0.593528127	-0.711781355	0.162278618	0.869307488
ENSMUSG00000056054	S100a8	-1.131010998	-1.453533987	-1.013585685	-0.470251579	-0.02231593	-0.74056833	-0.938182598	0.667879518	-0.2560619	-1.350970727	0.269829675	-0.343499359	-0.759384225	1.003784989	2.090726367	0.450480388	0.74433113	0.797582022	1.37141778	1.083333449
ENSMUSG00000057530	Ece1	-1.643071811	-0.422846739	-0.682730034	-1.765825201	0.82942122	0.823604922	0.697940631	0.174943952	-0.115678873	0.08559525	0.554492132	-2.137546169	-0.851911154	0.047718501	0.489393852	1.480183011	1.124789998	1.046164632	-0.185668774	0.451030654
ENSMUSG00000058435	Btnl4	-0.744191573	-0.744191573	-0.744191573	-0.744191573	-0.744191573	-0.744191573	-0.744191573	-0.470430133	-0.744191573	-0.557105583	-0.744191573	1.474057871	-0.744191573	1.43928679	2.037430792	1.150440842	0.94013382	-0.372649965	0.367921774	1.432829519
ENSMUSG00000058794	Nfe2	0.008591741	-1.824005935	-0.205062031	-0.116309998	-0.553326195	-1.250082598	-0.377432298	0.061994154	-0.0485135	-0.828914981	0.021718958	-0.055127329	0.074571321	0.148843317	1.639232965	0.892937152	2.991636938	-0.398035352	-0.460179205	0.277462876
ENSMUSG00000059325	Hopx	-2.001279355	-0.311751578	-0.642270593	-0.897779547	-0.056980436	-0.974263036	-0.262189108	-0.272602427	-0.08779792	-0.737384627	-0.670814056	1.256841875	-0.348969417	1.058211432	2.36219742	0.297986054	0.993842251	-0.350897374	0.263090725	1.382809717
ENSMUSG00000059851	Kmt5c	-1.091921189	-1.156932366	-0.345820425	-0.369069974	-1.461792036	-0.830427139	0.581737608	-0.374570472	-0.321543529	-0.945585295	0.326545084	-0.303845085	-0.150196894	0.294098659	1.064740874	0.628729116	3.036718535	0.381470248	0.228840874	0.808823407
ENSMUSG00000060477	Irak2	-0.4310318	-0.613701385	-0.337219753	-0.398806872	-2.440869159	-1.289560286	-0.318916534	-0.001372155	-0.043270776	-0.052468589	-0.364593765	-0.484650424	-0.567933297	1.18620478	2.166991645	0.661872504	1.240670206	0.447540272	0.575488515	1.065626874
ENSMUSG00000060550	H2-Q7	-0.881084866	-1.300451539	-1.099763986	-1.221043835	-0.832150536	-0.125891217	-0.409526753	0.095146105	-0.036453875	-0.605037992	-0.205037655	0.702408169	-0.971752272	1.228722499	2.461836881	1.207384336	0.450687847	-0.268424256	0.624416963	1.186015983
ENSMUSG00000060671	Atp8b2	-2.023999097	0.289463222	-0.570291917	-0.554523868	0.522954827	1.263690261	0.550725378	-0.430477074	-1.212082995	-0.641766413	-1.421099236	0.674758312	0.173771617	1.034059091	1.265776697	0.916757114	1.165894057	-0.640041614	-1.205237152	0.841668788
ENSMUSG00000061132	Blnk	-1.066871651	-0.561431454	-0.709959573	-0.707063253	0.621145559	-1.066871651	-0.587256511	-0.668890421	-0.780017627	-0.414703052	-0.735706774	0.942454286	-1.066871651	1.558466398	2.040895063	0.443860277	1.286978751	0.057786898	-0.137855757	1.551912142
ENSMUSG00000061689	Dlgap4	-1.162546912	-0.795572053	-0.336861558	-0.85807763	-2.205802184	-1.224655035	-0.492598259	0.464933788	-0.37868861	0.047045634	0.599527466	0.351477245	0.497766011	0.566459332	1.022901506	0.069425195	2.392893196	0.463133782	-0.090617262	1.069856348
ENSMUSG00000062783	Csprs	-0.394425161	-1.09061342	-1.09061342	-0.215601323	-1.09061342	-0.267908691	-0.849836915	-0.736674634	-0.835503989	-0.510616815	0.050026434	1.091428449	-1.09061342	1.58844849	2.052056284	0.884502587	0.743894824	-0.192725502	0.461823503	1.49356614
ENSMUSG00000064246	Chil1	0.519937441	-0.392933524	-0.10875919	0.322848136	-1.915213225	-0.259535353	-0.445151903	-1.915213225	-1.023480187	-0.367339305	-1.091458514	1.504380439	0.657927698	0.726456579	1.562344747	0.950282361	1.07858242	-0.595974687	0.19151103	0.60078826
ENSMUSG00000066363	Serpina3f	-0.668788435	-0.668788435	-0.668788435	-0.187454323	-0.668788435	-0.668788435	-0.668788435	0.156957879	-0.668788435	-0.456867016	-0.41074813	0.830278231	-0.668788435	0.667895728	3.099037397	1.750105783	-0.668788435	-0.427881486	0.334454653	0.663317197
ENSMUSG00000066861	Oas1g	-0.609367801	-1.067477013	-0.472590288	-0.468343163	-1.067477013	-0.170257072	-1.067477013	-0.039640932	-0.139634274	-1.067477013	-0.324455619	0.881339187	-1.067477013	1.315291976	1.901795852	1.446112852	1.502626448	0.122467571	-0.744343094	1.136383422
ENSMUSG00000067149	Jchain	-0.753843631	-0.329014305	-0.501523671	-1.187400494	-1.187400494	-0.334607354	-1.187400494	-1.187400494	-0.540421676	-0.290666094	-1.187400494	0.17148371	0.661086432	1.370930729	0.967204028	0.791501189	1.738065839	0.352635681	1.241807255	1.39236434
