ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC034_T3_B_AMD_R1	SC035_T3_B_AMD_R2	SC036_T3_B_AMD_R3	SC037_T3_B_AMD_R4	SC038_T3_B_AMD_R5	SC034_T3_B_AMR_R1	SC035_T3_B_AMR_R2	SC036_T3_B_AMR_R3	SC037_T3_B_AMR_R4	SC038_T3_B_AMR_R5
ENSMUSG00000021177	Tdp1	0.550056933	0.538985444	0.012361459	0.142385678	-0.449325302	1.688487956	0.744121453	0.91238763	2.058880374	0.855853304	-1.366029153	-0.159627938	0.663039764	-1.276159219	-1.012168368	-0.701660718	-0.345238267	-0.671896134	-1.613231639	-0.571223256
ENSMUSG00000021180	Rps6ka5	0.845180787	0.66510061	0.864088698	0.113638608	0.853856808	0.242090383	0.816686506	0.918540679	-0.013700527	2.402364711	-1.279360997	-0.414856986	-1.549988059	-1.618710114	-0.907565469	-0.345708291	0.028300247	-0.43834328	-1.007960091	-0.173654222
ENSMUSG00000021196	Pfkp	1.487195865	0.604557187	0.726934168	1.042682918	0.984081258	0.479299372	1.088517364	0.322815896	-0.138435875	1.113100489	-0.134450648	0.175611464	-0.708016098	-1.250703624	-0.475613747	-0.200488233	-0.666063831	-0.677160215	-2.460377426	-1.313486284
ENSMUSG00000021215	Net1	0.12188742	0.246038995	0.19367342	1.0184006	0.648396472	0.644383584	0.352877817	1.696250801	1.517094915	1.767796223	-1.210930749	-0.284019199	-0.276462633	-1.087163902	-1.070996958	-1.292754043	-0.379159887	-0.286875783	-1.315072763	-1.00336433
ENSMUSG00000021262	Evl	0.266981022	-0.045832026	-0.936570954	0.001482585	-0.382965961	1.46502374	0.56625294	1.744887641	2.369409927	1.2447624	-0.538314904	-0.53033978	-0.403127018	-1.267753743	-0.966446487	-0.316114567	-0.276892181	-0.232869483	-0.588797915	-1.172775237
ENSMUSG00000021298	Gpr132	0.891508078	1.427369417	1.398715556	0.941524178	1.031089888	0.955994152	-0.299874505	-1.113328435	0.083456855	1.311655597	-0.802548077	-1.12847186	-0.862677696	-1.250269706	0.357546225	-0.128002142	-0.827748668	-1.493315622	-0.911673916	0.41905068
ENSMUSG00000021311	Mtr	0.932619916	0.395813961	1.308697984	0.694762104	0.90295034	-0.039651954	2.154478137	0.171232728	-0.8487994	1.577267801	-0.086699255	-1.200948302	-1.134668919	-0.805885049	-0.003489359	-0.798941698	-0.680023319	-0.989168946	-1.230553927	-0.318992845
ENSMUSG00000021356	Irf4	0.344066574	0.996538168	2.060914357	1.379678519	1.241270084	0.842981565	0.124931603	-0.462468021	-0.527657363	1.269935587	-0.903062915	-0.722230183	-1.140066474	-0.748239437	-0.882898847	-0.289712128	-0.058296051	-0.721297181	-0.142633443	-1.661754415
ENSMUSG00000021363	Mak	1.079943237	0.7665835	0.886403132	0.177936434	1.041109913	1.267979826	1.737203912	0.224452011	-0.447514171	1.211128004	-0.882266913	-0.395780481	-0.809727896	-1.953380667	-1.00841779	-0.02458214	-1.277801046	-0.333709397	-0.771864286	-0.487695181
ENSMUSG00000021365	Nedd9	1.284334457	0.639943006	1.043373526	0.496574394	1.179184662	-0.117085904	0.349427203	0.407719813	0.044781847	1.805677154	-0.220163517	0.08730069	-0.874495096	-1.99267096	-0.923872098	0.355609655	0.205955635	-1.033677492	-1.46939669	-1.268520285
ENSMUSG00000021377	Dek	0.358780146	0.263083218	0.687190531	0.600324407	0.121732603	-0.564905448	0.291378909	0.896229029	1.57967401	1.72231302	-0.444973753	1.235042689	-0.274783917	-1.294210263	-0.192304958	-0.640934037	0.161744063	-0.914452098	-1.960212595	-1.630715557
ENSMUSG00000021448	Shc3	0.835830619	1.041156442	1.193283857	1.012637803	0.9461452	0.059355938	1.289935433	0.829186183	0.391972883	0.954346938	-0.9921941	-0.835436573	-1.531283875	-2.131373487	-0.73469236	-0.484159225	-0.116424043	-0.740674911	-0.321486989	-0.666125734
ENSMUSG00000021494	Ddx41	0.588521093	-0.329812127	0.420051158	1.098083625	0.610154105	1.311229394	1.572217749	0.328429731	2.20516708	-0.416303097	-1.124980647	-0.617667949	-1.627658075	-1.016224085	-0.975857661	-0.637172856	-0.296102512	-0.413137643	-0.712978179	0.034040895
ENSMUSG00000021500	Ddx46	0.476517862	0.738876981	0.810297018	0.733478723	1.464793308	0.326504216	0.344307757	1.1616483	0.762147746	1.733002161	-1.088588785	-0.219536198	-0.987095005	-1.430849973	-0.509701789	-0.868639119	0.134468642	-1.35162445	-1.367370344	-0.862637052
ENSMUSG00000021508	Cxcl14	-0.065688436	1.963698186	0.703094408	1.049262265	0.533971336	1.196931014	0.364429183	0.357402989	1.782828009	0.186588564	-1.55198991	-0.167071269	-0.748252471	-0.72315267	-1.081880683	-0.700336765	-0.967486533	-1.365525991	-0.580416195	-0.18640503
ENSMUSG00000021569	Trip13	0.698527177	0.123258038	0.27223681	1.014347056	0.25197458	1.185456426	1.110609068	1.785686008	0.098687313	0.962570157	-1.019126763	0.377568143	-0.325303486	-1.201476925	-0.181156857	-0.99626649	0.238373006	-1.6282505	-1.753044325	-1.014668437
ENSMUSG00000021585	Cast	0.736087097	1.101654588	-0.53498604	1.291734522	-0.252735214	1.15039622	-0.478680687	1.659368824	1.030135402	1.231865928	-0.327557454	-0.614432074	0.074336267	-0.432764976	-0.986494392	-0.607188746	-0.39808197	-0.140699871	-1.675000029	-1.826957397
ENSMUSG00000021597	Slf1	0.080446996	1.169520218	1.217338045	0.448562213	1.158391239	-0.35066894	0.076757652	2.376238883	0.819701206	-0.596890976	0.662942348	-0.987081777	0.111918056	-1.091563405	-0.32300413	-1.42038473	-1.146698026	-0.552329608	-1.01501807	-0.638177194
ENSMUSG00000021636	Marveld2	1.045574591	0.837024798	1.364338445	1.401151028	1.580947364	0.122975944	0.597908281	0.567025899	-0.074623776	-1.055830595	-0.682965963	0.141700804	-1.027430606	-1.316105223	-0.866415612	-1.229796026	0.870513713	-0.869224461	-1.420132385	0.013363779
ENSMUSG00000021676	Iqgap2	1.48573074	1.019968845	0.474440568	0.426552727	-0.130006842	0.490140662	0.157562899	0.297142418	-0.240079654	2.388515865	0.176224268	-0.05002711	0.142211031	-0.801985653	-1.462308402	0.382923929	-0.544884522	-1.308691341	-1.397606666	-1.505823763
ENSMUSG00000021690	Jmy	0.246921839	0.568778845	0.898867578	0.04318987	1.362674098	-0.301616516	1.224225257	0.392499157	-0.637672168	2.728459395	-1.230703845	-0.335634743	-0.440971708	-1.253886678	-0.545756744	-0.748641341	-0.408287138	-1.245810052	-0.56622959	0.249594484
ENSMUSG00000021707	Dhfr	1.014893629	1.161743974	0.595983831	0.398518821	1.374759273	0.145658107	-0.427628013	1.051893807	0.04988048	1.796972673	0.03049957	-0.220798911	-1.270448812	-0.669247254	-0.395120138	-1.673793865	0.180817616	-0.961149218	-1.886917395	-0.296518173
ENSMUSG00000021714	Cenpk	1.351470995	0.541834619	-0.210810889	0.473649223	-0.151220732	0.662119304	0.818273724	1.397284451	1.065383572	0.805699395	-0.386016847	-0.45343056	0.11760545	-1.155839235	0.80094872	-0.643350254	-1.411901403	-1.103940304	-2.399535108	-0.11822412
ENSMUSG00000021725	Parp8	0.672124304	0.150002255	1.183317048	0.568846452	1.069424208	0.04700366	1.470626823	1.367548824	0.17215077	1.321981447	-0.781849946	-0.884520049	-1.203274488	-1.877178232	-0.606372448	-0.028768627	0.056810328	-1.177396323	-1.292488118	-0.227987888
ENSMUSG00000021728	Emb	0.775799144	0.875618166	1.218985347	0.880142369	0.659798498	0.467087471	-0.101229934	0.071217521	0.84259708	1.469946249	-0.176677888	0.918664101	-0.546082495	-1.247575019	-0.671205366	-0.438119296	0.002416079	-1.73691115	-1.870764171	-1.393706707
ENSMUSG00000021733	Slc4a7	0.789483756	1.004365473	1.524914592	0.97002866	0.951852201	-0.080506354	0.406515455	0.529628272	0.441566798	1.869517349	-0.150462951	-0.96023514	-1.256257427	-1.139646127	-0.781712644	0.135408996	-0.860184501	-1.218342408	-1.015141054	-1.160792948
ENSMUSG00000021754	Map3k1	1.098448328	0.467594898	0.712859784	0.603547146	1.868119101	0.331105662	1.016683311	0.421464403	0.180137009	1.479353659	-0.811063401	-1.344113106	-1.290901393	-0.717502245	0.130095115	-0.598308807	-0.914120849	-1.801222486	-0.750556655	-0.081619474
ENSMUSG00000021759	Plpp1	1.077336043	1.182676012	0.814205967	1.17675074	0.933382614	1.062767722	0.7845569	0.806464149	0.826600357	0.417595329	-0.770125073	-1.247281207	-1.52384613	-1.412152309	-1.470744297	-0.520742437	-0.167494989	-0.833657703	-0.548914055	-0.587377634
ENSMUSG00000021767	Kat6b	0.679246879	0.733740718	0.470069246	0.512423211	0.902221619	0.9137414	1.174265677	1.139542266	1.041853097	1.440945099	-1.209774021	-1.694473526	-1.102446802	-1.48290094	-0.881818684	-0.526688102	-0.643473992	-0.71106645	-0.476102966	-0.279303726
ENSMUSG00000021796	Bmpr1a	0.629464579	0.732923393	0.811378447	0.823829682	0.682078101	0.471988923	0.577514629	0.543615086	0.69490598	0.551562123	-1.899086839	-1.760200075	-1.545495709	-1.441684107	-1.644087813	0.103968691	0.508573787	0.237219452	0.470704461	0.450827209
ENSMUSG00000021811	Dnajc9	0.172903317	0.272721582	-0.198543778	0.242031885	-0.102037558	0.527000783	1.008326172	2.048083955	1.764221621	0.776784415	-1.230404424	0.431849171	0.392064092	-1.716201532	-1.079204565	-0.283140544	-0.310430994	-0.333549138	-1.687386828	-0.69508763
ENSMUSG00000021846	Peli2	-0.692208734	0.347210547	-0.060731187	0.944345533	1.369335638	1.132825773	1.880238377	0.376401694	0.40657107	1.456528597	-0.851113754	-0.044475739	-0.043743017	-1.276377746	-1.129180788	-1.634982113	0.126428051	-1.197811138	-0.629071563	-0.480189502
ENSMUSG00000021932	Rnaseh2b	0.779145467	-0.039890038	1.060369102	1.028883335	0.387747746	0.879889214	0.516662512	1.36735621	1.030080805	1.232159327	-1.025116479	-0.031165826	-1.328537559	-1.171905921	-1.021624272	-1.020314002	0.464468435	-1.575962592	-1.224202122	-0.308043341
ENSMUSG00000021986	Amer2	1.561885887	0.59307034	1.098127767	1.283797386	0.703354523	0.722615415	0.640485647	0.461113753	0.179901151	0.88056235	-0.883692928	0.070310125	-0.8612212	-1.6919632	-0.835723935	0.124266757	-0.053238372	-1.327762044	-1.824794503	-0.841094921
ENSMUSG00000022014	Epsti1	-0.219077721	1.10533771	1.181870083	0.23529321	0.568304267	0.231185735	0.065504703	0.695168794	1.631774599	1.956094903	-0.388939074	-0.377142215	-1.54293693	-0.481980042	-1.838898591	-1.150376772	0.259967844	-0.645019822	-0.681842596	-0.604288085
ENSMUSG00000022021	Diaph3	0.888389228	-0.382828287	0.405647692	1.221405614	1.170632773	0.269855939	0.368384343	0.98076023	0.902177826	1.863154509	-0.41404631	0.039792097	-0.3500521	-0.933701861	0.056694019	-0.460426192	-1.566284928	-1.654158583	-1.444297748	-0.96109826
ENSMUSG00000022033	Pbk	1.169365707	0.536187443	0.641701649	0.826948772	0.953906138	1.063506976	0.895118176	0.817973268	0.776564786	0.77371401	-0.498179428	-0.086275854	-0.551418492	-1.531255399	-0.478691116	-1.392192648	-0.444067842	-0.565194118	-2.381396311	-0.526315716
ENSMUSG00000022034	Esco2	0.944618634	-0.70574646	0.30701259	1.068326109	0.465301068	1.492406573	0.41125462	0.705829692	0.737602228	1.241019032	-0.087186508	0.632506997	-0.161177388	-1.111454217	0.225351439	-2.19194077	-0.816592555	-0.512017781	-0.985595331	-1.659517975
ENSMUSG00000022041	Chrna2	0.61895502	0.899402735	0.962233212	1.011848509	1.093362835	0.81296756	0.784855487	0.220425019	-1.275812552	1.427450645	-1.015019594	-1.050968352	-1.005647625	0.197010945	-1.609322935	0.88290921	-1.367053072	-0.757235453	-0.008607401	-0.821754192
ENSMUSG00000022043	Trim35	1.507243699	1.263431363	0.545050271	0.584064605	0.645045681	1.441625364	1.740965625	0.101348295	0.006223715	-0.382372726	0.106021165	-1.405269799	-1.200462356	-0.953779709	-0.968092396	0.329259134	-0.269628786	-0.724413647	-1.310384877	-1.055874623
ENSMUSG00000022096	Hr	0.950083834	0.698430023	0.425884532	0.873742396	1.467402307	0.584305908	1.445093709	0.491278612	-0.454102336	0.486396465	0.372138566	0.254316851	-0.72176044	-1.514072738	-1.154202134	0.156620881	-0.061225488	-0.681667478	-1.743772915	-1.874890558
ENSMUSG00000022123	Scel	0.879858246	0.289080527	-0.233212563	0.566995508	0.858487633	0.577594196	1.060940888	1.544340528	1.184147196	1.442966067	-1.088051819	-0.782243909	-0.238759193	-1.349555425	-1.031258207	-0.357027069	-1.375839632	0.378339967	-0.948060738	-1.3787422
ENSMUSG00000022141	Nipbl	-0.461441265	0.340447314	0.454710959	0.2850255	0.715658751	0.327827411	0.626740331	1.163423113	0.32234578	3.135755462	-0.675311067	-1.593736892	-0.643688242	-0.851612943	-0.378908895	-0.392208399	-0.904586051	-0.586276065	-0.224813293	-0.65935151
ENSMUSG00000022142	Nup155	1.227481005	0.657352847	0.970917017	1.460668287	0.659782867	0.237095244	0.533823911	1.466979863	-0.598829782	1.28774237	-1.238685075	-1.433947038	0.089473646	-1.557276763	-0.907300298	-0.72630846	-0.216200598	-1.123303973	-0.244762906	-0.544702167
ENSMUSG00000022199	Slc22a17	0.627168554	0.550568145	0.970117832	1.095494877	1.194282758	0.64182438	0.805363921	0.721606438	0.852696864	0.698022789	-1.107283413	-1.851229764	-1.441812552	-1.372595328	-1.543556219	-0.826530637	0.124687867	-0.375099353	0.311197185	-0.074924344
ENSMUSG00000022218	Tgm1	0.74170179	0.716120881	0.350793034	0.401782217	1.507080719	1.0075281	0.775517426	1.226996463	0.759668494	1.219439186	-1.108201903	-0.437764843	-1.474382353	-1.848804439	-0.808461528	-0.302982787	-1.124544433	-0.424904782	-0.976058882	-0.20052236
ENSMUSG00000022235	Cmbl	1.636966634	1.080449435	0.715572409	1.380532927	0.656717191	0.847611588	-0.750399658	0.417842956	0.382551621	-0.958699731	-1.337168968	-0.282049869	-1.573742496	-1.733181903	-1.173628083	-0.321135979	0.880810745	-0.152836352	-0.096899787	0.380687321
ENSMUSG00000022285	Ywhaz	1.263871905	0.248983207	0.696612698	0.517324554	0.260165325	0.3006252	0.827440917	1.161632114	1.163602094	1.289245087	0.044339334	0.442311399	-1.029735553	-1.622055462	-0.569736093	-0.455569653	-0.561291749	-1.332958856	-2.149752459	-0.495054009
ENSMUSG00000022314	Rad21	0.720486028	0.799700531	0.133265018	1.06753396	0.168827516	0.381165824	0.02431345	0.67314272	1.016294157	2.145444572	-0.62707207	0.930443327	-0.800994318	-1.745404889	-0.010008283	-0.931037728	-0.601110672	-0.741892526	-1.693340189	-0.909756428
ENSMUSG00000022322	Shcbp1	1.140265885	-0.158267248	0.793880968	1.194042204	-0.281399951	1.12140678	1.784916865	0.588743053	0.80441271	1.285140867	0.082663118	-0.308594024	-0.895706271	-1.161461579	-0.7059999	-1.127779392	-0.78914778	-1.150422404	-1.218002332	-0.99869157
ENSMUSG00000022324	Matn2	1.300660116	0.855640659	1.42154511	1.158373027	1.11009662	0.498902937	0.516865286	0.532080039	0.487470429	-0.613351278	-0.046514778	-0.113053738	-0.859573962	-1.643372258	-0.196279697	-0.625978144	-0.076849987	-1.430940162	-2.147917826	-0.127802392
ENSMUSG00000022346	Myc	-0.740664735	-0.597492195	-0.270506152	-0.036939938	0.278023281	1.914788569	0.997221139	1.390314722	1.537408991	1.276980753	-0.959336169	0.339980607	-0.18556084	-0.802173889	0.77596381	-1.276659942	-0.676434657	-0.901518395	-1.10072521	-0.962669749
ENSMUSG00000022353	Mtss1	1.34926866	0.601058644	0.444725446	0.345839972	0.465184031	-0.101203934	1.010293359	0.53919827	0.925476849	1.263923379	0.583806563	-1.20982941	-0.766606096	-1.645730192	-1.293558903	1.328084048	-0.892412476	-1.191212551	-0.551566768	-1.204738891
ENSMUSG00000022360	Atad2	0.974673497	1.075661305	0.260068707	0.111644641	0.324922758	0.204599256	0.561864959	1.229668291	0.455629277	1.99150266	-0.915948484	-0.882347097	0.418557771	-0.733129731	0.72015311	-1.786907717	-1.240674899	-0.349665461	-1.336118995	-1.084153847
ENSMUSG00000022371	Col14a1	0.562418253	1.325274918	1.231054462	1.097993637	0.902513578	0.792843114	0.079796157	0.276244267	0.713714095	0.822684996	-1.412326104	-1.274472481	-0.969028094	-1.469374364	-2.011079797	-0.585527463	-0.059976548	-0.41658874	-0.063117063	0.456953177
ENSMUSG00000022385	Gtse1	0.821462246	0.155746827	0.378766589	0.864258995	0.053272125	1.310587458	2.099617293	-0.019903842	0.582526162	0.935516428	-0.655643419	0.015220797	0.046132381	-1.245921085	0.315684771	-1.326900305	-0.195866866	-0.887089463	-1.37517843	-1.872288663
ENSMUSG00000022408	Fam83f	1.179380992	0.744768335	0.922257296	1.107205198	0.899564409	0.853025776	0.954962459	1.087066775	1.017944625	0.297029925	-0.450882879	-0.747635978	-1.564052487	-1.090446891	-1.676288807	-0.548549996	-0.223894096	-0.728605504	-1.199824336	-0.833024816
ENSMUSG00000022422	Dscc1	0.298214821	1.261163071	1.546138883	0.135455477	0.648460902	0.851019022	-0.120878883	0.471153867	1.667752684	0.669094326	-0.903004622	0.203312018	-0.363926725	-1.242034545	-0.277164892	-2.326186904	-0.088541816	-0.58168984	-1.261091577	-0.587245266
ENSMUSG00000022456	3-Sep	-0.186474172	0.200686763	0.669442494	0.163960996	0.184945683	1.721191732	1.017347083	1.423493377	-0.375058937	1.962232955	-1.113257986	-0.568015075	-0.359215896	-2.161915099	0.090258231	-0.849654827	0.139924199	-0.602478672	-0.710742025	-0.646670822
ENSMUSG00000022462	Slc38a2	1.137540407	1.417137953	1.478247656	1.149291882	1.36551744	0.175675164	-0.019016718	-0.083652077	-0.410509432	1.226846932	-1.234790316	-1.002852612	-0.559402587	-1.199059849	0.321425634	-1.05463729	-0.680873662	-1.097252624	-1.178529837	0.248893937
ENSMUSG00000022505	Emp2	0.152316835	-0.295430248	0.376650458	0.998612298	1.200945503	0.035286923	1.222113297	1.047113217	1.12310167	1.578348287	-0.823288217	0.019267715	-1.124958558	-2.121421331	-1.320557526	-0.552690356	-0.397357184	0.252441785	-1.079039418	-0.29145515
ENSMUSG00000022508	Bcl6	0.945554286	0.385732859	0.793431246	-0.055618538	0.522660587	-0.339480227	2.121218194	0.942139384	1.00191673	1.073020264	-0.469961464	-1.108100618	-1.970284068	-1.038900046	-0.165344004	-0.171721868	-1.508698949	-0.784750772	0.013187785	-0.186000779
ENSMUSG00000022512	Cldn1	1.165182545	0.423855145	1.291235108	0.882639271	0.984292393	0.524106348	0.782513317	0.408225914	0.842645361	1.430381368	-0.728314487	0.041401175	-1.127528658	-1.402253999	-1.264303735	-0.728691003	0.036086525	-1.134313589	-1.44276508	-0.98439392
ENSMUSG00000022514	Il1rap	1.567557937	-0.148954472	1.241539217	0.276641538	0.098574274	0.48547912	0.797660784	-0.203037196	-0.348509743	2.313802123	0.43906795	-0.840584626	0.1202108	-1.36365468	0.261393103	-0.844790969	-0.383927444	-0.812884463	-1.882310712	-0.773272542
ENSMUSG00000022533	Atp13a3	1.006917796	1.185239607	1.421579382	0.129026033	0.514515508	-0.042115503	0.664837055	1.175885107	-0.551512374	1.488137454	-0.082580231	-0.444793541	-0.003561216	-1.926469884	-0.118901237	-0.012076921	-0.615804138	-0.781693772	-2.00002509	-1.006604035
ENSMUSG00000022562	Oplah	1.02187774	0.976047622	1.027769989	1.150491164	0.833008083	1.002242028	0.872151138	0.669777896	1.182126097	0.213092063	-1.50814089	-0.96205186	-1.420265559	-1.060358764	-1.525539583	-0.294624559	-0.04807035	-0.70351738	-0.752090158	-0.673924714
ENSMUSG00000022574	Naprt	0.662148722	1.159360572	1.376757299	0.903923417	0.548023035	1.363536447	0.726983306	0.138309899	0.453134036	-0.741120676	-1.977532032	-1.512059154	-1.423801731	-0.863341161	-1.054201292	-0.645586362	-0.195159448	0.151464545	0.627019047	0.302141531
ENSMUSG00000022629	Kif21a	0.36914994	0.642047495	0.717152949	0.935349119	0.930504746	0.621407242	0.802610909	0.727267756	0.477994945	1.285555287	-2.49705101	-1.707270847	-1.123340602	-0.833412014	-1.010843572	-0.367584236	-0.033555278	-0.52250156	0.445789217	0.140729515
ENSMUSG00000022637	Cblb	1.182214535	0.938602699	0.64033614	0.028363728	1.090577785	-0.484858627	0.585563214	0.109321633	-0.24473343	2.920096918	-1.300550495	-0.800269587	-0.905313188	-0.358151022	-0.325037983	-0.181383384	-0.365850486	-1.009796645	-1.090263521	-0.428868285
ENSMUSG00000022639	Dubr	1.424843289	0.167099075	1.172280802	0.852038451	1.16417886	-0.377077288	0.645027464	1.454384127	-0.939817219	1.76567574	-0.845016835	-1.657963131	-0.384765958	-0.647368275	-0.885727067	-0.417478505	-0.364180111	-0.921110411	-0.361587308	-0.8434357
ENSMUSG00000022641	Bbx	1.00967744	0.002148201	0.979717114	0.238524202	0.662583001	0.755268658	1.13607352	1.490597389	-0.116918423	2.165222586	-1.089139886	-1.012137639	-1.199314511	-0.867313691	-1.186599355	-0.563480083	-0.510289007	-0.87338795	-0.325500588	-0.69573098
ENSMUSG00000022672	Prkdc	-0.353766361	0.392269831	0.654655141	-0.014946277	0.66503178	0.411991372	1.264993488	0.335802521	0.601374656	2.955729785	-0.553253523	-1.575514473	-0.622759266	-1.197573241	-0.190485925	-0.41003183	-0.569107204	-0.980860422	0.06095986	-0.874509914
ENSMUSG00000022673	Mcm4	0.91019445	1.316867599	0.745944903	0.85441682	0.433731211	1.06354968	0.354299837	0.685454663	0.892665719	0.551135791	-0.705696664	0.097091885	-0.034819899	-0.766663468	0.452711843	-1.775001352	-0.711407772	-1.245035505	-2.176987918	-0.942451824
ENSMUSG00000022744	Cldnd1	0.396856437	1.049397344	0.487592806	0.497845262	0.896986572	1.542583379	0.517137968	1.996188553	1.223621933	-0.309812177	-0.958856855	-0.316434834	-0.847714406	-1.327557855	-0.601780545	-1.175780835	-0.593081676	-1.27651797	-0.973747258	-0.226925844
ENSMUSG00000022747	St3gal6	0.911612268	0.017305658	0.716171621	0.881001759	1.455212245	0.894048167	1.191139902	-0.19388411	0.544975337	0.766999654	-0.597924097	-1.10282763	-2.017489593	-0.875096958	-0.479574592	-0.277578152	0.741080522	-1.999951171	-0.59555042	0.020329588
ENSMUSG00000022788	Fgd4	0.632541906	0.55299372	0.723243986	0.074293524	0.785195397	0.155070203	0.518672699	1.210137568	1.255931011	2.351778713	-1.357553812	-1.391900729	-0.718651893	-1.207188901	-0.773875767	-0.349010559	-0.369724821	-0.496661408	-1.073856853	-0.521433984
ENSMUSG00000022853	Ehhadh	0.449865047	0.460982755	0.374683871	0.493792773	-0.061157656	0.838442967	0.977857674	1.55200859	1.593411789	1.382091796	-2.009363813	-0.883568707	-0.643645871	-1.415626677	-0.453408751	-1.154853857	-0.285826539	-0.856699502	-0.289598145	-0.069387745
ENSMUSG00000022864	D16Ertd472e	1.070552178	0.970494273	1.006997792	1.114830545	1.439530356	0.324105545	0.032148057	0.877072539	0.516255739	1.045312406	-0.880224211	-0.716869426	-1.14907878	-1.145423297	0.335544575	-0.826753444	-0.893318465	-1.009572158	-1.945890016	-0.165714209
ENSMUSG00000022867	Usp25	0.960944275	0.406496268	1.049311596	0.764048425	0.862712363	0.811852509	0.433084646	0.133707902	-0.652014397	2.54847851	-0.161822996	-0.148263512	-1.084041267	-1.486032391	-0.651598252	-0.188534073	-0.466018309	-0.900364882	-1.49510715	-0.736839264
ENSMUSG00000022895	Ets2	0.981574109	0.71743738	0.676267335	0.592589578	1.184610091	0.848738065	0.875807431	0.999146553	0.702089369	1.153675778	-1.147920683	-1.760750136	-0.849674517	-1.434954204	0.178759216	-0.977396777	-1.112345392	-0.735183907	-1.011074376	0.118605089
ENSMUSG00000022945	Chaf1b	0.909205642	0.578354824	1.077390988	-0.078059408	-0.184002697	1.421919808	0.878505632	1.327982558	0.857904829	0.474488836	-0.24802445	0.992937941	-0.758610505	-1.733175524	-0.950910082	-0.403337746	-0.571738926	-1.379488036	-1.718529695	-0.492813988
ENSMUSG00000022960	Donson	0.074980633	-0.484123857	1.15145669	0.854023415	1.375689096	-0.435214598	1.747572594	1.938849313	0.174933334	0.334730247	-0.878689568	-1.225556512	-0.949399647	-1.189876322	0.540570291	-0.573809293	-0.904972698	0.217531755	-0.993684931	-0.775009942
ENSMUSG00000022983	Scaf4	0.474729264	-0.09682753	0.900118015	0.412864057	0.653344589	0.235037574	1.889664906	-0.151276446	0.111852467	2.639100394	-0.729946577	-1.021467561	-0.147868459	-0.560248424	-0.403623852	-0.198900115	-1.251267576	-1.50323892	-0.688327459	-0.563718345
ENSMUSG00000023015	Racgap1	1.103699906	0.047844288	0.29971137	0.670396396	0.748718812	1.283305369	1.587830439	0.765141977	0.712761721	1.276863473	-0.558882621	0.099260369	-0.499055213	-1.42839289	-0.573738434	-0.730199685	-0.93098988	-0.756741377	-1.645220319	-1.472313701
ENSMUSG00000023018	Smarcd1	1.426731441	-0.253315149	0.373388901	0.220296	1.034976517	1.810029152	0.606357458	-0.012850696	0.411985674	1.547503125	-0.229252406	-0.03526404	-1.084899313	-1.874973434	-0.818906938	-1.398624148	-0.669917173	-1.153207575	0.421349476	-0.32140687
ENSMUSG00000023022	Lima1	0.804853862	0.940828702	0.6293064	0.341502875	1.471534715	-0.079523829	0.839695126	1.159736028	0.491180649	1.358323904	-0.226750707	-0.502264808	-1.198165104	-1.887944856	-0.960308527	0.11007641	0.059660852	-0.826845306	-1.778960838	-0.745935549
ENSMUSG00000023026	Dip2b	-0.075251631	0.159070341	0.949260557	-0.048459558	1.108057567	0.08906629	1.405853688	0.938231523	0.227706274	2.531278051	-0.810020229	-1.000184122	-1.058627287	-1.56111932	-0.264492609	-0.17113819	-0.735842044	-0.9310344	-0.880709591	0.128354692
ENSMUSG00000023087	Noct	0.909838518	0.786532074	1.168417878	-0.348639407	1.305042632	-0.157450014	0.921986916	0.518803587	-0.06217179	1.924104135	-1.410283255	-2.208250338	-0.399607046	-0.962501275	0.203649515	-0.523629645	-0.863719966	0.017734203	-0.696452604	-0.123404117
ENSMUSG00000023243	Kcnk5	1.287827664	0.780977806	0.552512631	0.609126385	1.353756932	1.068583051	1.088803319	0.914595612	0.50382385	0.546675065	-0.817063947	-1.88333474	-0.733626384	-1.686418503	-0.470137944	-0.399388555	-1.295769844	-0.505242939	-0.753847279	-0.161852181
ENSMUSG00000023505	Cdca3	1.021733787	-0.08439563	0.281301019	1.25724098	-0.149300705	0.584404541	1.139268518	0.613735286	2.067550712	1.158708516	-0.443065153	-0.087870607	-1.047943311	-0.948834999	-0.275416327	-1.274009135	-0.134463858	-1.220451836	-0.910531392	-1.547660406
ENSMUSG00000023826	Prkn	0.888827691	1.133006366	1.122376972	1.247495223	1.193926276	0.261496804	-0.270002072	0.682037907	0.715621598	0.512202854	-1.676118873	-0.053437076	-1.619342388	-1.339472122	-0.996740885	-0.816479499	0.786303667	-0.389175912	-0.104029721	-1.27849681
ENSMUSG00000023845	Lnpep	-0.051465122	0.467182304	0.973836698	-0.162514781	0.322719189	0.651481629	0.898582417	1.434582066	-0.857410027	2.848532651	-0.625179324	-1.519504077	-0.426565287	-0.8599215	-0.751424026	-0.204100958	-0.653862384	-0.674933236	-0.652374672	-0.157661562
