ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC011_T3_F_AMD_R1	SC012_T3_F_AMD_R2	SC013_T3_F_AMD_R3	SC014_T3_F_AMD_R4	SC011_T3_F_AMR_R1	SC012_T3_F_AMR_R2	SC013_T3_F_AMR_R3	SC014_T3_F_AMR_R4
ENSMUSG00000028496	Mllt3	0.714120418	-0.3755869	1.254834644	0.722265729	0.62597136	0.191748811	0.2221948	1.053144687	0.553609062	1.482605521	-0.51435273	-1.390038503	-0.198910844	-2.268436068	0.228915371	-1.555409508	-0.254178944	-0.492496905
ENSMUSG00000028572	Hook1	0.44204659	0.484947534	0.973557718	0.936346802	0.614271314	-0.408748914	0.149080242	0.696373831	0.217734405	1.484884459	-2.114654502	-1.600499969	-0.464095244	-1.874068297	0.719056356	0.070997882	-0.392199357	0.064969151
ENSMUSG00000028657	Ppt1	1.213882919	0.132879105	0.808932305	1.363781388	0.163230301	0.219824234	0.10405869	0.996113071	1.254982035	0.897201131	-0.708484936	-2.23850547	-0.618252303	-0.920914278	-0.017532728	-1.19330799	-0.337543538	-1.120343936
ENSMUSG00000028680	Plk3	0.851450914	0.560491647	0.586725588	0.472960793	1.056289413	0.756530648	1.201034875	0.934262041	1.146472589	0.86545892	-1.168478838	-0.791295543	-1.252976077	-1.180407157	-0.542529528	-1.170800315	-1.12425826	-1.20093171
ENSMUSG00000028873	Cdca8	0.375212691	-0.406850584	0.355972436	0.682009289	-0.264910099	1.845554074	1.221104908	0.306513613	0.94341603	0.658269536	-0.653123874	0.001568541	0.346314304	-0.009383749	-0.44220368	-1.424679129	-2.358149186	-1.176635119
ENSMUSG00000028889	Yrdc	0.525337025	0.428362599	0.569765738	0.022507182	0.203611675	1.015748939	1.498521372	1.387262985	1.565274368	-0.461109376	-0.722886755	-0.292616188	-0.293888566	-1.109021179	-2.018329019	-1.269288463	-0.251025832	-0.798226504
ENSMUSG00000028893	Sesn2	-0.391930198	0.055837325	0.795457109	1.155453402	0.741187835	1.129406958	1.174963358	0.35636363	1.07554852	0.397392134	-1.759984662	-1.063989587	-1.268076542	0.768388126	-1.376723958	-0.803136486	0.128838579	-1.114995545
ENSMUSG00000028967	Errfi1	1.243214721	0.944076661	0.871733836	0.848848855	0.808381329	0.736897334	0.228306622	0.037422007	1.014535178	0.055686965	-0.968253967	-1.460223653	0.178895472	-0.188708287	0.151119882	-2.262079077	-1.20528552	-1.03456836
ENSMUSG00000028977	Casz1	0.557163657	0.106176101	0.749761917	0.341662772	1.010595787	1.041033882	1.388426804	0.810724648	0.948700402	0.828059412	-0.449858708	-0.931337303	-2.201179181	-1.195129946	-0.711803209	-1.046207098	-0.592555405	-0.654234533
ENSMUSG00000028988	Ctnnbip1	0.852196252	0.671460306	0.972050771	0.843682115	0.099175155	0.20460466	1.62931202	0.670815816	-0.218562158	0.567082315	0.868775706	-0.716597722	-0.249370535	-1.580844523	-0.555583369	-0.532407029	-1.803223734	-1.722566046
ENSMUSG00000029053	Prkcz	1.186493491	0.765403443	0.898295195	0.661791927	0.919892503	-0.190762626	0.95013733	0.004510938	0.388756751	0.548970743	-1.668009358	-0.772180904	-1.335119849	-2.11444595	0.900739997	0.268434503	-0.635307041	-0.777601091
ENSMUSG00000029056	Pank4	0.959134048	-0.242517766	0.221634121	0.862335115	0.907062588	0.644905559	1.712114272	0.400109109	0.845261753	0.683441613	-2.021729389	-1.905549398	-0.210820911	-0.858683621	-0.549261627	-0.840699554	-0.41299403	-0.193741883
ENSMUSG00000029086	Prom1	0.506972968	0.583522842	0.536542624	0.838614604	0.640110194	-0.242718517	-0.143877872	0.804648631	0.564849977	0.248708737	-3.013244456	-0.606136008	-0.498208919	-1.578274972	-0.384005521	1.074858905	0.635267855	0.032368928
ENSMUSG00000029088	Kcnip4	0.670411227	0.722009425	0.702278198	0.935333728	0.554859812	-0.013795875	0.055566615	0.326687711	0.936603065	1.253914867	-0.667625429	-2.212622846	-1.949431622	-1.19560273	0.469934041	-0.734972973	0.548035141	-0.401582352
ENSMUSG00000029096	Htra3	0.291000246	0.903218757	0.519480018	0.254337863	0.47746014	1.131295977	0.962801773	1.018186668	1.651694554	0.624917801	-0.864079751	-1.864205256	-1.009610386	-1.156372624	-0.240168068	-0.753825506	-0.777099886	-1.169032321
ENSMUSG00000029135	Fosl2	1.23353701	0.891629616	0.895171094	0.821131797	1.611685282	0.444785699	1.074069243	0.524814251	-0.155243443	0.317781842	-0.869502357	-1.674096657	-0.4931833	-0.91589885	-0.590799806	-1.680290461	-0.632137898	-0.803453063
ENSMUSG00000029204	Rhoh	0.426830313	-0.524025892	0.055110723	0.099526257	0.086498528	0.692431036	1.611816671	1.040841878	1.729029269	0.768983391	0.101221595	0.311185239	-0.7488666	-1.183715154	-0.851361005	-0.205695112	-1.448441124	-1.961370016
ENSMUSG00000029314	Gpat3	1.126073067	0.526187532	0.35501423	0.033111197	0.89329707	0.709710849	0.988348744	1.498367055	1.200195868	0.783946991	-0.960403959	-1.580862472	-0.800920217	-1.126479798	-1.075414281	-1.044530852	-0.81769651	-0.707944516
ENSMUSG00000029322	Plac8	1.092617472	1.316068667	1.770299196	1.440387906	-0.122583303	-0.370149873	0.419427684	-0.584446207	0.832251926	0.681652585	-0.527413754	-1.381804978	-1.381804978	-1.381804978	-0.256645434	-0.259844621	-0.832543239	-0.453664071
ENSMUSG00000029333	NA	1.235047484	0.830706701	0.857442214	0.696563173	0.952634443	0.471158314	0.682295267	0.51870114	-0.085420285	0.846763945	-0.012184303	-2.09050481	-0.899552484	-0.876126136	0.359274369	-1.877586294	-0.605296351	-1.003916386
ENSMUSG00000029338	Antxr2	1.269559529	0.013852846	0.705490395	0.631537727	0.54220765	1.036758244	0.976782013	1.499717258	-0.971315052	0.386666656	0.82848864	-0.650918205	-0.670749101	-0.738110816	-0.555377621	-1.039710869	-1.597560836	-1.667318457
ENSMUSG00000029370	Rassf6	1.023642488	-0.055788457	0.9017181	0.937386089	1.225458794	0.301594679	-0.466114778	0.787871765	0.83046962	1.474823826	-1.922000145	-1.297577141	-1.218197135	-0.772608488	-0.123916913	-0.128639032	-0.331360979	-1.166762291
ENSMUSG00000029381	Shroom3	0.161202137	0.256809751	0.424444072	0.382724388	0.459136712	0.707050791	0.459147551	0.454393957	0.721554978	1.099797278	-1.557210705	-0.351711511	-1.721065968	-2.71550234	0.463687535	0.439536183	0.594158276	-0.278153084
ENSMUSG00000029414	Kntc1	0.770874761	-0.418921643	1.002290916	0.477032089	-0.038691963	0.820665683	0.946673614	0.762290514	-0.661871971	1.36190715	-0.973795382	-0.686024975	0.886449513	0.770092405	-1.796633724	-1.221146112	-1.719539697	-0.281651176
ENSMUSG00000029449	Rhof	1.110807234	0.391852431	0.417409219	0.527908871	0.965007889	0.879052485	1.423827585	0.615416234	0.931696813	0.486746121	-0.640418883	-1.90708538	-0.68066864	-1.040644433	-0.15819425	-1.739015371	-0.636843636	-0.946854289
ENSMUSG00000029469	Ift81	0.258922083	0.47164223	0.815511404	0.648422367	0.390651594	0.211138627	0.31037789	0.022004373	0.466020991	1.371463804	-1.256406997	-1.605144469	-0.942635404	-2.463692743	1.004720847	-0.477678849	0.926696805	-0.152014553
ENSMUSG00000029471	Camkk2	1.126782684	0.566984515	0.770264149	0.83993538	0.62624473	1.551402293	0.416341705	0.999079704	-0.879575288	0.710765028	0.160337544	-1.59713343	-1.195175517	-1.377212232	-0.169752446	-1.165292665	-0.137664111	-1.246332042
ENSMUSG00000029534	St7	0.583457552	0.303223385	0.743069018	0.704831756	0.118104139	0.40277269	0.918148898	1.027546086	1.464570866	1.483641691	-0.752830691	-1.550341229	-1.302480253	-1.223044086	-0.05454822	-1.200920783	-0.605363223	-1.059837596
ENSMUSG00000029634	Rnf6	0.577883294	1.294159767	-0.501750039	0.405446699	1.219841611	1.193346579	0.516723807	1.088359378	0.483383256	0.865697897	-0.554439281	-1.551738279	-0.853047164	-0.872668546	-1.462057739	-1.609766497	0.245144239	-0.484518981
ENSMUSG00000029648	Flt1	1.023900359	0.588740569	0.468078323	0.578669201	0.72744242	0.800143702	1.092708311	0.577508562	-0.382216312	1.134829553	0.340831099	-1.537209235	-1.561132094	-1.310883419	0.720869779	-1.440504258	-0.785723776	-1.036052783
ENSMUSG00000029651	Mtus2	0.558948192	0.616843363	-0.289309684	0.080758766	-0.135809612	0.905303444	-0.716156378	-0.942775508	0.475987046	-0.2639559	-2.081934367	-0.064299421	-1.695175657	-0.976540323	1.22979608	1.220871656	1.459580527	0.617867775
ENSMUSG00000029672	Fam3c	0.497176991	0.5883143	-0.0594012	-0.196740454	0.351561759	0.90616205	1.086810764	1.45225741	1.529278755	0.615175485	-1.558093301	-1.401295074	-1.81989874	-1.20374402	-0.236824412	-0.074702848	-0.031728622	-0.444308842
ENSMUSG00000029687	Ezh2	0.898081772	0.133347273	0.052307249	0.675422972	0.396576321	0.535417064	0.632647637	0.938469233	-0.458959749	1.59547539	-0.772795036	-0.83465991	1.526051072	0.114735705	-1.25555028	-1.742923357	-1.32698988	-1.106653476
ENSMUSG00000029708	Gcc1	0.51933709	1.193188547	0.012844081	0.793030295	0.313901336	0.471354742	0.805216247	1.087044806	1.033018104	0.842659759	-0.348538421	-1.962257854	-0.816992072	-1.355711409	0.050902335	-1.056791424	0.183864999	-1.766071161
ENSMUSG00000029730	Mcm7	0.666907173	0.923804376	0.386836786	0.379671817	-0.219038749	1.146873229	0.920634877	0.270208672	0.102718595	0.569318805	-0.711945014	-0.283969828	0.50266325	0.869163118	-2.597195834	-1.879585695	-0.952142887	-0.09492269
ENSMUSG00000029781	Fkbp9	0.781555416	0.219604763	0.687697293	0.940303723	1.134670837	0.211476914	1.059106253	0.113624381	-0.133446348	-0.268650902	-0.783918976	-1.706939441	-2.271124343	-1.688254152	0.689350431	0.389998485	0.496982426	0.127963238
ENSMUSG00000029851	Tcaf2	0.567714727	0.119331156	0.827315924	0.871983719	1.031989428	0.079577777	0.403002312	0.131911524	-0.376605266	0.009630211	-1.393649651	-1.093228107	-1.945873732	-1.945873732	0.615680516	1.264944844	1.044541613	-0.212393261
ENSMUSG00000030020	Prickle2	0.59136158	0.691340006	0.63871867	0.696741319	0.726025526	0.573768278	0.549496252	0.458564381	0.370777278	0.848504306	-1.848911146	-1.541436801	-1.972484488	-1.664784901	0.476665306	-0.189281409	0.576957943	0.017977899
ENSMUSG00000030057	Cnbp	0.860765089	0.849680793	0.682854555	0.463463683	0.753759354	0.9035005	0.814816105	1.050662493	1.384741383	-0.561446386	-0.924588468	-1.03715693	-1.261877536	-1.531420389	-1.295971239	0.073281127	0.151529046	-1.376593179
ENSMUSG00000030159	Clec1b	0.74790086	0.856601654	0.858334657	1.076482207	0.427629299	0.576746034	0.344174544	0.598173862	0.513692853	0.28528921	-1.00885811	-2.14970405	-1.827574423	-1.389042173	0.854155623	-0.692994737	0.384883812	-0.455891121
ENSMUSG00000030165	Klrd1	0.565629342	1.126004677	1.713565435	0.489616493	0.959858186	0.575116763	0.204723564	0.779957841	-0.56523593	0.851619034	0.047621495	-1.43180791	-0.167943325	-2.094052576	-0.862128644	-0.49240744	-0.407067477	-1.293069529
ENSMUSG00000030203	Dusp16	0.729487232	-0.05654226	0.289730173	0.297831132	1.068069445	1.270460492	1.090049361	1.293438957	0.717021294	1.087205887	-1.043295863	-1.419141292	-0.612691367	-0.736938748	-1.159750681	-1.256116862	-0.138654948	-1.420161951
ENSMUSG00000030208	Emp1	0.687614847	-0.054083141	0.936367368	-0.018816107	-0.061060737	0.939181477	0.397530132	1.022209994	0.743375225	1.012776887	0.648249331	-0.332393722	-0.852505208	0.216984688	-1.011817719	-0.728823782	-2.963566368	-0.581223165
ENSMUSG00000030214	Plbd1	-0.082301857	1.059541841	1.595686716	1.640508463	0.113982281	0.486684773	0.161107411	0.193680203	-0.028188184	0.699697021	-0.026711191	-0.644388609	-1.236399456	-2.514923644	0.531743962	-0.730563185	-0.597310946	-0.621845598
ENSMUSG00000030231	Plekha5	0.280006863	-0.143197035	0.969023543	0.756248954	1.212403518	0.7941121	0.787845037	1.177713945	-0.208685725	1.305519394	-1.666363926	-1.167244867	-1.624184941	-1.510800623	-0.091807066	-0.368159959	-0.570653472	0.068224259
ENSMUSG00000030279	C2cd5	1.101393278	0.078620694	1.234845006	0.591297405	0.632506078	1.134166136	1.154892431	0.579925361	0.152182567	0.948830406	-1.831608958	-0.823533879	-0.113169489	-1.620947913	-0.425349423	-0.59496868	-1.089948562	-1.10913246
ENSMUSG00000030359	Pzp	0.648337032	0.909250548	0.706782323	0.282333176	0.012678019	2.214254052	-0.058850695	0.278749665	0.287717249	0.948592057	-1.337178317	-1.870293772	-0.837905544	-0.959583377	0.583830505	-1.300517258	-0.515392124	0.007196461
ENSMUSG00000030474	Siglece	0.357713559	0.572161999	0.13059302	0.717868593	0.125402696	1.703513851	0.521327411	0.777742621	1.620008371	0.114146717	-0.336933104	-0.226155206	-1.723144313	-1.543077803	0.26027474	-0.595838198	-0.700023478	-1.775581477
ENSMUSG00000030494	Rhpn2	1.096422655	1.292074297	0.587307984	1.1389455	0.918191048	0.044786106	0.192678119	0.556411818	0.130895146	0.938411849	-1.29671434	-2.247924271	-1.24558966	-1.144791154	-0.206929151	-0.21478756	0.262108716	-0.801497102
ENSMUSG00000030523	Trpm1	0.797840304	0.688809068	0.805047242	0.59799161	0.781032179	0.486968091	0.417259535	-0.108251312	0.051746232	1.29029331	-0.275707065	-0.747213598	-1.938986729	-1.460507301	0.220338177	-2.18644021	-0.283936517	0.863716986
ENSMUSG00000030533	Unc45a	1.063495448	0.570583331	0.792896366	0.639689644	1.438784469	0.949778499	1.715494337	0.32335104	-0.19415855	-0.03685297	0.032228216	-0.937258648	-0.642638685	-1.242617574	-1.58450817	-0.647902053	-1.411881431	-0.828483269
ENSMUSG00000030539	Sema4b	0.473987578	0.331367923	0.368892035	0.443342091	1.89654675	0.414515777	1.469894108	0.513228904	1.173287676	-0.157666768	-1.415125702	-0.110623016	-0.507171574	-0.967251281	-2.004136792	-0.289042868	-1.036056285	-0.597988557
ENSMUSG00000030589	Rasgrp4	0.83377911	0.615566924	0.972230048	0.777819447	1.019575437	0.725893551	1.143360607	0.702276071	0.819257407	0.557239531	-0.595762007	-1.918612053	-0.920362678	-1.083060053	-0.534559322	-1.544097097	-0.969187966	-0.601356956
ENSMUSG00000030707	Coro1a	1.096824869	0.861515281	0.728312308	1.035961535	0.947049402	0.921660889	1.046128137	0.556579641	0.368607634	-1.029587274	0.675117229	-0.434081707	-0.696461765	-0.957842452	-1.725302685	-0.8007281	-1.101530286	-1.492222656
ENSMUSG00000030708	Dnajb13	0.584154527	0.666207519	0.738449726	0.789971693	1.331985915	0.393356413	1.009170586	-0.472486228	0.659300352	0.812800829	-2.40532004	-1.533080649	-0.283823914	-0.957885603	-0.160315683	-1.270578726	0.029333851	0.068759433
ENSMUSG00000030759	Far1	1.01486021	0.51410183	0.874464823	0.479730647	0.463849586	0.138879537	-0.028099621	0.770287509	1.053621635	1.508429482	-1.758789654	-1.602381694	-0.718972925	-1.31664991	0.532722272	-0.120162211	-0.329987582	-1.475903933
ENSMUSG00000030785	Cox6a2	0.736428264	0.24645979	0.960814321	-0.695878397	0.525507541	1.143103338	0.803763204	0.311532046	1.346640282	1.373223732	-0.143096131	-1.555224202	0.220551978	-0.863831132	-1.859023142	-1.060388852	-0.885022507	-0.605560133
ENSMUSG00000030823	9130019O22Rik	0.678600772	0.407177104	-0.006314742	0.407885469	0.562767875	0.521822941	0.615839912	0.876692182	1.300141531	1.514810182	-0.500579397	-0.084367634	-2.083833995	-1.124062139	-0.89636129	-1.207160535	0.477476899	-1.460535137
ENSMUSG00000031129	Slc9a9	1.13831643	0.838055318	1.27785131	1.115949671	1.353001669	-0.959269215	-0.201378861	1.055609845	-0.178045259	0.719867796	0.044816956	-0.388009953	-0.94860805	-0.62216238	-0.650410821	-0.330218333	-2.05998575	-1.205380373
ENSMUSG00000031144	Syp	1.404420136	0.951185959	0.160967406	0.939390153	-0.068737544	1.560833959	1.614577924	0.735999518	-0.158816233	-0.535661688	-0.762327177	-0.124335576	-0.472132828	-1.159105887	-0.244905144	-1.61488253	-1.072022818	-1.154447628
ENSMUSG00000031167	Rbm3	0.413175491	0.629775469	0.886548633	0.689118776	0.743872561	0.344396354	0.151797076	0.575636874	1.565005746	1.019142017	-0.489089305	-2.250767836	-0.997137899	-0.181786814	-0.253530603	-1.903276738	-0.782744387	-0.160135416
ENSMUSG00000031227	Magee1	0.979769705	0.909047537	1.051065838	0.992544359	-0.424097442	1.963490235	0.55940234	0.127769143	0.334325882	-0.341674643	-0.130923705	-0.691694907	-1.901409092	-1.536539376	0.137815942	-0.078774165	-0.717856869	-1.232260779
ENSMUSG00000031328	Flna	0.388161703	0.77375783	1.190983854	1.043316845	1.138884494	0.394249875	1.185983171	0.422186323	-1.006522884	1.242018427	-0.181142758	-1.545962272	-0.614103974	-0.498676641	-0.999582256	-1.874472696	-0.648786133	-0.410292907
ENSMUSG00000031352	Hccs	0.805742896	0.415322178	0.641889291	0.27412664	0.517759507	0.879670804	0.772944977	0.652782906	1.43560424	0.844080911	-1.85815126	-1.63534438	-0.595172759	-1.73479909	0.000526427	-1.084839752	0.088239381	-0.420382917
ENSMUSG00000031377	Bmx	0.608452814	0.430858768	0.643997154	0.512057246	0.655545223	0.460275503	1.009593883	1.080908534	1.092616989	1.272711637	-1.356961676	-2.160478555	-1.049197574	-0.812110817	-0.138552418	-0.719061733	-0.493926484	-1.036728495
ENSMUSG00000031385	Plxnb3	0.679650498	0.325317813	0.636662314	1.263844846	1.005486633	0.611079495	0.065331917	0.484831566	0.874823864	0.32916148	-1.631019082	-2.348739264	-0.923667476	0.044092504	0.759414523	-0.857019562	-0.060095287	-1.259156783
ENSMUSG00000031391	L1cam	1.180364855	0.582643075	1.457883026	0.753879124	0.858815509	0.403141582	0.572732184	0.459437655	-0.418416368	1.088593471	-0.070688386	-1.446045216	0.048058112	-0.246536267	-0.621714912	-1.868742826	-1.383964577	-1.349440039
ENSMUSG00000031410	Nxf7	0.277001077	0.558762558	0.374037122	0.2061095	0.686211049	0.28150214	0.343433125	0.74690582	1.224379685	1.196496383	-1.645179103	-1.469674847	-0.404722146	-2.473669671	0.178297833	-0.735958974	0.736677288	-0.08060884
ENSMUSG00000031488	Rab11fip1	1.038913295	0.61093666	1.035233495	0.894116841	1.668629709	0.231309948	0.724760085	-0.150396037	-0.449399466	0.855866336	-1.077900841	-2.061626068	-0.627535635	-0.719098223	-0.114017766	-1.730617261	0.026557644	-0.155732716
ENSMUSG00000031553	Adam3	1.134806946	0.705935066	0.163223376	0.917207596	0.935032798	-0.29492428	0.298931621	1.028238149	1.067227561	0.835472554	-1.524051572	-1.524051572	-1.524051572	-0.905080098	-0.897504332	-0.478877858	-0.856716835	0.919182452
ENSMUSG00000031601	Cnot7	0.813175486	1.094982717	1.076331008	0.067749976	0.638344447	-0.428578007	-0.068270613	0.687488714	1.160043478	1.321595112	-1.693150774	-2.005714378	-0.630090168	-1.400546429	0.276594503	-0.615984874	-0.332128785	0.038158586
ENSMUSG00000031681	Smad1	0.92611223	-0.103719937	-0.328497881	-0.038841438	0.168297377	1.018523917	1.10973662	0.539697711	1.737969828	1.098808284	-0.838896186	-0.556877908	-1.50756374	-1.313172431	0.38225238	0.047557707	-0.362837488	-1.978549046
ENSMUSG00000031700	Gpt2	0.771424222	0.748491766	-0.411596948	0.329626744	1.037926919	0.017557243	0.475002049	-0.252467573	0.290606585	0.550918286	-1.549620623	-1.740840375	-1.641787711	-1.553894838	0.792058379	-0.09036662	1.391473581	0.835488916
ENSMUSG00000031710	Ucp1	0.650592698	0.707691649	0.921095283	1.147128508	1.402040761	0.759917887	-0.197941822	1.234205598	0.119384273	1.054527704	-0.784496431	-1.378436013	-0.354064594	-1.309153442	-1.299669269	-1.302523733	-0.697977984	-0.672321074
ENSMUSG00000031762	Mt2	0.452538769	0.021640416	0.412034099	-0.327485937	0.614864792	0.778086101	1.159770437	1.121569814	1.539708008	1.132866625	-1.465053312	-1.658661277	-1.387247323	-0.574144943	0.38854382	-1.079714073	-0.272161371	-0.857154647
ENSMUSG00000031765	Mt1	0.606459095	0.063062449	0.502541295	-0.080576961	0.800167001	0.979525475	1.216856591	1.094434998	1.685631474	0.783504987	-0.940439642	-1.112520658	-1.489498198	-1.248033498	-0.030847447	-1.150286386	-0.80764741	-0.872333165
ENSMUSG00000031778	Cx3cl1	0.680254624	1.19703803	0.203796403	0.787758713	0.853909138	0.793695654	-0.32778414	0.92357116	1.608241192	0.624986173	-0.882492666	-1.089092018	-1.969746173	-1.152130671	0.041327852	-1.08456898	-0.784516031	-0.42424826
ENSMUSG00000031779	Ccl22	-0.298429963	0.619086685	0.311013379	0.53136794	0.639390601	1.547077921	0.860569493	0.693882287	0.949628961	1.076738161	-0.614668527	-1.680225432	-1.35434312	-1.295699681	0.204524502	-1.771504189	-0.411019534	-0.007389488
ENSMUSG00000031821	Gins2	0.358840322	0.099758344	0.161815084	1.546781313	0.295782662	1.200998119	1.255432243	-0.470075356	1.885795682	-0.086556269	-0.787705193	-0.762584657	-0.133576667	-0.129009329	-1.784293563	-1.606145325	-0.575987703	-0.469269707
ENSMUSG00000031827	Cotl1	-0.031518573	0.900374334	-0.420125863	1.465871832	0.096942326	1.718365669	0.450599349	0.3208986	1.774529643	-0.67947843	-0.048159574	0.384324915	-0.859213268	-0.532520084	-1.78014662	-0.668045978	-0.985293081	-1.107405197
ENSMUSG00000031861	Lpar2	0.50760386	0.12965192	0.958934317	0.812537284	0.791022771	1.00395965	1.002584685	-0.08263639	0.491377455	1.108907441	-0.48941093	-1.150997815	-0.202508454	-0.76295853	-0.466263779	0.267629343	-2.619842862	-1.299589964
ENSMUSG00000031885	Cbfb	1.310750212	0.239540318	0.740020923	0.463592849	0.813463556	0.726527813	-0.140653592	1.512933059	0.964522148	1.122646222	-0.866649835	-1.682775002	-0.558948007	-1.083688822	-0.413119322	-0.869832443	-0.838529033	-1.439801042
ENSMUSG00000031898	Dpep3	0.119616625	-0.304387316	0.372906764	0.409051993	0.718031126	0.422475937	1.494415383	0.391372598	1.695646976	0.813309466	-0.820941502	-2.41571841	-1.063206848	-0.67716218	0.304360624	-1.290173765	-0.307620002	0.138022531
ENSMUSG00000031939	Taf1d	0.065185294	-0.207571323	0.387346986	0.400450966	1.00731768	0.081234345	0.328519673	1.650244111	1.735356766	0.885522229	-2.141603334	-0.811141322	-0.205041181	-0.228975568	-0.110762811	-1.746096607	-0.551765253	-0.538220649
ENSMUSG00000032013	Trim29	-0.559041606	0.388262145	0.42403764	-0.068959528	0.583948361	0.52159091	0.296241214	0.105418243	0.798290586	0.68439414	-2.80788705	0.177888507	-1.973195925	-0.665230503	-0.060481636	1.370941181	0.606798783	0.176984539
ENSMUSG00000032014	Oaf	-0.078309403	0.950977255	0.318648097	0.495384446	-0.083934651	0.323199357	0.28090254	0.376655815	1.854680464	-0.41412587	-1.723721016	-0.328257868	-2.115574476	-1.390698151	-0.689126606	0.889771864	0.944744969	0.388783235
ENSMUSG00000032020	Ubash3b	1.901351643	0.386219199	0.967605035	0.934143302	0.499587927	-0.070212284	1.029095451	0.108609921	0.18340569	0.422896257	-0.240920001	-0.955213329	-1.838428321	-1.653962066	0.309009131	0.072804701	-0.485428285	-1.570563971
ENSMUSG00000032035	Ets1	0.641402813	1.455548161	1.549514638	1.13303196	0.838645023	-1.105341238	0.159580549	0.041386204	0.294467803	0.184533004	-1.399876974	-1.763137422	-1.480624029	-0.426700242	0.678066326	-0.319886234	0.303732381	-0.784342722
ENSMUSG00000032038	St3gal4	1.520396146	1.103120481	0.419097938	0.321386244	-0.02137722	1.55945667	-0.333110678	0.988775929	1.345030412	-0.574913882	0.292434941	-0.546835918	-0.500029798	-1.586199343	-0.551103993	-0.873841858	-1.155889086	-1.406396985
ENSMUSG00000032047	Acat1	0.688937372	0.800562035	0.840202743	0.961279396	0.656417584	0.31649686	0.646020671	0.853682538	1.504725671	0.799439392	-1.33077296	-1.640908284	-0.980321961	-1.264977211	-0.499847265	-1.127743186	-0.175990659	-1.047202734
ENSMUSG00000032218	Ccnb2	0.408335966	0.38706899	0.846823123	0.534388678	0.166233438	1.122859081	0.601277163	0.170604558	1.249542462	1.399861118	-1.61444236	-0.529642159	0.41706765	-0.145601651	-1.285479816	-1.436440104	-1.872560853	-0.419895284
ENSMUSG00000032254	Kif23	0.533314225	-0.347407393	0.135930555	0.646194601	0.211011357	1.410003814	0.671891248	0.464778312	0.785529635	1.958068374	-1.638207074	-1.140529855	0.685953466	-0.140977488	-1.017596862	-1.073426255	-1.223041438	-0.921489222
ENSMUSG00000032261	Sh3bgrl2	0.203249121	0.475977358	0.67722708	0.637325217	0.151447591	1.051262853	1.136612971	1.02038556	0.775076648	0.581789425	-1.93048154	-1.602307092	-1.54541604	-1.662648325	0.079860656	-0.001430279	-0.103153055	0.055221851
ENSMUSG00000032285	Dnaja4	0.573617897	0.547534128	0.155346953	0.395168843	0.658351129	-0.087289775	0.188392415	0.39218163	0.251883652	0.321981374	-0.169009787	-0.920125329	-2.983896704	-1.74581536	1.178671482	0.549573792	0.910182841	-0.216749182
ENSMUSG00000032349	Elovl5	0.608607867	0.688100052	0.252327174	0.329303786	0.013807433	1.221748513	1.063645597	1.340579246	1.321314534	0.606590001	-1.244388802	-1.66375484	-1.573931616	-0.708479055	0.030748777	-0.774795148	-0.303171139	-1.208252381
ENSMUSG00000032413	Rasa2	1.12423091	-0.224580459	1.312573474	0.316359981	0.602583345	-0.248258452	0.707515462	1.088792484	0.671629764	1.407671359	-0.435935477	-1.011025796	-0.693579115	-1.170742794	-0.022924458	-0.267864488	-2.353325772	-0.803119968
ENSMUSG00000032420	Nt5e	0.723556298	0.942685725	0.427601897	0.948501416	0.508517003	1.211408137	0.12661598	0.957758719	1.031896284	0.943066508	-0.654201302	-1.039205241	-0.406129395	-0.940292846	-0.769739635	-0.441411219	-1.491511739	-2.079116588
ENSMUSG00000032479	Map4	1.001953452	0.17995725	0.236680785	1.123195341	0.861140457	1.720447462	1.115543787	0.381664327	0.508321821	-0.541954512	0.451669945	-0.863108592	-0.135773371	-1.823554634	-0.645208272	-1.289055144	-1.022383637	-1.259536464
ENSMUSG00000032515	Csrnp1	0.968625275	1.113690199	0.937501471	0.958536569	1.173657801	0.533328186	0.823557868	0.417834386	-0.476165358	0.490097871	0.400599765	-1.198697859	-0.328313621	-1.268705124	-0.133429377	-1.591824873	-1.095037188	-1.725255991
ENSMUSG00000032528	Vipr1	-0.549507989	1.09668265	0.392017217	0.738900661	0.782564187	0.7690682	1.519952069	1.271910016	0.558641202	0.101555773	-0.667071563	-0.901473061	-1.52953218	-2.193629874	-0.2170947	0.141567771	-0.63393918	-0.680611202
ENSMUSG00000032540	Abhd5	1.25430285	-0.340946642	0.158140783	0.647691626	-0.208172464	0.876930708	1.157793039	0.774701071	0.571241626	1.16581047	-0.27060476	-0.835338107	-1.49249581	-1.601847059	0.949071055	-0.405319316	-0.523815009	-1.877144062
ENSMUSG00000032589	Bsn	1.440449213	0.506939842	0.357811576	1.034721677	1.392459753	0.600426488	0.668573334	0.11663667	-0.16974638	0.812317302	-1.194827355	-1.088970127	-1.396961683	-1.67603823	0.885401182	-1.035537001	-0.579169824	-0.674486437
