ensembl_gene_id	gene_name	AM_1_1	AM_1_2	AM_1_7	AM_1_8	AM_2_10	AM_2_3	AM_2_4	AM_2_9	AM_3_5	AM_3_6	AM_1_5	AM_2_7	AM_3_3	AM_3_9	AM_1_6	AM_2_8	AM_3_10	AM_3_4	AM_1_3	AM_1_4	AM_2_5	AM_2_6	AM_3_1	AM_3_2	AM_3_7	AM_3_8
ENSMUSG00000029762	Akr1b8	-0.779246882	-0.827107743	-0.699682092	-0.628464866	-0.265011554	-0.279348396	-0.783175342	-0.107019996	-0.994594288	-2.234045924	-0.973060275	0.346867971	-0.867860123	-0.182223862	-0.545833887	2.275978861	0.64433451	1.191818797	0.791306203	0.840779888	1.880290962	0.036558705	0.969011524	0.024192131	1.038292444	0.127243235
ENSMUSG00000029802	Abcg2	-0.04549786	0.513134477	-0.612468051	-1.036872016	-0.435513534	-1.344045112	0.222400221	-0.626904232	-0.907176792	-0.726734549	-1.034041181	-0.877892906	-1.09182409	-1.056766517	1.626132674	1.583579746	0.145756363	1.224648983	0.554029651	0.512352884	1.415831119	-0.565641385	0.311967909	2.115496999	0.841647013	-0.705599813
ENSMUSG00000030088	Aldh1l1	-0.051769209	-1.133305152	-1.327670994	-0.946885287	-0.986534809	0.189963874	-0.802795221	-0.982495422	-0.475507966	-0.706399295	-1.098864945	-0.544574152	0.371203599	-0.350125905	0.905964905	-0.570032967	-0.743715578	0.80879051	1.124871608	-0.32772433	0.709763726	0.266607526	1.751765336	2.065986627	1.083045344	1.770438176
ENSMUSG00000030259	Rassf8	-0.344323186	-1.099559362	-0.506582718	-1.073517806	-1.27643346	-0.573781245	-0.951769732	0.623986966	-1.914907322	-0.287961476	-0.442670954	0.494683513	-0.944602392	-0.761718822	0.452554261	1.14254499	0.84404841	0.473538239	0.016362643	0.669619841	0.978616985	1.683183714	0.340306407	1.866744243	1.496813096	-0.905174829
ENSMUSG00000030433	Sbk2	-0.862145271	-0.314899179	-0.585125019	0.82502183	-1.060224516	-0.033300581	-1.837204671	-0.662636296	-1.98459019	-0.892837643	-0.447811778	-0.027461174	-0.606306872	-0.187281255	0.806268965	-0.231223269	-0.498052655	0.84523237	0.852538482	-0.078570664	2.043973359	0.512936366	0.910975398	0.615994688	0.895911611	2.000817963
ENSMUSG00000030545	Pex11a	-0.45868199	-0.319499439	-1.104991383	-0.53655081	-1.379728467	-0.523263988	-0.949237837	-0.487685611	-0.32350274	-1.073195993	-0.293588895	-0.109511601	-0.278430851	-2.101935074	0.28635505	1.932313286	0.256040088	0.743284175	-0.214154208	0.279723303	-0.049397568	1.55728694	1.344697	0.796235598	1.679783774	1.327637242
ENSMUSG00000030546	Plin1	-0.654297817	0.240953982	-1.726245647	-1.719536654	-0.689695189	-0.687178019	-0.668686286	-0.30866129	-0.585079623	-1.625737597	0.452872768	-0.182016779	-0.481474599	-0.890933751	0.766363512	1.811593174	1.141499723	1.18686677	-0.278603101	-0.183879091	0.440391704	1.280786188	0.526515749	0.117504837	0.952251282	1.764425753
ENSMUSG00000030557	Mef2a	-0.93407343	-0.727635082	-0.445258042	-0.986812106	-1.415557996	0.293374648	-0.362958523	-0.081133326	-0.244953817	-1.147153327	-1.54765872	0.021450411	0.42727301	-1.545322873	0.000256035	-0.75657317	0.341083537	0.675283391	2.588227991	1.009865088	1.431626254	0.926214256	0.164263023	0.957951217	0.349271327	1.008950222
ENSMUSG00000030605	Mfge8	-0.527658107	-0.721196942	-1.497672025	-0.595279623	-0.806631185	-0.97279764	-1.292823778	-0.572058708	-0.245484254	-1.698607887	-0.298219998	-0.465876393	-0.259179424	-1.154376596	1.351984076	0.965077744	0.7501047	0.89690566	1.575264244	0.388894186	0.987568774	1.254985815	0.872022331	1.776392813	0.356704222	-0.068042006
ENSMUSG00000030760	Acer3	-1.899738558	-0.6262338	-0.491514072	-0.110288383	-1.68886195	-0.380899706	-1.506735513	-0.224911803	-1.259694916	-0.532267693	-0.211392834	-0.226958651	-0.536616471	-0.864765503	0.257879793	1.804218383	0.941716774	0.263697408	0.618286865	0.602431084	0.863569114	1.335358871	1.621351585	0.210270887	1.260314954	0.781784136
ENSMUSG00000030786	Itgam	-0.138806101	-0.522640221	-1.532930258	-0.411698234	-0.728807194	-0.096568218	-0.092850935	0.127097283	-1.09597874	-1.697318318	-1.531090477	-0.358762271	-0.482690268	-0.809708776	-0.289340736	0.354581584	0.434808944	0.740564898	0.461121254	1.512750179	1.690550925	0.971104838	-0.075764526	0.193530315	0.921686206	2.457158847
ENSMUSG00000030793	Pycard	-0.819452651	-0.535007112	-1.955977696	-0.893106378	-0.163440176	-0.484144021	-1.038530529	-1.176508403	-0.201834435	-1.767406825	0.422704913	-0.073780141	-0.685860235	0.435388648	-0.384982336	1.937888729	-0.044877292	0.355367377	1.439827976	0.67969629	0.153104954	0.255160631	1.138477233	0.413632483	1.700070182	1.293588815
ENSMUSG00000030798	Cd37	-1.438608614	-0.065686547	-1.032986405	-1.410582804	0.08607989	-1.784288762	-0.485765186	-0.365095474	-1.026033525	-0.247309598	-0.318799507	-0.021993177	-1.277302287	0.133888229	0.558890181	1.468241914	0.264347029	0.958051515	1.054150781	0.376666572	1.97903308	1.915367002	-0.489921719	-0.019347076	0.276646962	0.912357527
ENSMUSG00000031266	Gla	-1.451794341	-0.437632082	-1.014791466	0.20281762	-1.168597823	-0.226763428	-0.766229842	-0.364093493	-0.527035102	-0.952386133	-0.420096717	-0.341741488	-0.741265636	-1.008759319	0.145248247	2.58400912	0.422712623	0.132389901	0.012733168	0.778574908	-0.040807047	2.301393349	0.764827803	1.443052453	0.951318849	-0.277084122
ENSMUSG00000031349	Nsdhl	-0.282139396	-0.194956426	-1.002225937	-0.76229145	-1.445329075	0.470633016	-1.987627911	-1.41313828	0.084889791	-0.215579384	-0.426118569	-0.479527914	-0.357094916	-1.169573532	0.325186683	0.636787304	-0.131871994	1.384814557	1.574680464	0.569508363	-0.326018899	0.025792032	1.548390681	1.953486315	1.122821999	0.496502481
ENSMUSG00000031365	Zfp275	-0.85028209	-0.92452727	-1.647864813	-0.616378275	-1.320180997	0.353051034	-0.580759211	-0.521009101	-1.311002416	-0.125182582	-1.450642777	0.189016349	0.025006576	-0.187225619	0.356051804	0.432055117	2.537831539	0.828493059	0.163603229	1.391471459	-0.263589414	0.957679015	-0.317832694	1.470944565	1.086361406	0.324912106
ENSMUSG00000031392	Irak1	-0.833616188	-1.112315727	-0.119576946	-0.335346565	-1.419095248	-1.693163301	-0.030129682	0.013814085	-1.491680884	-0.554737213	-0.910468504	-0.410171476	-0.481520946	-0.402928833	0.279922601	0.194274323	1.509517089	-0.308679941	1.148341249	1.463166022	1.191473409	1.860873728	0.873468476	0.949895774	1.159764556	-0.541079854
ENSMUSG00000031438	Rnf128	-1.451245791	-0.415289575	-1.846771164	0.32688712	-2.323876922	-0.089862702	-1.232314815	-0.494866349	-0.29970879	-1.179263024	0.799135908	0.834541124	-0.177578684	-0.087222963	0.251364957	1.036625171	0.677337047	0.138081671	0.095691161	-0.693235976	1.584146764	0.991894565	1.206007849	1.215431321	0.61049885	0.523593245
ENSMUSG00000031453	Rasa3	-0.199786612	-0.548288684	-0.34444318	-0.639887666	-0.937124859	1.539420623	-1.514316156	-0.704960163	-1.795027423	-0.88718269	-1.682408854	-0.584862129	-0.625514452	-0.480113846	0.326706805	-0.019278926	0.988686203	0.588820533	0.184978984	0.276055455	0.666078876	1.308521095	1.495664277	1.038291543	1.388563519	1.161407727
ENSMUSG00000031502	Col4a1	-1.177609397	-1.010299046	-0.87139156	-0.588840124	-0.797402305	-0.854062285	-1.217799121	-0.824349125	-0.189823334	-0.511369967	-1.002497206	-1.338531678	-0.212232253	-1.244457688	0.503935857	1.149235518	1.008559911	1.575857517	0.723012984	0.302174625	0.842636169	1.357423117	1.414319923	0.743746687	1.033519871	1.186242912
ENSMUSG00000031503	Col4a2	-1.242948515	-0.877491038	-0.687028383	-0.4896871	-0.86479496	-0.740745809	-1.103741054	-0.984052201	-0.381108108	-0.739839504	-1.044032698	-1.106693503	-0.462348094	-1.382420263	0.591599443	0.980028864	1.091496582	1.540980915	0.666902652	0.396835546	1.108515398	1.285778718	1.301640955	0.975041307	1.114433722	1.05367713
ENSMUSG00000031925	Maml2	0.082264941	-1.380370983	-1.098245492	-0.37969619	-0.672168882	0.769652303	-1.182702057	0.38474979	-1.3084764	-0.627095057	-1.035316355	-0.321703683	-0.410385952	-0.519916096	0.961409599	-1.911681784	0.463847793	-0.521998638	1.177940829	0.407842579	1.378635633	0.959442828	1.128360191	0.91248987	1.613770373	1.129350838
ENSMUSG00000032436	Cmtm7	-0.146060982	-0.837883774	-0.679096242	-0.358532054	-0.884067644	0.226792276	-1.123778917	-0.731460901	-0.593511587	-1.06059132	-0.888443746	-1.057364282	-0.634341831	-0.211780557	-0.001893558	0.095658651	1.018155346	0.924246646	1.66444134	0.663385891	-0.297988502	1.367237731	0.805983371	-1.243438442	1.886190528	2.098142558
ENSMUSG00000032812	Arap1	-1.535082572	-1.401772183	-0.452557962	-0.329817731	-0.12247671	-0.206054119	0.196102647	-0.420303443	-1.128840499	-0.804627695	-1.331269763	-0.086147411	-1.698215904	-0.321227658	0.443274137	-0.790984075	1.561072699	0.422064058	1.31899594	0.254324245	1.135390059	0.898175009	1.594842915	0.188398007	1.129909471	1.486828538
ENSMUSG00000032826	Ank2	-1.479102275	-0.781115303	-0.711790502	-0.691780861	-1.53826901	-1.106485894	0.49657833	-0.674220192	-0.023124802	-0.63464935	-0.595850321	-0.149184671	-1.164177755	-0.518204308	0.214197715	1.466356574	1.676127203	-0.410387888	0.886795964	1.077104957	1.885330725	0.458222517	0.273892627	0.516344594	-0.267738178	1.795130106
ENSMUSG00000033066	Gas7	-3.132333776	-0.803434321	-1.174358413	-0.446467928	-0.636455259	-1.446329323	-0.144615959	-0.720050941	0.095743938	-0.553371227	-0.318920048	-0.120643417	0.405141629	0.125079723	0.682947349	0.188575119	0.607049618	1.15225765	1.18440831	0.666204558	1.276453253	1.056839774	0.322973135	0.862085115	-0.370200949	1.241422393
ENSMUSG00000033082	Clec1a	-0.441632076	-0.409399519	-1.646431387	-0.446728569	-1.498340826	-0.281674639	-0.471346379	-0.798647683	-0.91319517	-1.854381663	-0.656600268	-0.725319606	-0.094798844	-0.005303172	1.190150268	1.202495487	1.570706055	0.360818445	1.06425551	1.317143773	1.446421207	-0.317219825	1.010588926	-0.304373657	1.183102255	0.519711358
ENSMUSG00000033192	Lpcat2	-1.122705271	-0.277115811	-0.852528088	-1.152217989	-1.688276645	0.133999582	-0.031434966	-1.382612932	-0.957161062	-0.417719615	-0.955072248	0.885965686	-0.838402246	-0.812350527	0.200627582	2.701052634	0.626185286	0.477712446	1.18585157	0.856840873	0.697331229	0.233584819	0.896313116	0.212122001	1.035560906	0.344449673
ENSMUSG00000033213	AA467197	-1.237409761	-1.472339359	-0.813380284	-0.549049266	-0.999781559	-0.318463162	-0.162585038	-0.570401617	-1.369438639	-0.800580127	-0.711249286	-0.090592781	-0.985661776	-0.014222907	0.403198506	0.584704103	0.579511593	-0.030002809	1.610346558	-0.376221067	1.600722286	1.407490837	0.241822242	0.929212222	0.901968349	2.242402741
ENSMUSG00000033287	Kctd17	-0.459281701	-1.366254	-2.200102656	-0.136402537	-0.668980374	-0.419165018	-0.380326932	-0.335420625	-1.101596298	-0.152326703	0.246329018	-0.267388404	-1.329863969	-0.824885683	1.42324565	0.92296476	0.382721715	1.353459629	-0.120272988	0.25335637	0.769605296	2.000223275	1.273874351	0.334732901	1.344600791	-0.542845869
ENSMUSG00000033377	Palmd	-1.274898383	-0.912561933	-0.579418688	-2.305410397	-0.318757029	-0.355916483	-1.627428035	-0.515296031	-0.051288425	-0.390182294	-0.636018806	-0.814047493	-0.490032201	-0.620891908	0.915306319	1.071394279	0.764802635	1.252965515	0.350698975	0.321019407	1.117787196	1.094264582	1.764008504	0.376303226	1.153080816	0.710516654
ENSMUSG00000033565	Rbfox2	-0.924128042	-1.004577686	-0.580945553	0.52061119	-1.756287715	-1.55422224	-0.632081878	-1.42820643	0.123335057	-0.869230442	-1.408389488	-0.476376578	0.701510126	-0.627471362	0.982441043	1.628633856	1.077100204	0.41108958	0.744827432	-0.021798232	1.010630432	0.058913566	0.818689717	1.273431323	1.099834599	0.832667523
ENSMUSG00000033777	Tlr13	-1.041619209	-0.657431193	-0.740633693	-1.288447048	-0.593984121	0.20642824	-0.941580439	-0.693467095	-0.62251386	-0.616970479	-0.181013227	-0.385545997	-0.740645034	-1.794460326	-0.399070453	-0.143107184	0.303285616	0.908255565	0.968864555	0.976457055	0.340148153	1.438616323	1.93759071	1.243521697	2.016901965	0.50041948
ENSMUSG00000034394	Lif	0.25567913	-0.807416753	-0.697622092	-0.157232398	-0.950395074	-0.382354694	-1.186358626	-1.043592973	-0.443534279	-1.188485738	-2.624532095	-0.427853168	-0.256182876	0.001596902	0.916147357	1.514120707	0.699142273	0.753179462	1.102045519	0.55785768	0.370396648	0.013507651	1.606967849	1.639102364	0.578242163	0.15757506
ENSMUSG00000034485	Uaca	-1.010412018	-0.469323637	-0.574045649	-0.283553581	-1.580567344	-1.17117953	-1.404791617	-0.257945298	-0.88699628	-1.535921998	-1.517183811	0.11589215	-0.024350694	0.290414399	0.755003222	1.142761269	0.653930233	1.450554571	1.417839092	0.602907294	1.613156648	1.262755893	0.144877863	0.41966964	0.847137047	-0.000627864
ENSMUSG00000034557	Zfyve9	-1.182836152	0.13227369	-0.506629004	-0.787751273	-0.379897666	1.071786565	-2.15895816	0.068986824	-1.012041524	-0.608333607	-1.164616849	-0.509638825	-0.768701416	-0.915101822	0.243127012	-0.575259218	1.286592973	0.27593728	-0.052808015	0.487647213	0.907005831	1.15208933	1.442574739	0.202890936	1.845442555	1.506218584
ENSMUSG00000034593	Myo5a	-0.136340898	-0.952919977	-0.439683599	-0.022669929	-0.842826464	-0.117459074	-1.564074772	0.576370216	-1.557663984	-1.500960861	-1.18761968	0.380418291	-0.656053359	-1.095309138	1.63241644	1.271764461	0.976743894	0.819008083	0.495012719	-0.611731735	1.319452783	1.161022266	0.643216039	1.45684772	-0.4477312	0.40077176
ENSMUSG00000034641	Cd300ld	-0.572539995	-0.970305379	-1.470539502	-0.714850627	-0.643503314	1.008084772	-1.331753891	-1.166165986	-0.548373118	-1.392705574	-0.701395684	-1.095334996	-0.62032488	-0.285469202	0.133027646	1.119891555	0.40075532	0.461480134	0.948214923	1.315546971	1.000960216	1.637910484	1.511136898	0.108551857	1.152563216	0.715138157
ENSMUSG00000034652	Cd300a	-0.737906961	-1.207056268	-1.139864814	-0.702354165	-0.235513612	-0.233030788	-1.226161937	-0.759239408	-0.715075342	-1.512691202	-0.027466577	-0.601309184	-0.983173001	-0.922587828	0.09123648	2.267126153	0.342242364	0.976603315	0.756196623	0.737625876	1.097398941	1.557333142	1.174104273	0.1852256	0.963777083	0.854561239
ENSMUSG00000034795	Ccdc122	0.102876365	0.127327354	-1.16794384	-0.504221307	0.162410126	-0.474257259	-0.378431572	-1.268901431	-0.610216841	-1.242746107	-0.882377947	0.179937688	-1.0553784	-2.515469959	0.288730717	1.667262	0.681002729	1.446851084	-0.135863013	0.638611245	0.930448301	1.099566634	0.587954545	1.021052367	1.366502043	-0.064725519
ENSMUSG00000034917	Tjp3	-1.059812706	-0.22840535	-0.674970969	-1.949304835	-1.239769391	0.865840344	-0.542280705	-0.64190972	-0.991281452	0.587625079	-0.453753101	-0.444990154	-1.073064242	-1.384925808	0.453463654	1.2417623	0.532746016	0.369494041	0.200961168	0.252648438	0.090629523	0.647673633	2.317889071	0.882463231	1.574636291	0.666635642
ENSMUSG00000035168	Tanc1	-0.535410404	-0.960195898	-1.216114072	-0.150665658	-1.108938616	-0.603604135	-0.892955977	-1.220888722	-0.819685061	0.023415107	-2.223361172	-0.570792669	0.255608543	-0.910831625	1.217692103	0.521946631	1.322839312	0.918299217	0.724499031	0.449464821	0.772941354	1.49208006	0.632496628	0.778425505	0.575793303	1.527942394
ENSMUSG00000035208	Slfn8	-0.127306294	-1.908031758	-0.327806771	-1.313639512	0.108865562	0.504410823	-1.232271441	-0.55946734	-1.158245221	0.298199917	-0.88126595	-0.24387085	0.0104197	-1.354895828	-0.375072012	0.300842408	0.878801386	0.030179466	1.894254083	1.217606626	0.340961695	0.208229805	1.198032948	-0.436543195	0.700969341	2.226642411
ENSMUSG00000035413	Tmem98	0.080633909	-1.259897619	-0.97827419	-2.350087233	-0.260546366	-0.306894696	-0.148865104	-0.370064761	-0.152251759	-0.469681041	-1.140573849	-0.21906375	-0.588677925	-1.712825412	0.056463568	1.459155294	0.117967245	0.592063894	0.23074224	1.035854138	1.437224771	0.539312366	1.745968404	0.743233788	1.353449569	0.565634519
ENSMUSG00000035441	Myo1d	-0.901156482	-0.766770557	-0.937108786	-0.66129193	-1.312230693	-0.502908221	-0.455049249	-1.031413757	-0.665236801	-0.44091494	-1.313610602	-1.023733195	-0.635015239	-1.463854855	0.480901013	1.099536136	1.058971618	0.955231277	1.118321162	1.157605159	1.454805187	1.321385544	0.992939768	1.031722793	0.905421797	0.533453853
ENSMUSG00000035725	Prkx	-0.841389833	0.156649036	-0.512989534	-0.271053899	-1.470012324	0.382833741	-0.781526779	-1.506016605	-0.443021273	-1.247414794	-0.667980295	0.494373089	-0.133462616	-0.044213188	-0.241412577	-2.084358361	0.505944182	-0.082717989	0.38245716	1.007430943	1.269295664	1.342203191	1.623135557	1.5881034	0.219591982	1.355552123
ENSMUSG00000035934	Pknox2	-0.128918484	-0.639495495	-0.110449156	-0.992878322	-0.438975789	-1.049595472	-1.391192312	-0.362966366	-0.828069448	-0.280128817	-1.020856092	-1.391192312	-1.391192312	-0.822100729	0.136878031	0.934674848	1.178062056	0.730026835	1.230458982	1.423066279	1.215926253	1.430807781	0.77626707	1.002282752	1.410921732	-0.621361514
ENSMUSG00000036026	Tmem63b	-0.561960611	-1.319943123	-0.966142993	-0.2513606	0.137304995	-1.416078451	-0.84324253	-0.253216862	-0.56545828	-0.635522871	-0.842761409	-0.138513802	-0.732854626	-1.810297718	0.542639285	-0.864080884	1.284427144	1.476247028	0.268369694	1.090748502	1.579168791	1.24694841	0.874709473	1.437003872	0.445692708	0.818174857
ENSMUSG00000036086	Zranb3	-0.46571576	-0.603121034	-1.624628954	-0.40282031	-1.101464916	0.626922813	-0.985479932	-0.591566977	-0.841736415	-1.495954219	-1.805682564	-0.376953697	-0.661075245	-0.51496432	0.845347441	0.650844698	1.063430082	0.277717019	0.687780679	0.643219507	1.181897021	0.711433319	1.90291111	0.681930226	1.067420695	1.130309732
ENSMUSG00000036136	Fam110c	-1.411973657	-0.591889911	0.08747002	-0.02223253	-0.196222766	-0.546553505	-0.743373654	-0.965269026	0.17694988	-0.463437258	-1.344393798	0.390237735	-1.415785701	-2.075144293	1.053417281	1.098981407	1.158936406	1.802395937	0.874467715	-0.253142795	1.286131406	0.340636751	-0.777650113	0.742067178	1.029202271	0.766175024
ENSMUSG00000036402	Gng12	-1.09400907	-0.353130066	-0.566791856	-0.551098459	-0.928792446	0.162401213	-1.461573174	-0.70826494	-1.064567852	-0.910106772	-1.467792632	-0.452141219	-0.912953914	-1.407308247	0.93650784	1.170711394	0.492631508	1.083733584	0.747405104	0.423180143	1.210749385	0.920411483	1.34720455	1.052753667	1.301371191	1.029469587
ENSMUSG00000036545	Adamts2	-1.338337167	-0.400784183	-0.926471589	-0.580633167	-0.640132918	-1.517830112	-1.202812102	-0.307714258	-1.135633406	-0.947862275	-1.344291271	-0.744884068	-0.428811001	-0.202056563	0.98073555	0.912183656	1.437851071	0.724404495	0.330633541	0.824546911	1.422373717	0.72898721	1.331241305	0.65557903	0.980772663	1.388944931
ENSMUSG00000036661	Dennd3	-0.710537464	-0.901268482	-0.995204234	-1.182472442	-0.026427284	0.76405222	-0.717301567	-1.735387988	-0.980002489	-0.230423046	-1.870150542	0.712914949	0.191261243	-0.990507456	-0.400138195	-0.113417263	-0.176247957	0.795690911	1.630847365	1.444677822	0.459702048	0.682458659	1.189036049	0.793665782	1.332543707	1.032635652
ENSMUSG00000037095	Lrg1	-0.922165005	-0.940344046	-1.76769042	-0.639925013	-1.284368726	-0.02773556	-0.878637902	-0.89421646	-0.385827401	-0.985174855	-0.945770038	-0.761783098	-0.268957663	-0.765897454	1.213331256	1.333061053	0.294424136	1.430449308	0.927479419	0.095549669	0.650043934	0.912306299	1.434564748	1.440546745	0.635574901	1.101162173
ENSMUSG00000037492	Zmat4	-0.165059461	-1.497566761	-0.298116302	-0.403006608	-1.693588967	-1.087455682	-0.663099141	-0.341342559	0.128602071	-1.072546212	-2.271068565	0.5345333	-0.497462504	-0.306735388	0.105911692	1.214424518	1.279896588	1.501742277	1.395653504	0.303695795	0.220836308	1.016656461	1.146595444	0.990915962	0.32011499	0.137469241
ENSMUSG00000037706	Cd81	-1.276424036	-1.326798678	-0.735289931	-1.085699405	-0.828792049	1.175627662	-0.797824578	-0.860989292	-0.61714091	-0.546598814	0.2440822	-0.272222824	-1.087601248	-0.996378495	-0.269668539	0.930669254	-0.080247468	1.714093222	0.458066798	1.177839666	0.696268019	1.365715983	1.262351435	0.342839301	1.914062648	-0.499939922
ENSMUSG00000038173	Enpp6	-1.140904435	-0.566636121	0.102632745	0.027263533	-1.140904435	-0.119380149	-0.638289627	-1.140904435	-0.570101669	-1.140904435	-0.494444525	-1.140904435	-0.557601517	-0.563231864	0.06341969	0.508626061	1.278315498	2.046485295	2.299541206	0.897346315	-0.067349924	1.334211061	0.889325974	0.419927045	0.555367581	-1.140904435
ENSMUSG00000038179	Slamf7	-1.833964839	-0.604033082	-0.426576539	-0.739005002	-1.833964839	-0.097899618	-0.294976196	0.031871134	-0.912579145	-0.236216348	-0.482444442	-0.654707853	-0.337325934	-1.292494535	-0.26504509	0.902084937	0.722840859	0.098561329	0.358921152	0.387237233	0.328279875	1.534653213	0.962628202	0.794376322	1.461435533	2.42834367
ENSMUSG00000038366	Lasp1	-0.769120053	-1.022075164	0.040212604	-0.459130806	-0.700085279	-0.340787244	-1.413907765	-0.27094575	-0.448362385	-1.66059486	-0.339432251	-0.677494446	-0.129199476	-0.688233789	0.797743414	-1.795962852	0.268427221	1.395026904	1.410927668	1.429671024	1.591309964	0.184785857	0.269412291	1.463843848	0.843427603	1.020543723
ENSMUSG00000038517	Tbkbp1	-0.434376985	-1.072534973	-1.789598402	-0.766561219	-0.53082353	0.253605847	-0.810940258	-0.558261522	-0.76745082	-0.194059195	-0.702124265	-0.476611495	-0.929994303	0.044944114	-0.508194291	-0.379592201	0.691472905	1.009496824	0.940947964	0.808963296	1.098272932	0.260000258	1.865983112	-0.885914893	2.00165817	1.83169293
ENSMUSG00000038712	Mindy1	-0.28397364	-0.575552742	-0.839400114	-0.136476523	-1.03791582	-1.251432044	-0.920677594	-1.091258581	-0.818406288	-1.407829184	0.938709086	0.48279244	-0.202808073	-1.378903141	-0.972094408	0.956599075	-0.057635725	-0.03222041	0.185990502	1.746475169	1.789034855	1.3513952	1.356429158	0.90502354	0.615108323	0.679026939
ENSMUSG00000039062	Anpep	-0.677617491	-0.386586185	-0.586306507	-1.314998244	-1.891608984	-0.512565413	-1.108074571	-1.109901089	-0.840135555	-0.869963262	-0.273851022	1.249116343	-0.560202202	-0.291623976	0.96135814	0.926145905	-0.349651841	-0.152244386	0.795720476	-0.325244777	1.341430459	1.253550534	0.905018668	0.908932838	0.903940614	2.005361529
ENSMUSG00000039607	Rbms3	-0.43114342	-0.916527263	-0.850749473	-1.296665284	-1.000327754	-1.501930954	-0.32789949	-0.927311563	-0.760498475	-0.43694694	-1.396307607	-0.003311792	-0.577516252	-0.592592223	1.166144081	0.798168373	-0.483271459	1.009266001	1.192581655	0.221879794	1.649402005	0.994257622	0.719441886	0.807708792	1.534339754	1.409809985
ENSMUSG00000040606	Kazn	-0.381247446	-0.888340334	-0.909470915	0.155938463	-1.378558462	-1.514940287	-0.841281136	-1.153963923	-1.673705737	-0.824946816	-1.114949458	-0.155363731	-0.078032693	0.518730934	0.935793607	-0.442913628	1.490905778	0.733561461	1.313211946	0.77702277	0.71020874	1.281045062	0.635234042	1.574321155	0.678259887	0.553480723
ENSMUSG00000040613	Apobec1	-0.398207762	0.158923009	-0.817743874	-0.46396245	0.963300819	-1.144055344	-0.137876632	0.477563947	-0.531754122	-0.777439474	-2.251439431	-0.9963846	-0.291552069	-1.776994842	0.737705935	1.263761523	0.093181308	0.990124366	-0.256893455	0.877745452	0.582441466	1.000334467	1.687398325	-1.014351393	0.910410583	1.11576425
ENSMUSG00000040722	Scamp5	-1.363371234	0.177089448	-0.192188736	0.374704211	-2.542691643	-0.068602618	-0.433773584	-1.467499128	-1.085495852	-0.420048185	-0.366643175	0.327106452	-0.511688776	-1.320861221	0.582795349	0.519439358	0.701238077	0.581877586	1.48599872	-0.389063108	1.650420935	0.674321513	0.826022085	1.361563054	0.997225973	-0.097875502
ENSMUSG00000041075	Fzd7	-1.285091788	-1.984919447	0.034297398	-0.634195119	-0.486994575	-0.474502892	-2.418869788	0.54006632	-0.469433639	0.44112446	-0.242692291	-0.365832535	-0.0426954	-0.877357012	-0.693984571	-0.402645451	1.090249078	0.537465421	0.519472199	0.768754444	0.542479585	1.588992185	1.043907901	1.356218678	1.43497961	0.481207228
ENSMUSG00000041202	Pla2g2d	-0.89033785	-0.766691912	-0.876782463	-0.779711314	-0.592152261	-0.144822125	-1.243251484	-1.522546839	-1.02425156	-0.777239995	-0.73449147	-0.826869674	-0.725292805	-0.888155004	0.525935414	1.564064922	0.495281317	1.232415692	0.393462776	0.496596747	1.011196967	1.438625414	1.399292994	0.581987847	1.420564114	1.233172553
ENSMUSG00000041642	Kif21b	-1.239528886	-1.018787224	-0.96830253	-1.231949926	-0.795711297	0.389090635	0.010271716	0.243959582	-0.449483475	-0.373551061	-2.661274437	-0.530776621	-0.047918987	-0.840631557	0.723713661	-0.518089064	1.522781703	0.482917782	0.703383816	1.181572739	0.772495295	0.559438866	1.469183879	0.737740559	0.718651823	1.160803008
ENSMUSG00000041729	Coro2b	-0.88127536	-1.155574293	-0.670129363	-0.295652413	-0.917581067	-0.692066622	-1.211997056	-0.775028589	-0.893565948	-0.398005711	-1.640483113	-0.61652678	-0.913933314	-0.78026019	1.048181646	0.43131387	0.967060326	1.265195566	1.55050264	1.394912652	1.400656562	0.642338516	1.309508636	0.788967115	0.345405037	0.698037254
ENSMUSG00000042349	Ikbke	-1.605356896	-0.729550181	-1.37840883	-0.964625793	-0.196906687	-0.787273171	-0.547971562	-1.647407236	-0.522618862	-0.551231872	-0.30493432	0.523212961	-0.386412541	-0.403261351	-0.333396352	2.372995667	0.778837294	-0.433253925	1.548986827	1.077910244	0.321306428	0.700614392	1.22653331	0.334269113	0.99561464	0.912328704
ENSMUSG00000042439	Zfp532	-0.173636575	-0.92735868	-1.825430737	-1.330310876	-0.447121692	1.333947229	-1.335322115	-0.494290302	-0.881659271	-0.778603499	-1.099643647	-0.10843813	-0.824459592	-1.17631932	0.71130861	1.133520651	0.371573788	0.923308762	0.534250199	0.453126215	0.328657549	1.532499764	1.053231181	1.409331994	1.125369979	0.492468518
ENSMUSG00000042485	Mustn1	-1.146936088	-0.652800302	-0.084171935	-1.416576116	-1.108961764	-0.848301545	-0.782872985	-0.660263355	-0.888491021	-0.784699785	-0.147587637	-0.929757403	0.249871136	-1.158714309	1.120798487	2.324880982	-0.26199117	1.184885989	0.005641505	1.105037022	1.359350805	1.368351584	0.074724502	0.729187714	0.558584792	0.790810896
